pore_id,x_m,y_m,z_m,volume_m3,inscribed_radius_m,component,inlet,outlet,wall,sobol_void_samples
0,-0.005909822476844285,0.003320843617260884,0.0018186992512287765,6.152405814774944e-10,0.00047773649967334023,0,1,0,1,91
1,-0.005787216486634296,0.003702203038801339,0.0019101510895320676,1.3548740674067226e-09,0.0003848617261901266,0,0,0,0,201
2,-0.005073606355984413,0.004410579212436879,0.0013023830022086981,1.1262600808467794e-09,0.00023923597025129236,0,1,0,1,167
3,-0.004111431437039281,-0.004824960668551094,0.004136760367390452,2.3197595695053067e-10,0.0003678527841496187,0,0,0,0,34
4,-0.003840797671818818,-0.004916637240697882,0.003922475206457044,2.3197595695053067e-10,0.0003684665984787038,0,0,0,0,34
5,-0.003907331430143084,-0.0048970902731011986,0.005458724690106706,2.0508019382583144e-10,0.0002423114097714951,0,0,0,0,30
6,0.007787491366584041,0.000714715033416174,0.0020441026394271014,7.497193971009904e-10,0.000829881310664448,0,0,0,0,111
7,0.0076203828009390635,-0.00010442488642769508,0.0020914691346883077,1.5565922908419666e-09,0.0005599671644675577,0,0,0,0,231
8,0.006538975264677958,-0.0006113316358802599,0.0014167641161258483,2.7231960163757946e-10,0.00021080151035557805,0,0,0,0,40
9,-0.0046132713045602845,-0.004947768053573781,0.0060109050862757665,1.09936431772208e-09,0.00025846587815364977,0,0,0,0,163
10,-0.006236952369485878,0.0043272784530279055,0.01533858103625671,1.233843133345576e-09,0.0005232509384936636,0,0,0,0,183
11,-0.006931202710774221,0.0005519232395170613,0.003038158047991758,9.581615613174093e-10,0.00022524735961232248,0,0,0,0,142
12,-0.006823648215506538,-8.134393310930975e-05,0.0029173278297016736,8.97646094286836e-10,0.00025061584081641816,0,0,0,0,133
13,-0.004755316809877654,-0.004593344775115886,0.003981529826945776,5.211054105410472e-10,0.0002612348207961674,0,0,0,0,77
14,-0.0035279788585710686,-0.00507259640471014,0.005579806643190242,2.1852807538818108e-10,0.00023519060369107828,0,0,0,0,32
15,-0.002752363837983275,-0.00434978589846602,0.005843531633460142,1.7146048991995746e-10,0.000347638315828576,0,0,0,0,25
16,-0.002718040325724209,-0.004345749491586328,0.005828082341467551,1.5128866757643305e-10,0.00034880658205808316,0,0,0,0,22
17,-0.0026142789777683275,-0.003632352400879249,0.005167068485048357,3.193871871058031e-10,0.0002896452648597623,0,0,0,0,47
18,-0.002917353452789854,-0.0034285982461382735,0.0050937528025565195,2.857674831999291e-10,0.00031283681735889393,0,0,0,0,42
19,-0.004122790080784646,-0.003998714597231332,0.004446277626025584,3.731787133552015e-10,0.0002690509699919112,0,0,0,0,55
20,-0.006364261393544643,-0.0005531673793158744,0.003389140652932453,5.681729960092708e-10,0.0003448198673706805,0,0,0,0,84
21,-0.0005289974794192946,-0.006245143180575413,0.0012934441430816701,4.5386600272929915e-10,0.0002558775170587623,0,0,0,0,67
