effective_diffusivity_m2_s,normalized_rmse
1.6336495955869183e-07,0.3900765273240275
9.181895579395011e-07,0.016616268195314685
2.6688110011613023e-06,0.473133174936182
6.190712545939988e-07,0.11851274741026481
1.3801613110184576e-06,0.15586030032087078
8.960295111619432e-07,0.016961490210095184
9.1678097711285e-07,0.01651897918452704
9.089370760330842e-07,0.016269191866187447
9.03985022452954e-07,0.016373993802598193
9.10333605297181e-07,0.016276619250193705
9.075426891637909e-07,0.016278014494981095
