depth_dp,pearson_r,spearman_rho
3.0,0.9475390106015221,0.9263157894736842
5.0,0.957562022474631,0.9488721804511278
7.0,0.9496542223258259,0.9488721804511278
10.0,0.95513104283749,0.9609022556390976
