effective_diffusivity_m2_s,normalized_rmse
1.6336495955869183e-07,0.3604777826369268
9.181895579395011e-07,0.06955260351997654
2.6688110011613023e-06,0.5758422143009141
5.58482906007083e-07,0.09708441423999449
9.674293709735168e-07,0.08817324955957469
7.430417248183028e-07,0.021888735890487475
6.662667639412855e-07,0.04685370789586687
7.62844365246246e-07,0.020797952660744905
7.642373717466776e-07,0.02085625090772206
7.588818215129808e-07,0.02072926894013662
7.600478015884967e-07,0.020734439138691472
7.577176301532978e-07,0.020736688130842437
