time_s,mean_gas_concentration_mol_m3,gas_inventory_mol,adsorbed_inventory_mol,total_inventory_mol,cumulative_reservoir_input_mol,mass_balance_residual_mol,relative_mass_balance_error,mean_loading_mol_kg,inlet_cell_concentration_mol_m3,top_cell_concentration_mol_m3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5e-05,6.534841607151158e-05,2.1044646999205343e-10,5.960927761414758e-14,2.1050607926966757e-10,2.1050607926984668e-10,-1.7911045201187277e-22,8.508564343278276e-13,9.39760111317766e-12,0.0065326769993732095,0.0
5.317724787430056e-05,6.949734476475547e-05,2.238075803330668e-10,6.742031677091056e-14,2.238750006498377e-10,2.2387500065004915e-10,-2.114480440838677e-22,9.444915397873893e-13,1.0629037446793756e-11,0.006947286233876548,0.0
5.655639382969606e-05,7.390944031038459e-05,2.380161868864258e-10,7.625546870561858e-14,2.3809244235513144e-10,2.380924423553797e-10,-2.4825758134247743e-22,1.0426940850643429e-12,1.2021928570121174e-11,0.007388174966358383,0.0
6.0150267471166206e-05,7.860136313339364e-05,2.531259424847388e-10,8.624901475155028e-14,2.5321219149949035e-10,2.5321219149978033e-10,-2.8997850348812076e-22,1.1451996121141439e-12,1.3597444382504552e-11,0.00785700436336038,0.0
6.397251366039366e-05,8.359082414909254e-05,2.69193882934401e-10,9.75528437342618e-14,2.6929143577813525e-10,2.692914357784727e-10,-3.3743799113335073e-22,1.2530587545715247e-12,1.5379530663078557e-11,0.008355540001102621,0.0
6.803764432121665e-05,8.889665044178653e-05,2.8628063852563945e-10,1.1033876077074014e-13,2.8639097728641017e-10,2.863909772868015e-10,-3.9130812852586665e-22,1.3663423765407164e-12,1.739527306064266e-11,0.008885658349515917,0.0
7.236109353705672e-05,9.453885893693753e-05,3.0445067128457174e-10,1.2479565207192085e-13,3.0457546693664365e-10,3.0457546693709126e-10,-4.476081089677571e-22,1.4696131420860913e-12,1.9674450115336903e-11,0.009449354257512636,0.0
7.695927614951026e-05,0.00010053872234705845,3.237724873437812e-10,1.411434893336102e-13,3.2391363083311477e-10,3.239136308336223e-10,-5.07527004589567e-22,1.5668590521596711e-12,2.225174109750503e-11,0.010048747008412719,0.0
8.184965008058509e-05,0.00010691885025463697,3.443188980598172e-10,1.5963312272198007e-13,3.4447853118253916e-10,3.4447853118311317e-10,-5.740116463235166e-22,1.6663205232328149e-12,2.516669337116842e-11,0.010686088445593232,0.0
8.705078261520076e-05,0.00011370327587317006,3.661672994163478e-10,1.8054528315421831e-13,3.66347844699502e-10,3.663478447001499e-10,-6.479409135704435e-22,1.7686494487248129e-12,2.846356510024821e-11,0.011363771698068409,0.0
9.258242089560768e-05,0.00012091754247017855,3.8939995033876066e-10,2.0419750568168784e-13,3.8960414784444235e-10,3.896041478451724e-10,-7.300385893663315e-22,1.8737957319090114e-12,3.219241674297503e-11,0.012084339564049302,0.0
9.846556689537109e-05,0.00012858879707658348,4.141042744735882e-10,2.3094895506035756e-13,4.143352234286486e-10,4.1433522342947013e-10,-8.215454446300102e-22,1.9828037737898406e-12,3.640987181913645e-11,0.012850493706686289,0.0
0.0001047225571575,0.00013674588998393927,4.4037318060700866e-10,2.612057084027801e-13,4.4063438631541146e-10,4.406343863163347e-10,-9.23236961185748e-22,2.095244923810711e-12,4.117994973775238e-11,0.01366510441250306,0.0
0.0001113771475999,0.00014541949076577569,4.683054362971895e-10,2.9541226699376904e-13,4.686008485641833e-10,4.686008485652115e-10,-1.0281855014034134e-21,2.19416056234548e-12,4.65727276065511e-11,0.014531222543463106,0.0
