time_s,reference_loading_mol_kg,homogeneous_loading_mol_kg,residual_mol_kg
0.0,0.0,0.0,0.0
5e-05,3.172788458105188e-11,8.443643369054453e-12,2.328424121199743e-11
5.317724787430056e-05,3.5883128922078836e-11,9.549921947113496e-12,2.633320697496534e-11
5.655639382969606e-05,4.0582200042139786e-11,1.0801243158929009e-11,2.978095688321078e-11
6.0150267471166206e-05,4.589619890026865e-11,1.2216624781851049e-11,3.36795741184176e-11
6.397251366039366e-05,5.190550682139976e-11,1.3817578267873072e-11,3.808792855352669e-11
6.803764432121665e-05,5.870099325963739e-11,1.56284357284205e-11,4.3072557531216884e-11
7.236109353705672e-05,6.638538238099011e-11,1.76767197956125e-11,4.870866258537761e-11
7.695927614951026e-05,7.507479451237257e-11,1.9993561982275825e-11,5.508123253009675e-11
8.184965008058509e-05,8.490048781245096e-11,2.261277695057245e-11,6.228771086187851e-11
8.705078261520076e-05,9.601082566429844e-11,2.5574939076314475e-11,7.043588658798396e-11
9.258242089560768e-05,1.0857349824093208e-10,2.892518380585365e-11,7.964831443507843e-11
9.846556689537109e-05,1.2277803057872218e-10,3.271437801816596e-11,9.006365256055622e-11
0.0001047225571575,1.3883861555487998e-10,3.7000057287415874e-11,1.0183855826746411e-10
0.0001113771475999,1.5699731109770423e-10,4.184730024790982e-11,1.1515001084979442e-10
0.0001184546037091,1.7752764935394618e-10,4.7329108390735935e-11,1.3019854096321024e-10
0.0001259817964658,2.0073871108810966e-10,5.35269424511245e-11,1.4721176863698515e-10
0.0001339873043662,2.2697972236750038e-10,6.053620694828204e-11,1.6644351541921833e-10
0.0001425015219259,2.5664524253292514e-10,6.846322179771173e-11,1.881820207352134e-10
0.0001515567750783,2.9018101630224476e-10,7.742824325722828e-11,2.127527730450165e-10
0.0001611874439074,3.2809057548006484e-10,8.756588701463357e-11,2.405246884654313e-10
0.0001714300931778,3.7094268391787475e-10,9.902869700670312e-11,2.7191398691117166e-10
0.0001823236111606,4.1937973282629975e-10,1.1199055799478728e-10,3.0738917483151247e-10
