time_s,reference_loading_mol_kg,homogeneous_loading_mol_kg,residual_mol_kg
0.0,0.0,0.0,0.0
5e-05,3.1007063009982625e-11,1.0438453078297836e-11,2.0568609931684787e-11
5.317724787430056e-05,3.5068177606260965e-11,1.1806437311371153e-11,2.3261740294889813e-11
5.655639382969606e-05,3.966086259688313e-11,1.3353782070683955e-11,2.630708052619917e-11
6.0150267471166206e-05,4.485462819055625e-11,1.5104005228589772e-11,2.975062296196647e-11
6.397251366039366e-05,5.0728061193286105e-11,1.7083241046767684e-11,3.364482014651842e-11
6.803764432121665e-05,5.7370005368544326e-11,1.9321123109156518e-11,3.804888225938781e-11
7.236109353705672e-05,6.488089844979542e-11,2.1852201296535155e-11,4.3028697153260266e-11
7.695927614951026e-05,7.337428063941548e-11,2.4714905742875045e-11,4.8659374896540434e-11
8.184965008058509e-05,8.297849830384162e-11,2.7952704824031867e-11,5.502579347980975e-11
8.705078261520076e-05,9.383862996989164e-11,3.1614765746890875e-11,6.222386422300076e-11
9.258242089560768e-05,1.0611865980023324e-10,3.5756701756045636e-11,7.036195804418761e-11
9.846556689537109e-05,1.20003933833862e-10,4.043983326437322e-11,7.956410056948877e-11
0.0001047225571575,1.3570393144044044e-10,4.573570377684174e-11,8.996822766359871e-11
0.0001113771475999,1.534553971140724e-10,5.1724998208917337e-11,1.0173039890515506e-10
0.0001184546037091,1.7352587342930396e-10,5.849857943792881e-11,1.1502729399137515e-10
0.0001259817964658,1.9621769104518388e-10,6.615907368880342e-11,1.3005861735638046e-10
0.0001339873043662,2.2187247074815927e-10,7.482066110212734e-11,1.470518096460319e-10
0.0001425015219259,2.5087620449833074e-10,8.461518833419223e-11,1.662610161641385e-10
0.0001515567750783,2.8366498854103763e-10,9.569062881284372e-11,1.879743597281939e-10
0.0001611874439074,3.2073149094864656e-10,1.0821471779870391e-10,2.1251677314994264e-10
0.0001714300931778,3.6263224722051046e-10,1.2237673478112592e-10,2.4025551243938454e-10
0.0001823236111606,4.0999588789954257e-10,1.3838985810849917e-10,2.716060297910434e-10
0.0001939093572805,4.635324157402159e-10,1.5649559886690602e-10,3.070368168733099e-10
0.000206231319145,5.240436642270089e-10,1.7696688812021317e-10,3.470767761067957e-10
0.0002193362795524,5.924350855020428e-10,2.0011214635742834e-10,3.9232293914461445e-10
0.0002332739941117,6.697290337046293e-10,2.2627987628299317e-10,4.434491574216362e-10
0.0002480973801501,7.570797297292743e-10,2.558638454912991e-10,5.012158842379752e-10
