time_s,reference_loading_mol_kg,homogeneous_loading_mol_kg,residual_mol_kg
0.0,0.0,0.0,0.0
5e-05,3.1007063009982625e-11,5.043945547370564e-11,-1.9432392463723018e-11
5.317724787430056e-05,3.5068177606260965e-11,5.70514774596816e-11,-2.1983299853420632e-11
5.655639382969606e-05,3.966086259688313e-11,6.451711800466433e-11,-2.4856255407781206e-11
6.0150267471166206e-05,4.485462819055625e-11,7.296026270478321e-11,-2.810563451422696e-11
6.397251366039366e-05,5.0728061193286105e-11,8.250899749985413e-11,-3.178093630656803e-11
6.803764432121665e-05,5.7370005368544326e-11,9.330819811423189e-11,-3.5938192745687564e-11
7.236109353705672e-05,6.488089844979542e-11,1.0552173129369113e-10,-4.064083284389571e-11
7.695927614951026e-05,7.337428063941548e-11,1.1933494466219215e-10,-4.5960664022776674e-11
8.184965008058509e-05,8.297849830384162e-11,1.349574830431424e-10,-5.197898473930078e-11
8.705078261520076e-05,9.383862996989164e-11,1.5262647405215238e-10,-5.878784408226074e-11
9.258242089560768e-05,1.0611865980023324e-10,1.7260773269435562e-10,-6.648907289412238e-11
9.846556689537109e-05,1.20003933833862e-10,1.9518644447697655e-10,-7.518251064311455e-11
0.0001047225571575,1.3570393144044044e-10,2.2071451690561256e-10,-8.501058546517212e-11
0.0001113771475999,1.534553971140724e-10,2.495763565438702e-10,-9.612095942979779e-11
0.0001184546037091,1.7352587342930396e-10,2.8220629974514137e-10,-1.0868042631583742e-10
0.0001259817964658,1.9621769104518388e-10,3.1909506294040765e-10,-1.2287737189522377e-10
0.0001339873043662,2.2187247074815927e-10,3.60797358532284e-10,-1.389248877841247e-10
0.0001425015219259,2.5087620449833074e-10,4.079398209644625e-10,-1.5706361646613178e-10
0.0001515567750783,2.8366498854103763e-10,4.612295744319712e-10,-1.7756458589093355e-10
0.0001611874439074,3.2073149094864656e-10,5.214656787726411e-10,-2.0073418782399458e-10
0.0001714300931778,3.6263224722051046e-10,5.895505450480999e-10,-2.2691829782758942e-10
0.0001823236111606,4.0999588789954257e-10,6.665031977698196e-10,-2.565073098702771e-10
0.0001939093572805,4.635324157402159e-10,7.534721661668403e-10,-2.899397504266244e-10
0.000206231319145,5.240436642270089e-10,8.517535733643224e-10,-3.277099091373135e-10
0.0002193362795524,5.924350855020428e-10,9.628143501179411e-10,-3.703792646158983e-10
0.0002332739941117,6.697290337046293e-10,1.0883079566193266e-09,-4.185789229146973e-10
0.0002480973801501,7.570797297292743e-10,1.2301001048154168e-09,-4.730203750861425e-10
0.0002638627176241,8.557901162453896e-10,1.390295387492375e-09,-5.345052712469855e-10
0.0002806298627977,9.673308368061074e-10,1.5712681997803334e-09,-6.03937362974226e-10
0.0002984624754985,1.0933616007200212e-09,1.7756961986829502e-09,-6.823345979629291e-10
0.0003174282608152,1.2357552258427134e-09,2.0066015530404816e-09,-7.708463271977682e-10
0.0003375992261536,1.3966246878776271e-09,2.267390534766467e-09,-8.707658468888399e-10
0.0003590519546268,1.5783535388294715e-09,2.56190061196957e-09,-9.835470731400985e-10
0.0003818678958189,1.7836301082032674e-09,2.894470448341197e-09,-1.1108403401379298e-09
0.0004061336750239,2.015485934406604e-09,3.269971959811497e-09,-1.2544860254048932e-09
0.000431941422137,2.2773389405135863e-09,3.693895017160934e-09,-1.4165560766473479e-09
0.0004593891214431,2.5730419131262204e-09,4.17242407112636e-09,-1.59938215800014e-09
0.0004885809836348,2.906936924981676e-09,4.71252109667268e-09,-1.8055841716910041e-09
0.0005196278414683,3.2839163682313606e-09,5.322053797441868e-09,-2.0381374292105075e-09
0.000552647570563,3.7094914247490076e-09,6.009835352971195e-09,-2.3003439282221873e-09
0.0005877655369391,4.189868763033273e-09,6.7857855045797035e-09,-2.5959167415464305e-09
0.0006251150729957,4.732036474926711e-09,7.661063870591015e-09,-2.9290273956643036e-09
0.0006648379837331,5.3438602732760955e-09,8.648262813005359e-09,-3.3044025397292634e-09
0.0007070850851445,6.034191087181695e-09,9.761462426620595e-09,-3.7272713394389e-09
0.000752016776819,6.812985381134026e-09,1.1016498867723882e-08,-4.203513486589856e-09
0.0007998036509307,7.691439607483434e-09,1.2431205942496669e-08,-4.739766335013235e-09
0.0008506271399262,8.68214022629058e-09,1.4025548920585982e-08,-5.343408694295402e-09
0.0009046802053693,9.79923110201835e-09,1.5821938722825063e-08,-6.022707620806712e-09
0.0009621680705579,1.1058600180991449e-08,1.7845505939373277e-08,-6.786905758381828e-09
