time_s,cell,z_m,concentration_mol_m3,loading_mol_kg
0.0,0,0.00035830800000000005,0.0,0.0
0.0,1,0.001074924,0.0,0.0
0.0,2,0.0017915400000000003,0.0,0.0
0.0,3,0.0025081560000000005,0.0,0.0
0.0,4,0.0032247720000000003,0.0,0.0
0.0,5,0.0039413880000000005,0.0,0.0
0.0,6,0.004658004,0.0,0.0
0.0,7,0.005374620000000001,0.0,0.0
0.0,8,0.006091236000000001,0.0,0.0
0.0,9,0.006807852000000001,0.0,0.0
0.0,10,0.007524468000000001,0.0,0.0
0.0,11,0.008241084000000001,0.0,0.0
0.0,12,0.0089577,0.0,0.0
0.0,13,0.009674316000000002,0.0,0.0
0.0,14,0.010390932000000002,0.0,0.0
0.0,15,0.011107548000000002,0.0,0.0
0.0,16,0.011824164000000002,0.0,0.0
0.0,17,0.012540780000000001,0.0,0.0
0.0,18,0.013257396000000001,0.0,0.0
0.0,19,0.013974012000000003,0.0,0.0
0.0,20,0.014690628000000002,0.0,0.0
0.0,21,0.015407244000000002,0.0,0.0
0.0,22,0.016123860000000004,0.0,0.0
0.0,23,0.016840476000000004,0.0,0.0
0.0,24,0.017557092000000003,0.0,0.0
0.0,25,0.018273708000000003,0.0,0.0
0.0,26,0.018990324000000003,0.0,0.0
0.0,27,0.019706940000000003,0.0,0.0
0.0,28,0.020423556000000002,0.0,0.0
0.0,29,0.021140172000000002,0.0,0.0
0.0,30,0.021856788000000002,0.0,0.0
0.0,31,0.022573404000000002,0.0,0.0
0.0,32,0.023290020000000005,0.0,0.0
0.0,33,0.024006636000000005,0.0,0.0
0.0,34,0.024723252000000005,0.0,0.0
0.0,35,0.025439868000000004,0.0,0.0
0.0,36,0.026156484000000004,0.0,0.0
0.0,37,0.026873100000000004,0.0,0.0
0.0,38,0.027589716000000004,0.0,0.0
0.0,39,0.028306332000000003,0.0,0.0
0.0,40,0.029022948000000003,0.0,0.0
0.0,41,0.029739564000000003,0.0,0.0
0.0,42,0.030456180000000003,0.0,0.0
0.0,43,0.031172796000000006,0.0,0.0
0.0,44,0.031889412000000006,0.0,0.0
0.0,45,0.032606028,0.0,0.0
0.0,46,0.033322644000000005,0.0,0.0
0.0,47,0.03403926,0.0,0.0
0.0,48,0.034755876000000005,0.0,0.0
0.0,49,0.03547249200000001,0.0,0.0
5e-05,0,0.00035830800000000005,0.01755911210158893,2.5217976052608383e-09
5e-05,1,0.001074924,1.2997696095295699e-06,1.7515635876478073e-13
5e-05,2,0.0017915400000000003,9.009134436759913e-11,1.2064850014376287e-17
5e-05,3,0.0025081560000000005,6.205536878535465e-15,8.293387549016198e-22
5e-05,4,0.0032247720000000003,4.2656920556393195e-19,5.697387588858063e-26
5e-05,5,0.0039413880000000005,2.930443336639509e-23,3.913461129955055e-30
5e-05,6,0.004658004,2.0128832774131876e-27,2.6880399973458512e-34
5e-05,7,0.005374620000000001,1.3825896280405802e-31,1.846327543037358e-38
5e-05,8,0.006091236000000001,9.496559999351676e-36,1.2681818234359159e-42
5e-05,9,0.006807852000000001,6.522875544016002e-40,8.710724257049636e-47
5e-05,10,0.007524468000000001,4.480348888242924e-44,5.983110220972497e-51
5e-05,11,0.008241084000000001,3.077404408145341e-48,4.109601775084646e-55
5e-05,12,0.0089577,2.113767948656076e-52,2.8227503962409438e-59
5e-05,13,0.009674316000000002,1.451877734432674e-56,1.9388544767588143e-63
5e-05,14,0.010390932000000002,9.972470994459683e-61,1.331735419130488e-67
5e-05,15,0.011107548000000002,6.849762578249168e-65,9.147252915705921e-72
5e-05,16,0.011824164000000002,4.704876795774682e-69,6.282947400957371e-76
5e-05,17,0.012540780000000001,3.2316252440206954e-73,4.315550079020677e-80
5e-05,18,0.013257396000000001,2.219697171915471e-77,2.9642095176059444e-84
5e-05,19,0.013974012000000003,1.5246370364651054e-81,2.0360180981284286e-88
5e-05,20,0.014690628000000002,1.04722307275599e-85,1.3984739173412163e-92
