time_s,mean_gas_concentration_mol_m3,gas_inventory_mol,adsorbed_inventory_mol,total_inventory_mol,cumulative_reservoir_input_mol,mass_balance_residual_mol,relative_mass_balance_error,mean_loading_mol_kg,inlet_cell_concentration_mol_m3,top_cell_concentration_mol_m3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5e-05,0.00012003953120946551,3.8910186797753605e-10,1.0936292791651103e-13,3.8921123090545257e-10,3.892112309063993e-10,-9.467082110669402e-22,2.4323763958769535e-12,1.7248532491275304e-11,0.02397168717458467,0.0
5.317724787430056e-05,0.00012764908054052084,4.137678245115896e-10,1.236768958432692e-13,4.1389150140743284e-10,4.1389150140844996e-10,-1.0171219607105167e-21,2.457460366422859e-12,1.950610684089626e-11,0.02548885699604769,0.0
5.655639382969606e-05,0.00013573977793857072,4.399933973633266e-10,1.3986253739827476e-13,4.4013325990072484e-10,4.4013325990179997e-10,-1.0751280011657977e-21,2.4427329154939896e-12,2.205887832911736e-11,0.02710163673802965,0.0
6.0150267471166206e-05,0.00014434188467183398,4.678766768524334e-10,1.581641466058126e-13,4.680348409990392e-10,4.680348410001579e-10,-1.1186583809014008e-21,2.3901177495908334e-12,2.4945376588379678e-11,0.028815997793112325,0.0
6.397251366039366e-05,0.00015348754437883008,4.975218549035657e-10,1.7885770554448478e-13,4.977007126091102e-10,4.977007126102625e-10,-1.1523659908629367e-21,2.3153794271645473e-12,2.8209129036433144e-11,0.030638277542702336,0.0
6.803764432121665e-05,0.00016321089697357002,5.29039594264074e-10,2.0225524451662757e-13,5.292418495085906e-10,5.292418495097629e-10,-1.1723217231407785e-21,2.2150964142890455e-12,3.189934855474174e-11,0.0325752006987056,0.0
7.236109353705672e-05,0.0001735481997472022,5.625474210486596e-10,2.2870937954910324e-13,5.627761304282088e-10,5.627761304293832e-10,-1.174389674672161e-21,2.086779469086816e-12,3.607164913528748e-11,0.03463390202273872,0.0
7.695927614951026e-05,0.00018453795517910904,5.98170139032367e-10,2.586185672232145e-13,5.984287575995902e-10,5.984287576007425e-10,-1.1522625932863676e-21,1.92547998178779e-12,4.07888746632872e-11,0.03682195015143225,0.0
8.184965008058509e-05,0.00019622104600386392,6.360402674630658e-10,2.9243303493533553e-13,6.363327004980011e-10,6.363327004991003e-10,-1.0991162389298355e-21,1.7272666296541986e-12,4.612203422767779e-11,0.039147372649934266,0.0
8.705078261520076e-05,0.00020864087799690747,6.762985038937605e-10,3.306615176084504e-13,6.76629165411369e-10,6.766291654124324e-10,-1.0634440750134862e-21,1.5716793324527693e-12,5.2151364623648527e-11,0.04161868238141072,0.0
9.258242089560768e-05,0.00022184353039115146,7.190942117501515e-10,3.7387871627756365e-13,7.194680904664291e-10,7.194680904674627e-10,-1.033562175385008e-21,1.436564302265953e-12,5.89675067078763e-11,0.044244905049145175,0.0
9.846556689537109e-05,0.00023587791497236044,7.645859360300023e-10,4.2273386240572955e-13,7.650086698924081e-10,7.650086698934091e-10,-1.0009919387657326e-21,1.308471365305185e-12,6.667285614768816e-11,0.04703560822816602,0.0
0.0001047225571575,0.0002507959437836968,8.129419469086583e-10,4.7796033063429e-13,8.134199072392926e-10,8.134199072402622e-10,-9.695590754887176e-22,1.191953954972897e-12,7.538307952746008e-11,0.050000931739297295,0.0
0.0001113771475999,0.00026665270587231446,8.643408126538953e-10,5.403864586837775e-13,8.64881199112579e-10,8.64881199113524e-10,-9.44950452265265e-22,1.0925783254784697e-12,8.522882084473818e-11,0.053151619418533684,0.0
0.0001184546037091,0.0002835066530546588,9.189720017744323e-10,6.109482755204161e-13,9.195829500499527e-10,9.195829500508555e-10,-9.028676386016297e-22,9.818229432719458e-13,9.635770897472055e-11,0.05649905215844534,0.0
0.0001259817964658,0.0003014197970199236,9.770365219204877e-10,6.907021275162506e-13,9.77727224048004e-10,9.777272240488635e-10,-8.594406564425958e-22,8.790188462622207e-13,1.0893634904647039e-10,0.06005528296802663,0.0
0.0001339873043662,0.0003204579148541048,1.0387475860792606e-09,7.808410512397194e-13,1.0395284271305004e-09,1.0395284271313193e-09,-8.189088064274974e-22,7.87769516498319e-13,1.231529047312246e-10,0.06383307282549062,0.0
0.0001425015219259,0.0003406907659300306,1.10433131561263e-09,8.827122028593342e-13,1.1052140278154893e-09,1.10521402781627e-09,-7.806517030969199e-22,7.063353191773773e-13,1.3921984717790058e-10,0.06784592829289332,0.0
0.0001515567750783,0.0003621923192344363,1.1740274771259892e-09,9.97836982559417e-13,1.1750253141085486e-09,1.1750253141092766e-09,-7.279189390466644e-22,6.194921337490168e-13,1.573771290012596e-10,0.07210814039968487,0.0
0.0001611874439074,0.00038504099380837626,1.2480902618432774e-09,1.1279321095947654e-12,1.2492181939528721e-09,1.2492181939535316e-09,-6.594697433579013e-22,5.279059707502405e-13,1.778955082032032e-10,0.07663482566224526,0.0
0.0001714300931778,0.00040931990848784767,1.326789095128163e-09,1.2749354722692737e-12,1.3280640306004324e-09,1.3280640306010195e-09,-5.870914397595114e-22,4.420656129763723e-13,2.010806251868458e-10,0.0814419676267829,0.0
0.0001823236111606,0.0004351171449539086,1.4104094891472544e-09,1.4410339553393336e-12,1.4118505231025937e-09,1.4118505231031795e-09,-5.8585066884068185e-22,4.1495233330580226e-13,2.272773916466155e-10,0.0865464602976267,0.0
0.0001939093572805,0.0004625260218738414,1.4992539314843573e-09,1.628695584083106e-12,1.5008826270684405e-09,1.5008826270690565e-09,-6.160427611988674e-22,4.1045365579444666e-13,2.5687506027545545e-10,0.09196615243137991,0.0
0.000206231319145,0.0004916453826807173,1.5936428179628961e-09,1.840704797790979e-12,1.595483522760687e-09,1.595483522761371e-09,-6.838715714282156e-22,4.286296672275312e-13,2.903127880389409e-10,0.09771989348937739,0.0
0.0002193362795524,0.0005225798951576393,1.693915423732583e-09,2.0802026995611854e-12,1.695995626432144e-09,1.6959956264329396e-09,-7.955409541228744e-22,4.690701684155141e-13,3.280859843036688e-10,0.10382758035989981,0.0
0.0002332739941117,0.000555440365051697,1.8004309198326646e-09,2.3507314746979148e-12,1.8027816513073624e-09,1.8027816513083507e-09,-9.882740368477298e-22,5.481939735355636e-13,3.7075331643044795e-10,0.11031020550824373,0.0
0.0002480973801501,0.0005903440594853378,1.9135694215129828e-09,2.6562861953727064e-12,1.9162257077083555e-09,1.9162257077096327e-09,-1.2771668657818747e-21,6.6650126894937e-13,4.189448803162024e-10,0.11718990472889439,0.0
0.0002638627176241,0.0006274150455130674,2.0337330856478302e-09,3.0013714111601283e-12,2.0367344570589902e-09,2.0367344570606657e-09,-1.6754543307261576e-21,8.226179534194687e-13,4.733711257557181e-10,0.12449000634542372,0.0
0.0002806298627977,0.0006667845413084231,2.1613472490901705e-09,3.3910647085401573e-12,2.1647383137987106e-09,2.164738313800902e-09,-2.191615032959247e-21,1.0124156896872925e-12,5.348328809368067e-10,0.13223508067899387,0.0
0.0002984624754985,0.0007085912798445721,2.2968616075232974e-09,3.831087992568137e-12,2.3006926955158654e-09,2.3006926955186364e-09,-2.7710550520526427e-21,1.2044437996652892e-12,6.042325948624285e-10,0.1404509895146339,0.0
0.0003174282608152,0.0007529818811045716,2.4407514219609412e-09,4.327889796135552e-12,2.445079311757077e-09,2.445079311760481e-09,-3.4042618109619854e-21,1.3922909553845448e-12,6.825873190254327e-10,0.14916493382894783,0.0
0.0003375992261536,0.0008001112405794039,2.5935187780433517e-09,4.888734198444553e-12,2.598407512241796e-09,2.598407512245835e-09,-4.0387093407901576e-21,1.5543017489583273e-12,7.710427314770976e-10,0.1584055025149421,0.0
0.0003590519546268,0.0008501429261246941,2.7556938724276098e-09,5.521802239664276e-12,2.761215674667274e-09,2.7612156746718884e-09,-4.614427047127065e-21,1.6711577764295398e-12,8.70889131771926e-10,0.16820271884707128,0.0
