pore_id,x_m,y_m,z_m,volume_m3,inscribed_radius_m,component,inlet,outlet,wall,sobol_void_samples
0,0.005601404413343531,-0.003363068513939132,0.032871025024112384,8.309878667604987e-10,0.0003746197123188584,0,0,0,0,122
1,-0.007226265155154817,0.0005775917719725025,0.029227322866283767,1.3397559484505998e-09,0.00040168973015385393,0,0,0,0,197
2,0.005484439642520954,-0.003529230902571282,0.03290107656637804,7.902864202252905e-10,0.00034993831291304253,0,0,0,0,116
3,-0.0035587933801814447,0.004562030043339443,0.02193321328243389,5.7660382591544804e-11,0.0005583825181815627,0,0,0,0,8
4,0.0002647953407837513,0.0066044562747113525,0.02015439793003069,5.935627619717847e-10,0.00038999168257434515,0,0,0,0,87
5,0.0002855160745101122,0.006613179667673923,0.02015759406520518,1.034495099436539e-09,0.00038766270328881335,0,0,0,0,152
6,0.0009428357612690243,0.006634480028729233,0.021237820281928766,5.935627619717847e-10,0.0002976483355092719,0,0,0,0,87
7,-0.005471261851557709,0.004609421590903115,0.02273694294708026,1.1294651413520247e-09,0.0006088055556135854,0,0,0,0,166
8,1.6631236572847504e-05,-0.006991141590828626,0.033209241853214125,1.3194052251829957e-09,0.0005272412235025943,0,0,0,0,194
9,0.0032366780081805884,0.00702520679592728,0.028490404168451035,1.3465395228731346e-09,0.0006832971974813146,0,0,0,0,198
10,-0.0031315957682037454,0.0062462633357482636,0.021384475259515815,5.189434433239032e-10,0.0004404672748035866,0,0,0,0,76
11,-0.003236302928792031,0.00533643890130052,0.02123322806326895,3.832719548732096e-10,0.0004516393203037155,0,0,0,0,56
12,-0.003411340995631409,0.006097726492680317,0.03154208170130245,9.123907598309148e-10,0.0003088553443227662,0,0,0,1,134
13,-0.006351022478354628,0.002423985572559928,0.02307510862456007,1.1158979925069553e-09,0.00027887178160684596,0,0,0,0,164
14,0.0010504687829016562,0.0044195997894439865,0.02066327009956686,1.5941399892956506e-10,0.0005065808707284495,0,0,0,0,23
15,0.0011130954510984233,0.004121755092538164,0.020870589238850604,3.0865263622532804e-10,0.000421679743530879,0,0,0,0,45
16,0.0011563513075383437,0.0035591004930362845,0.020683251447467865,4.0362267814081365e-10,0.00030128017374939553,0,0,0,0,59
17,-7.70443995564416e-05,0.007437270423182958,0.023675903582410722,8.784728877182414e-10,0.0005233392170275983,0,0,0,0,129
18,0.00021773540265553442,0.006077456160368357,0.019676177882677965,1.9333187104223847e-10,0.000450182074286771,0,0,0,0,28
19,0.0004801344606208392,0.007422638472593434,0.022313442037882065,9.395250575210535e-10,0.000474420852943349,0,0,0,0,138
20,0.00017083670441176872,0.00684499772449365,0.02302771251236014,4.3754055025348706e-10,0.00027094042285745175,0,0,0,0,64
21,0.0008892736590428785,0.006579844406828908,0.021352515733170128,2.2046616873237718e-10,0.0002977856289273008,0,0,0,0,32
22,0.0006345189064661179,0.007402429339861647,0.02223129309646035,1.0751965459717472e-09,0.00046553480182536997,0,0,0,0,158
23,0.0016175115347574758,0.00619691812007734,0.028761499056828718,3.425705083380015e-10,0.00034897561772004326,0,0,0,0,50
24,0.0025082992630446675,0.0030599113791201977,0.02112635126100793,3.561376571830708e-10,0.000366117147896499,0,0,0,0,52
25,-0.0008891654267183545,0.0009467423025175464,0.028217755187206938,2.8830191295772403e-10,0.00048330208685667833,0,0,0,0,42
26,-0.0016661983064438345,0.0016746801831284655,0.027514244647795564,3.764883804506749e-10,0.0003020475399683971,0,0,0,0,55
27,-0.0035519258590069355,0.004554785602419613,0.021943769031836726,3.0526084901406073e-11,0.0005565512381270431,0,0,0,0,4
28,-0.003154097670642947,0.0044457446398100745,0.022222037207043164,3.2221978507039744e-10,0.0004074865575246382,0,0,0,0,47
29,-0.0035815695636690847,0.004582240148045321,0.0219454408406908,3.3917872112673414e-12,0.0005527292365880291,0,0,0,0,0
30,-0.0026684431969851022,0.005162316325352115,0.023546687499299196,2.0689901988730784e-10,0.0004532474940437105,0,0,0,0,30
31,-0.0008086622197872032,0.0009328971802066358,0.02824014665151165,3.0526084901406073e-11,0.0005068257200760631,0,0,0,0,4
32,0.004591387426531334,0.004734353584137616,0.03476066545232668,1.97741194416886e-09,0.000275357829257199,0,0,0,0,291
33,0.004059695263600857,0.004775995711888115,0.03357203377004044,1.0175361633802025e-11,0.0005392152321102938,0,0,0,0,1
34,0.005311430002289913,0.003890393003144292,0.03452820648935244,1.4482931392111548e-09,0.00029225697070658213,0,0,0,0,213
35,-0.004835931803860112,0.005204797219885604,0.01958924869269223,3.629212316056055e-10,0.0007049396401782865,0,0,0,0,53
36,-0.0032912346767756248,0.0050014953808138135,0.020720162427109837,1.7976472219716908e-10,0.0004415102333785939,0,0,0,0,26
37,-0.003253953362736406,0.005031433106991776,0.020706704521478016,2.543840408450506e-10,0.0004339233019667396,0,0,0,0,37
38,-0.006381879837066488,-0.0014681359260095234,0.004315423743352951,5.935627619717847e-10,0.0005842039056395146,0,0,0,0,87
39,-0.004954413625385166,0.005251011323967908,0.019601502475438893,2.018113390704068e-09,0.0007485527569830287,0,0,0,0,297
40,-0.004860914990460251,0.005142939156828263,0.019556869590297885,1.0175361633802025e-11,0.0007161658676305089,0,0,0,0,1
41,0.005612934607365549,-0.0029509747472692546,0.032151868032928264,2.543840408450506e-10,0.0003712308051080608,0,0,0,0,37
42,0.005780890883252155,-0.0029122474223661895,0.03192738953729326,5.799956131267154e-10,0.00036405725834588525,0,0,0,0,85
43,0.005667078222560805,-0.005303471171411668,0.017363779321879172,1.97741194416886e-09,0.00061884508430826,0,0,0,0,291
44,-0.0024368878110249425,-0.006210058298690813,0.035023467178316454,8.920400365633108e-10,0.0007415092076652714,0,0,0,0,131
45,-0.0033019438297327624,0.006403867864907188,0.021524212143319236,1.1701665878872327e-09,0.0004907226540579675,0,0,0,0,172
46,-0.004979036104576999,0.0047637399017231115,0.021961237401259555,1.6518003718871952e-09,0.00039475973358422164,0,0,0,0,243
47,-0.005285062341752564,0.004864686099286819,0.022568675061531554,9.93793652901331e-10,0.0006389241365349372,0,0,0,0,146
48,-0.0033795869926084234,0.0052260645752292365,0.021293537276110455,7.801110585914885e-11,0.0004851590107187556,0,0,0,0,11
49,-0.0033901753292223747,0.005212692379289324,0.021288436992985386,2.2046616873237718e-10,0.00048584253889743894,0,0,0,0,32
50,-0.003417191571014028,0.0051175765785525275,0.021394669794200245,3.629212316056055e-10,0.00045691468816448416,0,0,0,0,53
51,-0.0036140270619329615,0.004620318991838178,0.021956566110457352,1.1192897797182227e-10,0.0005412631803480258,0,0,0,0,16
52,-0.0036394548557627166,0.004615957936655971,0.02196427359121404,4.104062525633483e-10,0.000531638246309494,0,0,0,0,60
53,-0.004824728352864052,0.00483074053507098,0.02272213031387721,4.17189826985883e-10,0.00048766398986801486,0,0,0,0,61
54,-0.004622494232330468,-0.004709406105082631,0.0013943789174840637,2.262322069915317e-09,0.0003437825571653792,0,1,0,1,333
55,-0.004792653732532123,-0.003997735967316001,0.0020163339018515252,1.729811477746344e-10,0.0005880150244684889,0,0,0,0,25
56,-0.004930677350995188,-0.0040567057108470295,0.001896970795591377,8.174207179154292e-10,0.0005673159711472162,0,0,0,0,120
57,-0.005030893203290198,-0.003844523552766344,0.0018573635488788344,4.714584223661604e-10,0.0005837229573917305,0,1,0,1,69
58,0.006610693417057486,0.0012417963335916407,0.001153346938051098,2.3098070908730597e-09,0.00025889953185263316,0,1,0,1,340
59,-0.006414480730731097,-0.0020213063460999305,0.007835773231478004,7.15667101577409e-10,0.0003480396200678204,0,0,0,0,105
60,0.0007944153356508952,-0.007330238492959464,0.0011790734398454193,2.7032544073800714e-09,0.0004723256399744993,0,1,0,1,398
61,0.004486359378618408,0.004821423558788004,0.02022200810161065,3.9683910371827893e-10,0.0003549539502120069,0,0,0,0,58
62,0.0039827345212516095,0.004577262495164029,0.02149661855258536,3.697048060281402e-10,0.0003847679987831965,0,0,0,0,54
63,0.0032462777783493,0.003494313712582805,0.020635410721653646,3.493540827605362e-10,0.00037848591439433295,0,0,0,0,51
64,0.0032638642301167898,0.003909964809117468,0.020580650902588513,3.0865263622532804e-10,0.000337631021120949,0,0,0,0,45
65,6.065015993155843e-05,-0.006802446283778497,0.032796254775873356,5.935627619717847e-10,0.0003979774996877304,0,0,0,0,87
66,-0.0024216709042838565,-0.006124917914175277,0.03473385501367979,3.9683910371827893e-10,0.0006899464913467784,0,0,0,0,58
67,-0.0025886447984586453,-0.006376784153576995,0.03512205499142747,3.849678484788432e-09,0.0008149493757968303,0,0,1,1,567
68,0.000936806288011529,-0.006147981288787474,0.032377237718489646,2.6795118969011996e-10,0.00022299664692580626,0,0,0,0,39
69,0.0033625444061967887,0.0070283583007059915,0.028339340451942908,8.174207179154292e-10,0.0007545852378083145,0,0,0,0,120
70,0.0038852465325669733,0.006258948799005509,0.02806124357615229,9.191743342534496e-10,0.0006728840920382449,0,0,0,0,135
71,0.0008528642537088718,0.006489740800009466,0.0280130942744941,4.850255712112299e-10,0.00031542524888165805,0,0,0,0,71
72,0.0013846975473787544,0.0063176783680024585,0.02881425757605812,6.003463363943194e-10,0.00038769582225696507,0,0,0,0,88
73,-0.0014607095297203105,0.006260114374782684,0.021057483146559152,4.3075697583095234e-10,0.00031591086323997525,0,0,0,0,63
74,-0.00206713471248979,0.005800940799362425,0.021572090078022528,2.6795118969011996e-10,0.00029122999148434986,0,0,0,0,39
