effective_diffusivity_m2_s,normalized_rmse
1.6336495955869183e-07,0.4230108548725823
9.181895579395011e-07,0.058506421519291696
2.6688110011613023e-06,0.3780893408335063
6.899864009120574e-07,0.1415430791413107
1.1105507675158969e-06,0.009464935709878535
1.5523269815067628e-06,0.12918193634166092
1.1272380103053783e-06,0.012676852926155372
1.067837667872906e-06,0.012267847469931478
1.0940377828871915e-06,0.008429624269583734
1.0957187056727472e-06,0.008399504951647565
1.097402211069356e-06,0.00840184399098279
