pore_id,x_m,y_m,z_m,volume_m3,inscribed_radius_m,component,inlet,outlet,wall,sobol_void_samples
0,-0.0021425564010014533,0.006520052562074256,0.006181588518800565,7.747637474880146e-10,0.00039075114334626373,0,0,0,0,453
1,0.0005313300567425273,-0.007032717449652952,0.02959678286713925,1.4444603054048871e-09,0.00033350225262897065,0,0,0,0,845
2,0.0010295213014285328,-0.006507956820601202,0.02889112523550333,1.2548268413008748e-09,0.0004915398525805252,0,0,0,0,734
3,0.006293910940612318,-0.002197446800033582,0.0017743977064829256,1.0617765580238171e-09,0.0003201277608903267,0,0,0,0,621
4,-0.0022500400999860633,0.006606060399956919,0.005786467653259059,1.1950325057725826e-09,0.0003474031863963627,0,0,0,0,699
5,-0.0061768967958962875,0.00010265279435286654,0.02852818998140858,2.400315469064301e-10,0.00025710046670710657,0,0,0,0,140
6,0.005615973505634311,0.0014550717157995618,0.024073228055155334,8.627468411939302e-11,0.0005032179051792388,0,0,0,0,50
7,0.006882795132057756,-0.0009085102584347175,0.024085738305116015,1.8818131595546813e-09,0.00041694263376651334,0,0,0,0,1101
8,0.005276783346492585,-0.005624390938236981,0.01056043886843214,1.2240754687434674e-09,0.0008043082993062532,0,0,0,0,716
9,-0.0019135548334249617,0.0072650101517982655,0.008527786727719455,1.0190663183607512e-09,0.0005634205584160865,0,0,0,0,596
10,-0.006508533717146846,0.0002740439187312207,0.0011752747965284409,2.4746312860780355e-09,0.0002846961029630341,0,0,0,0,1448
11,-0.005870640916595202,0.0005104767921072128,0.0004427523646241177,8.072235296319446e-10,0.0006086007569242828,0,0,0,0,472
12,-0.005817558652546532,0.00046080311741988753,0.0004611639618814804,9.900233553898666e-10,0.0005820719483079242,0,0,0,0,579
13,0.003359780123027504,0.0029630685455187323,0.007315077536763665,4.5870797398132727e-10,0.0004927809771852072,0,0,0,0,268
14,0.0010035267631816162,2.9614421475967947e-06,0.0074535129683341765,1.699867538590021e-10,0.0003715271320477426,0,0,0,0,99
15,0.006508873875649068,0.002870338038863076,0.005719422284468136,8.362664926028294e-10,0.00038462414296252395,0,0,0,0,489
16,0.0034907131601094607,0.003453219881880717,0.007381574951489098,3.6730806110236634e-11,0.0005073712935862786,0,0,0,0,21
17,0.002840580797463487,0.004106752051515587,0.00765728705038793,2.314894989738169e-10,0.00038697680762814115,0,0,0,0,135
18,0.003332171828879845,0.0036095729608717564,0.007481358583467058,3.5107817003040127e-10,0.0004298088562476955,0,0,0,0,205
19,0.002979852288390391,0.004096540076699032,0.007742892654967665,2.844501961560186e-10,0.0003834536158996289,0,0,0,0,166
20,0.0014189219587171752,0.006166356970964842,0.00859175359093669,4.2112296307782935e-10,0.00045094528024773324,0,0,0,0,246
21,0.002127668427072899,0.004680776910943143,0.00718086256867011,2.2294745104120375e-10,0.000448662349637424,0,0,0,0,130
22,0.002382136248773333,0.004164451625513175,0.007718712293670979,3.544949892034466e-10,0.0003674560335185094,0,0,0,0,207
23,0.0010323374407070387,0.0069025828742180955,0.010508838529801256,8.499337692950105e-10,0.00031806457521959413,0,0,0,0,497
24,0.0012966623744740749,0.006128578959886664,0.008619304601506079,3.0324270160776755e-10,0.000462146660166747,0,0,0,0,177
25,-5.958272954289005e-05,0.00617740716741977,0.009957758180456145,2.195306318681585e-10,0.0002616327521035338,0,0,0,0,128
26,-0.00011504229182073063,0.00563643509214063,0.009798406515693138,2.2294745104120375e-10,0.00032738899708053724,0,0,0,0,130
27,-0.0007955510983351957,0.005898635704942415,0.009591019919601618,2.3319790856033953e-10,0.00038151809647483405,0,0,0,0,136
28,0.0005700746292629374,0.006566194067478696,0.009739227797153869,2.7761655780992807e-10,0.00019343100557083208,0,0,0,0,162
29,-1.274368327670913e-05,0.007859975621575643,0.008824398472992281,7.645132899688788e-10,0.0007587662164744777,0,0,0,0,447
30,0.00023236465921550403,0.007720041597498903,0.008936100373004158,1.3453725493865743e-09,0.0006214936059460184,0,0,0,0,787
31,-0.0006300998772914168,0.0063815112387648806,0.00977991049898319,3.7328749465519557e-10,0.0003240880225023557,0,0,0,0,218
32,-0.0008436984607669451,0.006098910091958658,0.009622380399114366,1.3411015254202677e-10,0.0003844739114413465,0,0,0,0,78
33,-0.0005463318114558351,0.007538923314555845,0.009003901576855673,1.174531590734311e-09,0.0005862816535615317,0,0,0,0,687
34,-0.0008788777853759337,0.00697251131287175,0.00885986041286231,6.79092810642747e-10,0.000370511550562667,0,0,0,0,397
35,-0.0020255037180501017,0.007208255946179752,0.008568751331494462,8.960608281311216e-10,0.0005514335398442632,0,0,0,0,524
36,0.0010859550753978082,0.0013656698446781,0.004078167127489391,2.092801743490227e-10,0.0003424451684372545,0,0,0,0,122
37,0.0007487042596316156,0.0018756721182065135,0.0049258161712788465,2.3319790856033953e-10,0.00025423881119209445,0,0,0,0,136
38,6.142632031417229e-05,0.004956231671213456,0.010436402341086443,3.5620339878996925e-10,0.00038655061857366814,0,0,0,0,208
39,0.0010629685304674517,0.0012899316649998256,0.004042134805246345,2.1782222228163585e-10,0.0003473285974493005,0,0,0,0,127
40,0.006046750418478341,-0.00313192948891207,0.0006881125026637912,2.8470645759399697e-09,0.0004335833068503007,0,1,0,1,1666
41,0.005810402822499557,-0.0025551274934273237,0.0011931031039099011,3.2203520705951656e-10,0.0003633875940785826,0,0,0,0,188
42,-0.001776335346763689,0.006407705677076074,0.005185851755645206,3.305772549921297e-10,0.00022878847386995397,0,0,0,0,193
43,-0.0008795007706700539,0.007372558580363837,0.004553486450895393,1.664845142066307e-09,0.00043122289583141283,0,0,0,0,974
44,-0.006633228621766895,0.0009092208675601385,0.0017523610788377497,1.0617765580238171e-09,0.00027747425399316254,0,0,0,0,621
45,-0.0014954783301215817,0.004486492089892194,0.002610200373287161,1.8365403055118316e-10,0.00023771179280653498,0,0,0,0,107
46,-0.0030504867487449027,0.00579808753580324,0.005221842256854853,6.995937256810187e-10,0.00031189758881817445,0,0,0,0,409
47,-0.00026895932529502365,0.006160910572437154,0.0029021230732988175,3.66453856309105e-10,0.00037653879700831454,0,0,0,0,214
48,-0.0009553918639456279,0.006657187301693915,0.0010947272416073123,1.8715627020355456e-09,0.0001937340284008381,0,0,0,0,1095
49,-0.00021852699927596092,0.006349286992276145,0.0014121125928815016,2.4857359483904326e-10,0.0002479120236705221,0,0,0,0,145
