pore_id,particle_index,particle_id
0,69,70
0,244,245
0,353,354
0,527,528
1,1381,1382
1,1482,1483
1,1576,1577
1,1680,1681
2,1381,1382
2,1421,1422
2,1482,1483
2,1680,1681
3,94,95
3,126,127
3,188,189
3,284,285
4,56,57
4,69,70
4,244,245
4,353,354
5,1330,1331
5,1435,1436
5,1608,1609
5,1620,1621
6,1116,1117
6,1196,1197
6,1282,1283
6,1364,1365
7,1160,1161
7,1202,1203
7,1219,1220
7,1325,1326
8,439,440
8,449,450
8,589,590
8,606,607
9,297,298
9,426,427
9,440,441
9,527,528
10,42,43
10,97,98
10,129,130
10,136,137
11,42,43
11,123,124
11,129,130
11,136,137
12,123,124
12,129,130
12,136,137
12,152,153
13,226,227
13,298,299
13,350,351
13,588,589
14,228,229
14,276,277
14,406,407
14,443,444
15,192,193
15,296,297
15,383,384
15,613,614
16,273,274
16,298,299
16,350,351
16,596,597
17,226,227
17,273,274
17,298,299
17,421,422
18,226,227
18,273,274
18,298,299
18,596,597
19,226,227
19,273,274
19,421,422
19,596,597
20,390,391
20,542,543
20,560,561
20,614,615
21,298,299
21,346,347
21,421,422
21,560,561
22,226,227
22,298,299
22,346,347
22,421,422
23,390,391
23,463,464
23,679,680
23,728,729
24,390,391
24,560,561
24,583,584
24,614,615
25,463,464
25,581,582
25,583,584
25,679,680
26,441,442
26,463,464
26,581,582
26,583,584
27,297,298
27,441,442
27,581,582
27,583,584
28,390,391
28,463,464
28,583,584
28,679,680
29,440,441
29,583,584
29,614,615
29,679,680
30,390,391
30,583,584
30,614,615
30,679,680
31,426,427
31,581,582
31,583,584
31,679,680
32,297,298
32,426,427
32,581,582
32,583,584
33,426,427
33,440,441
33,583,584
33,679,680
34,297,298
34,426,427
34,440,441
34,583,584
35,256,257
35,297,298
35,426,427
35,527,528
36,78,79
36,175,176
36,222,223
36,360,361
37,78,79
37,222,223
37,352,353
37,360,361
38,441,442
38,463,464
38,498,499
38,581,582
39,78,79
39,175,176
39,360,361
39,407,408
40,94,95
40,125,126
40,126,127
40,167,168
41,94,95
41,126,127
41,167,168
41,188,189
42,56,57
42,153,154
42,244,245
42,353,354
43,44,45
43,153,154
43,244,245
43,266,267
44,42,43
44,97,98
44,99,100
44,129,130
45,141,142
45,145,146
45,210,211
45,313,314
46,56,57
46,69,70
46,106,107
46,353,354
47,77,78
47,141,142
47,202,203
47,266,267
48,24,25
48,202,203
48,206,207
48,217,218
49,24,25
49,77,78
49,202,203
49,206,207
50,77,78
50,141,142
50,202,203
50,210,211
51,77,78
51,202,203
51,206,207
51,210,211
52,1548,1549
52,1561,1562
52,1565,1566
52,1619,1620
53,1324,1325
53,1330,1331
53,1435,1436
53,1608,1609
54,1324,1325
54,1330,1331
54,1435,1436
54,1565,1566
55,1675,1676
55,1700,1701
55,1742,1743
55,1804,1805
56,1752,1753
56,1804,1805
56,1807,1808
56,1831,1832
57,1700,1701
57,1742,1743
57,1752,1753
