power_coefficient_SI,power_exponent
49288133.214197166,2.6084006642081174
81217.62740110538,2.082525547494823
10536.896148392583,1.912912643827386
337180921.8800519,2.7666900075678638
26935699.415370826,2.558858914718169
11148637.116379067,2.4863156808123006
59824.50088157635,2.0581087599605303
11505738.570289288,2.489096891110714
1075969.3285349247,2.295815145602006
979857.6301974315,2.2861682260862013
11015859.120952617,2.4855513508283074
550571.7969270936,2.240259504775903
7146224.970213086,2.450886697805522
15018915.895186067,2.512139214162266
150026121.98074275,2.6983868721129407
34219935.61913684,2.580772092162508
2390209.0085117444,2.3605287448503596
1329477.0479327075,2.3143355768712803
255708045.27873477,2.742689421876128
3628502.601615697,2.3929707849993482
3030205.2298376276,2.380392177514135
755204.6853139146,2.2677409418091634
2185198.389123731,2.3501160199638185
83778964.6250101,2.6512980663471075
22215071.740037464,2.544052306606678
13429921.560692292,2.4986307393849843
448398.08644866233,2.2234433131380174
29472464.580950327,2.566659038687137
509532802.8811177,2.801134532220128
43652811.332090914,2.59947412142197
530508.2805848867,2.235426503258432
61077268.500366114,2.6263186190154117
21717420.100553747,2.5412187185008666
51149730.275962345,2.6116235332531113
712620.4404728352,2.2604311680114297
3099534.791908988,2.3835524879774797
50469738.41195406,2.6102352035875294
11337156.204295274,2.4895365351301515
