time_s,reference_loading,predicted_loading
0.0,0.0,0.0
5e-05,3.3534169853147985e-11,9.901478968127393e-12
5.317724787430056e-05,3.792604859572632e-11,1.1199020001935345e-11
5.655639382969606e-05,4.2892740648252346e-11,1.266668426277285e-11
6.0150267471166206e-05,4.850940059414384e-11,1.4326778340815698e-11
6.397251366039366e-05,5.4860993342976285e-11,1.6204533758968345e-11
6.803764432121665e-05,6.20435720195388e-11,1.8327852818415555e-11
7.236109353705672e-05,7.016572070237748e-11,2.07287619266281e-11
7.695927614951026e-05,7.93501850781506e-11,2.3444225060317902e-11
8.184965008058509e-05,8.973571363088554e-11,2.651547173111361e-11
8.705078261520076e-05,1.0147913755211488e-10,2.998913669027671e-11
9.258242089560768e-05,1.1475771938160099e-10,3.3917968636481535e-11
9.846556689537109e-05,1.2977180646500558e-10,3.836163185050513e-11
0.0001047225571575,1.4674782253662598e-10,4.338564845408698e-11
0.0001113771475999,1.6594165062225707e-10,4.906720762670791e-11
0.0001184546037091,1.8764245133191243e-10,5.549268725720316e-11
0.0001259817964658,2.1217696449215878e-10,6.275956677034133e-11
0.0001339873043662,2.3991437899624546e-10,7.097775114058447e-11
0.0001425015219259,2.712718084206823e-10,8.026995225595774e-11
0.0001515567750783,3.067204902041244e-10,9.077752452313902e-11
0.0001611874439074,3.467927557531874e-10,1.0265919686042839e-10
0.0001714300931778,3.920899109552561e-10,1.1609496117672652e-10
0.0001823236111606,4.432911114898033e-10,1.3128762521102007e-10
0.0001939093572805,5.011633725571879e-10,1.4846600056757822e-10
0.000206231319145,5.665728504580036e-10,1.6788913750514619e-10
0.0002193362795524,6.404975567274552e-10,1.8984978345656095e-10
0.0002332739941117,7.240416826574691e-10,2.1467874646968775e-10
0.0002480973801501,8.184517347588018e-10,2.427498196083043e-10
0.0002638627176241,9.251347044872508e-10,2.7448533759230587e-10
0.0002806298627977,1.0456785240152624e-09,3.1036244584461426e-10
0.0002984624754985,1.1818750901928556e-09,3.509201720662817e-10
0.0003174282608152,1.3357461681492884e-09,3.967674016124737e-10
0.0003375992261536,1.5095725221036663e-09,4.4859187041458045e-10
0.0003590519546268,1.705926685859982e-09,5.0717030314143e-10
0.0003818678958189,1.927709765235432e-09,5.73379839876886e-10
0.0004061336750239,2.1781928293328915e-09,6.482109119682868e-10
0.000431941422137,2.4610633462091206e-09,7.327866058879336e-10
0.0004593891214431,2.7804773624694995e-09,8.283682748951908e-10
0.0004885809836348,3.1411180067740395e-09,9.36380158771675e-10
0.0005196278414683,3.548261126582549e-09,1.0584312176201138e-09
0.000552647570563,4.00784889492749e-09,1.1963371281808142e-09
0.0005877655369391,4.526572183103264e-09,1.3521465246074993e-09
0.0006251150729957,5.111962936871002e-09,1.5281705044302862e-09
