time_s,reference_loading,predicted_loading
0.0,0.0,0.0
5e-05,3.212152366699162e-11,6.755807353488143e-12
5.317724787430056e-05,3.632707768639739e-11,7.640614241434199e-12
5.655639382969606e-05,4.1082789930279076e-11,8.641421720370375e-12
6.0150267471166206e-05,4.6460540811077495e-11,9.773439287129931e-12
6.397251366039366e-05,5.2541577081764716e-11,1.1053870737695294e-11
6.803764432121665e-05,5.941773705765349e-11,1.2502175669699742e-11
7.236109353705672e-05,6.719282847352822e-11,1.4140365274833884e-11
7.695927614951026e-05,7.598417482925602e-11,1.5993336917496387e-11
8.184965008058509e-05,8.592437420617683e-11,1.8089252585622193e-11
8.705078261520076e-05,9.716327865668971e-11,2.045996696652767e-11
9.258242089560768e-05,1.0987023071291239e-10,2.3141511654968046e-11
9.846556689537109e-05,1.2423658629464554e-10,2.6173963558052924e-11
0.0001047225571575,1.4047856317598368e-10,2.960248473115841e-11
0.0001113771475999,1.5884045466623723e-10,3.348015824411338e-11
0.0001184546037091,1.7959825595745555e-10,3.786585365055815e-11
0.0001259817964658,2.0306375473153538e-10,4.2826158238150786e-11
0.0001339873043662,2.2958914511276658e-10,4.84363889304447e-11
0.0001425015219259,2.5957223026522737e-10,5.4781736870198745e-11
0.0001515567750783,2.9346228956096857e-10,6.195609570012717e-11
0.0001611874439074,3.3176669071830485e-10,7.006881686738576e-11
0.0001714300931778,3.7505834365725934e-10,7.924365076378434e-11
0.0001823236111606,4.2398409755390195e-10,8.961976251078947e-11
0.0001939093572805,4.792742034925404e-10,1.0135443612098369e-10
0.000206231319145,5.417529677821014e-10,1.1462212485892873e-10
0.0002193362795524,6.123507470782812e-10,1.296248696507705e-10
0.0002332739941117,6.92117458401093e-10,1.465892109043485e-10
0.0002480973801501,7.822377674917946e-10,1.6577177050644644e-10
0.0002638627176241,8.840481893865021e-10,1.8746237970721213e-10
0.0002806298627977,9.990563109824796e-10,2.119873933918632e-10
0.0002984624754985,1.1289624009390028e-09,2.397164553051428e-10
0.0003174282608152,1.2756837003304806e-09,2.710672667645114e-10
0.0003375992261536,1.4413817022224883e-09,3.0651180438675506e-10
0.0003590519546268,1.6284927782747215e-09,3.465833360793286e-10
0.0003818678958189,1.83976259001352e-09,3.918843365115836e-10
0.0004061336750239,2.0782846293700752e-09,4.430954158435315e-10
0.000431941422137,2.347543502250241e-09,5.009853895743374e-10
0.0004593891214431,2.651463384973624e-09,5.66422633107164e-10
0.0004885809836348,2.9944623529763372e-09,6.403878822507643e-10
0.0005196278414683,3.381513135442094e-09,7.239886605274741e-10
0.000552647570563,3.818211196886606e-09,8.18475536122048e-10
0.0005877655369391,4.31085073718175e-09,9.252630365139659e-10
0.0006251150729957,4.866509665604994e-09,1.0459492383973287e-09
0.0006648379837331,5.493144676507737e-09,1.1823301571648425e-09
0.0007070850851445,6.199696863141691e-09,1.336437246165434e-09
0.000752016776819,6.996210137112014e-09,1.5105629437681963e-09
0.0007998036509307,7.893962438008991e-09,1.7072938003393446e-09
0.0008506271399262,8.905612335257736e-09,1.9295477266990165e-09
0.0009046802053693,1.0045361928858541e-08,2.1806158593504167e-09
0.0009621680705579,1.1329137551254252e-08,2.4642285476194704e-09
0.0010233089996959,1.2774790910151938e-08,2.7845641979280472e-09
0.0010883351265767,1.4402321586307824e-08,3.1463426969522987e-09
0.0011574933359255,1.6234123763116077e-08,3.554884813560201e-09
0.0012310462007473,1.829525922301075e-08,4.01618600346532e-09
0.0013092729792371,2.0613758887982812e-08,4.537021307470206e-09
0.0013924706750403,2.322095585209718e-08,5.125001757834886e-09
0.0014809551648862,2.6151852304907893e-08,5.788702424794204e-09
0.0015750623978776,2.9445523511313964e-08,6.537781117555661e-09
0.0016751496709886,3.3145562011701175e-08,7.38310357480185e-09
0.0017815969856142,3.730056455688726e-08,8.336905688673957e-09
0.0018948084903223,4.1964666811899574e-08,9.412949968425845e-09
0.002015214015284,4.7198127143218674e-08,1.0626714821057155e-08
0.0021432707042104,5.3067965127577927e-08,1.1995599506702795e-08
0.0022794647499905,5.964865769702837e-08,1.3539157729803541e-08
0.0024243132406195,6.70228961304393e-08,1.5279363612720394e-08
0.0025783661224274,7.528240842800679e-08,1.7240893672783683e-08
0.0027422082880605,8.452885150656181e-08,1.945143616645877e-08
0.002916461797143,9.48747731751356e-08,2.1942074969237838e-08
0.0031017882380521,1.064446546162072e-07,2.4747670925559302e-08
0.0032988912397697,1.1937602709382466e-07,2.790729222818852e-08
0.0035085191433519,1.3382067623506046e-07,3.146473046343427e-08
0.003731467843155,1.49945930716038e-07,3.546902217268276e-08
0.0039685838086087,1.6793603655586725e-07,3.997505525162692e-08
0.0042207672980064,1.8799362239003801e-07,4.5044235791156985e-08
0.0044889757765166,2.103412558568193e-07,5.0745215563602e-08
0.0047742275513911,2.3522308631055897e-07,5.715472877799517e-08
0.0050776056381728,2.629065802774497e-07,6.435843424163296e-08
0.0054002618725812,2.936843545563789e-07,7.245195470930527e-08
0.0057434212836877,3.278760896156328e-07,8.154193090184538e-08
0.0061083867449839,3.6583052831005773e-07,9.174718892924094e-08
0.006496543921002,4.079275637013693e-07,1.0320010035241019e-07
0.0069093665282681,4.545803759752401e-07,1.1604794013580903e-07
0.0073484219305622,5.062376681985195e-07,1.3045451423702962e-07
0.007815377089729,5.633859516256915e-07,1.4660180747960892e-07
0.008312004894633,6.265518848469561e-07,1.6469191159431942e-07
0.008840190892286,6.963047103591838e-07,1.8494899588054282e-07
0.0094019404467045,7.732586833956788e-07,2.0762156206276673e-07
0.0099993863526764,8.580755864726907e-07,2.3298479986739726e-07
0.0106347969333434,9.514671505644312e-07,2.613432607523557e-07
0.0113105846523451,1.0541976487015791e-06,2.93033616546199e-07
0.0120293152732203,1.1670864808755152e-06,3.2842779188273943e-07
0.0127937176008429,1.2910108101881985e-06,3.679362371012655e-07
0.0136066938418765,1.426908222832722e-06,4.1201151874007714e-07
0.0144713306235837,1.5757794508098442e-06,4.611521922159228e-07
0.0153909107128253,1.7386910565640315e-06,5.159069763871922e-07
0.0163689254797428,1.916778256150092e-06,5.768791361574607e-07
0.0174090881534448,2.111247928008458e-06,6.44731390937625e-07
0.0185153479200257,2.323381858011136e-06,7.201910460639657e-07
0.0196919049164424,2.554540122365578e-06,8.040554183343228e-07
0.0209432261771763,2.8061647695572955e-06,8.971979251251412e-07
0.0222740625942249,3.079783541463146e-06,1.0005742775537302e-06
0.0236894669548157,3.3770141751658223e-06,1.1152292153602521e-06
0.0251948131253257,3.699569429535532e-06,1.2423037250132779e-06
