time_s,reference_loading,predicted_loading
0.0,0.0,0.0
5e-05,2.7913185558168876e-11,9.951623826024642e-12
5.317724787430056e-05,3.156942201415535e-11,1.1255742217267996e-11
5.655639382969606e-05,3.5704290963016515e-11,1.2730846289361391e-11
6.0150267471166206e-05,4.038039211172397e-11,1.4399355722878374e-11
6.397251366039366e-05,4.566850088385571e-11,1.6286629960339704e-11
6.803764432121665e-05,5.1648633879546745e-11,1.8420613260533734e-11
7.236109353705672e-05,5.841125266433154e-11,2.083367445491935e-11
7.695927614951026e-05,6.605862382430049e-11,2.356288283243089e-11
8.184965008058509e-05,7.470635543869356e-11,2.6649676791767117e-11
8.705078261520076e-05,8.448513269726111e-11,3.014092736088703e-11
9.258242089560768e-05,9.554267833607204e-11,3.40896504962515e-11
9.846556689537109e-05,1.0804596680359865e-10,3.8555812779910413e-11
0.0001047225571575,1.221837247527725e-10,4.360508015060858e-11
0.0001113771475999,1.38169254613555e-10,4.9315358163063355e-11
0.0001184546037091,1.5624362265008934e-10,5.577332119766995e-11
0.0001259817964658,1.7667925812542726e-10,6.307694223741984e-11
0.0001339873043662,1.9978401612218566e-10,7.133653290183288e-11
0.0001425015219259,2.2590576316030374e-10,8.067561413466349e-11
0.0001515567750783,2.554375521452681e-10,9.12361792870228e-11
0.0001611874439074,2.888234615873665e-10,1.031777518098413e-10
0.0001714300931778,3.2656518340802995e-10,1.1668129924375067e-10
0.0001823236111606,3.692294538399249e-10,1.319504906020062e-10
0.0001939093572805,4.174564343417691e-10,1.492153564755471e-10
0.000206231319145,4.719691616087396e-10,1.6873623900280663e-10
0.0002193362795524,5.335842017822643e-10,1.9080734393797903e-10
0.0002332739941117,6.032236590101545e-10,2.1576112531615183e-10
0.0002480973801501,6.819287082337097e-10,2.4397323373947924e-10
0.0002638627176241,7.708748416288373e-10,2.758680998879284e-10
0.0002806298627977,8.713890424896751e-10,3.1192523378365014e-10
0.0002984624754985,9.849691233828587e-10,3.5268633033348514e-10
0.0003174282608152,1.1133054969331236e-09,3.987632828708999e-10
0.0003375992261536,1.2583056780841552e-09,4.5084721894127574e-10
0.0003590519546268,1.4221218501744654e-09,5.097186865770423e-10
0.0003818678958189,1.607181869933428e-09,5.762591349534131e-10
0.0004061336750239,1.8162241288655286e-09,6.514638507577897e-10
0.000431941422137,2.052336731224882e-09,7.364621722434626e-10
0.0004593891214431,2.319001510485141e-09,8.325202352385127e-10
0.0004885809836348,2.6201434737487763e-09,9.410698478470256e-10
0.0005196278414683,2.960186278105745e-09,1.063727782851582e-09
0.000552647570563,3.344114510882859e-09,1.20231850744775e-09
0.0005877655369391,3.777543493586599e-09,1.3589005427568723e-09
0.0006251150729957,4.266797581221258e-09,1.5357961021719877e-09
0.0006648379837331,4.8189978104880556e-09,1.735628040322177e-09
0.0007070850851445,5.442160112838963e-09,1.9613617007338565e-09
0.000752016776819,6.1453051414594084e-09,2.2163223059545063e-09
0.0007998036509307,6.938581150674098e-09,2.5042670066111223e-09
0.0008506271399262,7.833401267440074e-09,2.82943035694011e-09
0.0009046802053693,8.842596809355327e-09,3.196585366794111e-09
0.0009621680705579,9.980588374487294e-09,3.611126735646383e-09
0.0010233089996959,1.1263576597355229e-08,4.079107876542823e-09
0.0010883351265767,1.2709754685025133e-08,4.607355708665003e-09
0.0011574933359255,1.4339544984500462e-08,5.203556701346012e-09
0.0012310462007473,1.6175862076271066e-08,5.876360505396941e-09
0.0013092729792371,1.8244405087208105e-08,6.635506091771264e-09
0.0013924706750403,2.0573982101502162e-08,7.491948280368768e-09
0.0014809551648862,2.3196869910637492e-08,8.458008072152238e-09
0.0015750623978776,2.6149212310739218e-08,9.547534132482523e-09
0.0016751496709886,2.947146086066221e-08,1.077609592047675e-08
0.0017815969856142,3.3208861718790824e-08,1.2161186000095573e-08
0.0018948084903223,3.741199282874988e-08,1.3722447095922844e-08
0.002015214015284,4.213735593321416e-08,1.548192839181216e-08
0.0021432707042104,4.7448027918968194e-08,1.7464380060159872e-08
0.0022794647499905,5.3414376489999857e-08,1.9697557200069572e-08
0.0024243132406195,6.011484509335346e-08,2.221257827522859e-08
0.0025783661224274,6.763681273394757e-08,2.5044319611172707e-08
0.0027422082880605,7.607753422284165e-08,2.8231838827887073e-08
