time_s,reference_loading,predicted_loading
0.0,0.0,0.0
5e-05,2.8874330021618544e-11,1.0026596244084889e-11
5.317724787430056e-05,3.265478685674586e-11,1.1340550284071021e-11
5.655639382969606e-05,3.6929801235670726e-11,1.2826779772815134e-11
6.0150267471166206e-05,4.176398821783141e-11,1.4507873517970638e-11
6.397251366039366e-05,4.723038824477068e-11,1.6409382266575254e-11
6.803764432121665e-05,5.3411562385688506e-11,1.8559298069086464e-11
7.236109353705672e-05,6.040082960468685e-11,2.0990534038826964e-11
7.695927614951026e-05,6.830366339338903e-11,2.374030101507622e-11
8.184965008058509e-05,7.723926914079301e-11,2.6850350020592323e-11
8.705078261520076e-05,8.734236516869128e-11,3.036790570356038e-11
9.258242089560768e-05,9.876519309788328e-11,3.434638401272931e-11
9.846556689537109e-05,1.11679787108998e-10,3.8846022491128477e-11
0.0001047225571575,1.2628053523725472e-10,4.393321935530893e-11
0.0001113771475999,1.4278706970070706e-10,4.9686465419377695e-11
0.0001184546037091,1.6144752782464848e-10,5.619303322277053e-11
0.0001259817964658,1.8254223115583602e-10,6.355163503223554e-11
0.0001339873043662,2.0638783508888996e-10,7.187315642455652e-11
0.0001425015219259,2.3334200843959176e-10,8.128238867088681e-11
0.0001515567750783,2.6380871030286606e-10,9.192225923500908e-11
0.0001611874439074,2.982441381020149e-10,1.0395348298550613e-10
0.0001714300931778,3.3716343210022003e-10,1.1755851739071144e-10
0.0001823236111606,3.8114822973193914e-10,1.3294229522287593e-10
0.0001939093572805,4.3085517633637006e-10,1.503366809374978e-10
0.000206231319145,4.870255106659652e-10,1.7000395619732568e-10
0.0002193362795524,5.50495856909089e-10,1.9224051682197009e-10
0.0002332739941117,6.222103751110464e-10,2.1738128953783094e-10
0.0002480973801501,7.032344311281901e-10,2.458047164003679e-10
0.0002638627176241,7.947699784809145e-10,2.7793837899181107e-10
0.0002806298627977,8.98172852903123e-10,3.142653434820439e-10
0.0002984624754985,1.014972218409401e-09,3.5533131770135523e-10
0.0003174282608152,1.146892416068593e-09,4.017527226431172e-10
0.0003375992261536,1.2958775104637044e-09,4.5422579341721944e-10
0.0003590519546268,1.4641188487831275e-09,5.135368387660911e-10
0.0003818678958189,1.6540859926300056e-09,5.805738039967116e-10
0.0004061336750239,1.868561414796426e-09,6.563392997310034e-10
