time_s,reference_loading,predicted_loading
0.0,0.0,0.0
5e-05,2.964574744303039e-11,1.2340504827726156e-11
5.317724787430056e-05,3.3529112408477617e-11,1.3957723300359585e-11
5.655639382969606e-05,3.7920886449577953e-11,1.5786205375939033e-11
6.0150267471166206e-05,4.288757291430081e-11,1.785425109558714e-11
6.397251366039366e-05,4.8504362265991886e-11,2.0193261137887372e-11
6.803764432121665e-05,5.4856264923269086e-11,2.2838752872775166e-11
7.236109353705672e-05,6.203939097947446e-11,2.5830900122874354e-11
7.695927614951026e-05,7.016239593708837e-11,2.921514369930879e-11
8.184965008058509e-05,7.934811434100706e-11,3.304182144459507e-11
8.705078261520076e-05,8.973540513191797e-11,3.736904535297951e-11
9.258242089560768e-05,1.0148123626764483e-10,4.226288197326783e-11
9.846556689537109e-05,1.1476303946757687e-10,4.7797578748301215e-11
0.0001047225571575,1.2978136960262075e-10,5.4057115771850424e-11
0.0001113771475999,1.4676290805318186e-10,6.113475579689108e-11
0.0001184546037091,1.6596385409680614e-10,6.913821122161859e-11
0.0001259817964658,1.8767375436273037e-10,7.818845400760723e-11
0.0001339873043662,2.1221982567427717e-10,8.842253798066218e-11
0.0001425015219259,2.3997183550634145e-10,9.999543143337492e-11
0.0001515567750783,2.7134760982994346e-10,1.1308119352477668e-10
0.0001611874439074,3.0681924992441503e-10,1.2787724411983408e-10
0.0001714300931778,3.469201460326106e-10,1.446066947233794e-10
0.0001823236111606,3.92252892117539e-10,1.63521677607862e-10
0.0001939093572805,4.4349821196758444e-10,1.849071034063259e-10
0.000206231319145,5.014250288737646e-10,2.0908490171516957e-10
0.0002193362795524,5.669018185476954e-10,2.364188060712867e-10
0.0002332739941117,6.409094109294607e-10,2.67319752311362e-10
0.0002480973801501,7.245554192677026e-10,3.0225196789302354e-10
0.0002638627176241,8.190905020635571e-10,3.4173983934544e-10
0.0002806298627977,9.259266877812343e-10,3.863756557540785e-10
0.0002984624754985,1.0466580128797747e-09,4.368283381809189e-10
0.0003174282608152,1.1830837696689202e-09,4.938532783266506e-10
0.0003375992261536,1.3372346765753456e-09,5.583034246932313e-10
0.0003590519546268,1.5114023363043486e-09,6.311417711749108e-10
0.0003818678958189,1.7081723866196243e-09,7.134606198781868e-10
0.0004061336750239,1.9304617854358993e-09,8.064848580406291e-10
0.000431941422137,2.1815607462606183e-09,9.115997233151924e-10
0.0004593891214431,2.465179879131581e-09,1.030368843483224e-09
0.0004885809836348,2.7855031572758564e-09,1.1645564592806834e-09
0.0005196278414683,3.14724741124993e-09,1.3161528326923203e-09
