time_s,reference_loading,predicted_loading
0.0,0.0,0.0
5e-05,2.9251752488664145e-11,8.44286044597441e-12
5.317724787430056e-05,3.3082585074472954e-11,9.549036623222908e-12
5.655639382969606e-05,3.741476003878611e-11,1.0800242032851669e-11
6.0150267471166206e-05,4.2313817641855294e-11,1.221549269658319e-11
6.397251366039366e-05,4.7853851972495626e-11,1.3816298080677537e-11
6.803764432121665e-05,5.4118624363171797e-11,1.562698805055438e-11
7.236109353705672e-05,6.120282127946704e-11,1.767508269793293e-11
7.695927614951026e-05,6.921347513718276e-11,1.9991710662250148e-11
8.184965008058509e-05,7.827156902605231e-11,2.2610688674891033e-11
8.705078261520076e-05,8.851384908596192e-11,2.5572579902769044e-11
9.258242089560768e-05,1.0009487109986552e-10,2.89225185861956e-11
9.846556689537109e-05,1.1318931135837052e-10,3.271136701899813e-11
0.0001047225571575,1.279945756037423e-10,3.699665559046201e-11
0.0001113771475999,1.447337442067563e-10,4.184345707173856e-11
0.0001184546037091,1.6365889640829414e-10,4.732477264551974e-11
0.0001259817964658,1.8505486200404843e-10,5.352204821350993e-11
0.0001339873043662,2.0924345477025263e-10,6.053068237162066e-11
0.0001425015219259,2.365882488364945e-10,6.845698570241094e-11
0.0001515567750783,2.674999666454108e-10,7.742120391254391e-11
0.0001611874439074,3.0244255603719133e-10,8.755794909294887e-11
0.0001714300931778,3.419400430090073e-10,9.901974441693111e-11
0.0001823236111606,3.865842579544027e-10,1.1198046324275735e-10
0.0001939093572805,4.3704354479062957e-10,1.266358220321943e-10
0.000206231319145,4.940725759362461e-10,1.4320806037648922e-10
0.0002193362795524,5.585234110511625e-10,1.6194646463585309e-10
0.0002332739941117,6.313579541066468e-10,1.8313356096307838e-10
0.0002480973801501,7.136619819102748e-10,2.0708870601737978e-10
0.0002638627176241,8.066609381830874e-10,2.3417277933099034e-10
0.0002806298627977,9.117377099167577e-10,2.647935562230618e-10
0.0002984624754985,1.0304526290369203e-09,2.9941177065147016e-10
0.0003174282608152,1.164565970167303e-09,3.38547955509567e-10
0.0003375992261536,1.316063247568829e-09,3.827901587454642e-10
0.0003590519546268,1.487183648859603e-09,4.3280264585778525e-10
0.0003818678958189,1.680451982239562e-09,4.893357129513766e-10
0.0004061336750239,1.8987145564710643e-09,5.532367497641777e-10
0.000431941422137,2.145179460034904e-09,6.254627091099978e-10
0.0004593891214431,2.423461758331526e-09,7.070941958112839e-10
0.0004885809836348,2.7376341840475372e-09,7.993572039058017e-10
0.0005196278414683,3.0922839592326707e-09,9.036254694354692e-10
0.000552647570563,3.492576455775348e-09,1.0214543023839367e-09
0.0005877655369391,3.944326475732308e-09,1.154599115345559e-09
0.0006251150729957,4.454078014715625e-09,1.30504088249307e-09
0.0006648379837331,5.029193460225502e-09,1.4750147785520694e-09
0.0007070850851445,5.6779532711351186e-09,1.667042382632838e-09
0.000752016776819,6.409667292324562e-09,1.8839763454935784e-09
0.0007998036509307,7.2347989612303e-09,2.129027409116676e-09
0.0008506271399262,8.1651037969381e-09,2.4058108780816736e-09
0.0009046802053693,9.213783670793564e-09,2.7184068323824705e-09
0.0009621680705579,1.0395658510943592e-08,3.071413962191459e-09
0.0010233089996959,1.1727357225639204e-08,3.4700231690100425e-09
0.0010883351265767,1.322752978235676e-08,3.9200825955388e-09
0.0011574933359255,1.4917082544297274e-08,4.428171540822094e-09
0.0012310462007473,1.6819439097380566e-08,5.0017053119853676e-09
0.0013092729792371,1.896082904523304e-08,5.649031085473908e-09
0.0013924706750403,2.1370607308582656e-08,6.379547877769929e-09
0.0014809551648862,2.4081606730386684e-08,7.203834324842016e-09
0.0015750623978776,2.7130526949901788e-08,8.133791645591072e-09
0.0016751496709886,3.0558362588329555e-08,9.18280509906814e-09
0.0017815969856142,3.441087406755314e-08,1.0365920483972435e-08
0.0018948084903223,3.8739104511860455e-08,1.1700055777598847e-08
0.002015214015284,4.359994602102077e-08,1.3204217914941223e-08
0.0021432707042104,4.905675954883315e-08,1.489974934243298e-08
0.0022794647499905,5.518005138010383e-08,1.681061272141255e-08
0.0024243132406195,6.204821072814189e-08,1.8963704614560667e-08
0.0025783661224274,6.974831202897697e-08,2.138918783672223e-08
0.0027422082880605,7.837698550628374e-08,2.412088462785976e-08
0.002916461797143,8.804136009254049e-08,2.7196701308144636e-08
0.0031017882380521,9.886008281138625e-08,3.0659091333887056e-08
0.0032988912397697,1.1096441502626018e-07,3.455558993938147e-08
0.0035085191433519,1.244994144131305e-07,3.893937429012627e-08
0.003731467843155,1.396252004794325e-07,4.386993234538938e-08
0.0039685838086087,1.5651830623290997e-07,4.9413741752659066e-08
0.0042207672980064,1.753731238856482e-07,5.564504751841905e-08
0.0044889757765166,1.9640343770739786e-07,6.26467618042133e-08
0.0047742275513911,2.1984405075362762e-07,7.051132975497736e-08
0.0050776056381728,2.4595250062776785e-07,7.934186914735273e-08
0.0054002618725812,2.750108692527455e-07,8.925320222171225e-08
0.0057434212836877,3.0732766847331973e-07,1.0037321258050074e-07
0.0061083867449839,3.432398394697656e-07,1.1284411971896973e-07
0.006496543921002,3.831148147755149e-07,1.2682405531146589e-07
0.0069093665282681,4.273526665832463e-07,1.4248866528621008e-07
0.0073484219305622,4.763883299532178e-07,1.6003290357831416e-07
0.007815377089729,5.306938991398148e-07,1.7967299016347253e-07
0.008312004894633,5.907809691403361e-07,2.0164853322039052e-07
0.008840190892286,6.572030456658342e-07,2.2622485084658417e-07
0.0094019404467045,7.305580380512034e-07,2.536954950961519e-07
0.0099993863526764,8.114907800176398e-07,2.8438496110605907e-07
0.0106347969333434,9.006955956270789e-07,3.186516832362018e-07
0.0113105846523451,9.989189651924073e-07,3.5689122919543334e-07
0.0120293152732203,1.1069620759049246e-06,3.995397936880041e-07
0.0127937176008429,1.2256835955008415e-06,4.47077908239175e-07
0.0136066938418765,1.3560024704034643e-06,5.000345938424824e-07
0.0144713306235837,1.4989008237453122e-06,5.58991577483802e-07
0.0153909107128253,1.6554269510003372e-06,6.245881909427113e-07
0.0163689254797428,1.8266984677015371e-06,6.975263733323204e-07
0.0174090881534448,2.0139054818519857e-06,7.785761146070661e-07
0.0185153479200257,2.218314029908061e-06,8.685813735003808e-07
0.0196919049164424,2.441269857353544e-06,9.684663521021918e-07
0.0209432261771763,2.6842026438974352e-06,1.0792421557416643e-06
0.0222740625942249,2.94863055368595e-06,1.202014030830978e-06
0.0236894669548157,3.236165249315886e-06,1.337988826191301e-06
0.0251948131253257,3.548517193545113e-06,1.488483337912509e-06
0.0267958164542425,3.887501703729244e-06,1.6549329146622072e-06
0.0284985554716303,4.255046124394075e-06,1.838900540475215e-06
0.0303094949674878,4.653197972430962e-06,2.0420865203314716e-06
0.0322355105366193,5.084133671376295e-06,2.2663384362359155e-06
0.0342839146832086,5.550168607473222e-06,2.5136617571846903e-06
0.0364624845842072,6.053767043620949e-06,2.786230857744663e-06
0.038779491616945,6.59755478983969e-06,3.0864006266499137e-06
0.0412437327630729,7.184332873935796e-06,3.4167185821046337e-06
0.0438645640080667,7.81709264275932e-06,3.7799371254666405e-06
0.0466519358631018,8.499031394216455e-06,4.179026252535144e-06
0.0496164311441627,9.233568396356648e-06,4.617186005723904e-06
0.0527693051518261,1.0024362982272e-05,5.0978597690618605e-06
0.0561225284042652,1.0875334999689986e-05,5.6247479989892485e-06
0.0596888320857217,1.179068434857194e-05,6.2018217492553775e-06
0.0634817563829987,1.27749116330629e-05,6.8333359102519105e-06
0.0675157018934936,1.3832837712673202e-05,7.523842535947503e-06
0.0718059842999539,1.49696256590519e-05,8.27820355031328e-06
0.0763688925195356,1.6190802725264758e-05,9.101603925399025e-06
0.0812217505479433,1.750228204866699e-05,9.999564644500862e-06
0.0863829832334518,1.8910383288829373e-05,1.0977954639134666e-05
0.0918721862305363,2.042185147930189e-05,1.2043002382663409e-05
0.0977102003987026,2.2043879118285444e-05,1.3201305702721e-05
0.1039191909289878,2.378412770279588e-05,1.445984229444853e-05
0.110522731498551,2.5650746708809084e-05,1.5825979811981453e-05
0.1175458937728643,2.7652392389487448e-05,1.730748465982881e-05
0.1250153425953162,2.979824830852372e-05,1.8912530118682693e-05
0.1329594372256346,3.209804720270411e-05,2.0649702936225356e-05
0.1414083390115016,3.456209133935267e-05,2.252801176690112e-05
0.1503941259021549,3.720127416692433e-05,2.455689626858249e-05
0.1599509142387531,4.0027102808813554e-05,2.674623555833976e-05
0.1701149882839033,4.305172448535716e-05,2.9106357905141415e-05
0.1809249379821373,4.628795360107216e-05,3.1648053382187755e-05
0.1924218054743714,4.974930099795023e-05,3.43825900757562e-05
0.2046492409226218,5.345000717764273e-05,3.732173570430359e-05
0.2176536682365943,5.740507982158603e-05,4.047778202563979e-05
0.2314844613313631,6.163033667855574e-05,4.3863575269788115e-05
0.2461941315853368,6.614245264884104e-05,4.749255790393215e-05
0.2618385272102325,7.095901391093624e-05,5.137881701345883e-05
0.2784770452900065,7.609857894230833e-05,5.553714220955651e-05
0.2961728572937903,8.158074874304779e-05,5.99830899510966e-05
0.3149931489190346,8.742624391694472e-05,6.473306488740008e-05
0.3350093751754794,9.365699006378932e-05,6.980440796416672e-05
0.3562975316784205,0.0001002962138309,7.521549393040515e-05
0.3789384431812964,0.0001073685478083,8.098583455274107e-05
0.4030180704430672,0.0001149001432634,8.713619611702767e-05
0.4286278365954661,0.0001229187892155,9.368871988726886e-05
0.455864974249246,0.000131454043313,0.00010066704289655105
0.4848328946572759,0.0001405373672172,0.00010809642449274884
0.5156415803360923,0.0001502022659043,0.00011600387675317895
0.5484080026365689,0.0001604844337391,0.00012441829180331624
0.583256565849098,0.0001714219066335,0.00013337056537072035
0.6203195795294159,0.0001830552162478,0.0001428937248210569
0.6597377608383529,0.0001954275464181,0.00015302305924853098
0.7016607688027423,0.0002085848981101,0.00016379624425859698
0.7462477725259145,0.0002225762588731,0.000175253471019647
0.7936680555051042,0.000237453775961,0.0001874375874186406
0.8441016583501812,0.0002532729373755,0.00020039423896962334
0.8977400623439151,0.0002700927663379,0.00021417201859095126
0.9547869164390482,0.0002879760240552,0.00022882263308664447
1.0154588104523672,0.0003069894211867,0.00024440108041992104
1.0799860973913584,0.0003272038474977,0.0002609658354176544
1.1486137680355757,0.0003486946165316,0.0002785790541561117
1.2216023810932433,0.0003715417221581,0.0002973067954964287
1.2992290524646235,0.0003958301134642,0.00031721925303896656
1.3817885073680785,0.0004216499883178,0.00033839100440437845
1.469594199323442,0.0004490971023301,0.00036090127849762677
1.5629795002411386,0.000478273096292,0.0003848342376026616
1.662298966135469,0.00050928584287,0.00041027927599417683
1.7679296832675877,0.0005422498129434,0.00043733133719435507
1.880272699829084,0.0005772864606075,0.00046609124972624193
1.9997545486018304,0.0006145246289702,0.0004966660815634469
2.1268288663751918,0.0006541009769737,0.000529169514465477
2.261978116269024,0.0006961604288302,0.0005637222398351161
2.405715419501627,0.0007408566454057,0.0006004523765550212
2.5585865035572994,0.0007883525181908,0.0006394959116441023
2.7211717741501302,0.0008388206873725,0.0006809971647869368
2.8940885188506336,0.0008924440844451,0.0007251092780144467
3.0779932507417502,0.0009494164995236,0.0007719947314607682
3.273584201002371,0.0010099431734271,0.0008218258860325521
3.4816039698819448,0.0010742414154163,0.0008747855541720748
3.702842346131221,0.0011425412459122,0.0009310675995048439
3.938139305593531,0.0012150860650318,0.0009908775743254277
4.188388200341461,0.001292133346323,0.0010544333888977977
