time_s,mean_gas_concentration_mol_m3,gas_inventory_mol,adsorbed_inventory_mol,total_inventory_mol,cumulative_reservoir_input_mol,mass_balance_residual_mol,relative_mass_balance_error,mean_loading_mol_kg,inlet_cell_concentration_mol_m3,top_cell_concentration_mol_m3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5e-05,4.060577099041227e-05,1.3074750105906885e-10,3.7048164121665026e-14,1.3078454922319051e-10,1.307845492232435e-10,-5.299125799167834e-23,4.0517980377960837e-13,5.843003373526131e-12,0.004059807097205687,0.0
5.317724787430056e-05,4.318436810876333e-05,1.3905038809308488e-10,4.189877751677204e-14,1.3909228687060165e-10,1.3909228687067451e-10,-7.286944208709328e-23,5.238927601704181e-13,6.608011602765415e-12,0.004317566007790462,0.0
5.655639382969606e-05,4.592659961908649e-05,1.4788016545120588e-10,4.738529703336314e-14,1.4792755074823925e-10,1.4792755074833473e-10,-9.548766196159013e-23,6.455028929941576e-13,7.473310944969851e-12,0.004591675143137287,0.0
6.0150267471166206e-05,4.88428344921668e-05,1.5727022043246927e-10,5.3591098507776985e-14,1.5732381153097705e-10,1.5732381153109838e-10,-1.2133705610387225e-22,7.712567787609659e-13,8.452050912525466e-12,0.004883169667761092,0.0
6.397251366039366e-05,5.194409676963676e-05,1.6725604961432855e-10,6.06104900891916e-14,1.6731666010441773e-10,1.6731666010456843e-10,-1.5070196784950473e-22,9.006991160074558e-13,9.559105193423615e-12,0.005193150026087968,0.0
6.803764432121665e-05,5.524210668886648e-05,1.7787539127167875e-10,6.85501457335126e-14,1.7794394141741227e-10,1.7794394141759637e-10,-1.8409938508133322e-22,1.0345920384515444e-12,1.081129773289886e-11,0.00552278602515628,0.0
7.236109353705672e-05,5.8749324355364944e-05,1.8916836599867424e-10,7.75307266659145e-14,1.8924589672534015e-10,1.892458967255623e-10,-2.221496932587725e-22,1.1738679522384896e-12,1.2227658460300284e-11,0.00587332116816291,0.0
7.695927614951026e-05,6.247899611594984e-05,2.011776260268164e-10,8.768871545981592e-14,2.0126531474227623e-10,2.0126531474254157e-10,-2.653440308705259e-22,1.3183793303379361e-12,1.3829712548489178e-11,0.0062460772536682045,0.0
8.184965008058509e-05,6.644520379455091e-05,2.1394851376050394e-10,9.917849061207121e-14,2.1404769225111602e-10,2.1404769225143048e-10,-3.1445787974086193e-22,1.4691019390738628e-12,1.5641807602787033e-11,0.006642459256066806,0.0
8.705078261520076e-05,7.066291696151918e-05,2.2752923008024187e-10,1.1217467314996679e-13,2.2764140475339182e-10,2.2764140475376211e-10,-3.702925710881913e-22,1.6266485944801377e-12,1.7691483753068363e-11,0.007063960503756253,0.0
9.258242089560768e-05,7.514804841672475e-05,2.419710129940059e-10,1.26874780940796e-13,2.420978877749467e-10,2.420978877753804e-10,-4.337011349192093e-22,1.791428826184553e-12,2.0009892274768484e-11,0.007512168172290437,0.0
9.846556689537109e-05,7.991751307654577e-05,2.573283272488783e-10,1.4350223105220535e-13,2.574718294799305e-10,2.574718294804362e-10,-5.057175469996073e-22,1.9641665187998125e-12,2.263226910226932e-11,0.007988769110689702,0.0
0.0001047225571575,8.498929046502063e-05,2.73659065547815e-10,1.6230973580204013e-13,2.7382137528361704e-10,2.7382137528420444e-10,-5.874016324892188e-22,2.1452000665745813e-12,2.559847043251636e-11,0.008495556019986444,0.0
0.0001113771475999,9.038249217271612e-05,2.910247657620822e-10,1.8358113866830506e-13,2.912083469007505e-10,2.9120834690142936e-10,-6.788567889646129e-22,2.33117215281744e-12,2.8953262273187826e-11,0.009034434166606393,0.0
0.0001184546037091,9.611743676598579e-05,3.094908521333834e-10,2.0762781231348248e-13,3.0969847994569686e-10,3.096984799464703e-10,-7.734138727370809e-22,2.497312459753633e-12,3.274575236175039e-11,0.009607428970510715,0.0
0.0001259817964658,0.00010221570657426333,3.291268181246342e-10,2.3482460118779656e-13,3.29361642725822e-10,3.2936164272670075e-10,-8.787760032610228e-22,2.6681188373541653e-12,3.703505880672932e-11,0.010216690849711385,0.0
0.0001339873043662,0.00010870024463308159,3.5000653856912716e-10,2.6558437787367656e-13,3.502721229470008e-10,3.5027212294799737e-10,-9.9654584297326e-22,2.8450618181830323e-12,4.1886297274424547e-11,0.010864505530550074,0.0
0.0001425015219259,0.00011559543295084848,3.722085216836104e-10,3.003741416461445e-13,3.7250889582525657e-10,3.725088958263844e-10,-1.1278090664277687e-21,3.0276030426758128e-12,4.7373119952578115e-11,0.011553301512237345,0.0
0.0001515567750783,0.00012292718146418601,3.958161954977283e-10,3.3972211520026573e-13,3.961559176129286e-10,3.961559176142033e-10,-1.2747370227325002e-21,3.217765950359736e-12,5.3578834801581935e-11,0.01228565881496261,0.0
0.0001611874439074,0.0001307230223213891,4.209182114396044e-10,3.8422577191334874e-13,4.2130243721151775e-10,4.213024372129567e-10,-1.4389323743242762e-21,3.4154380493102533e-12,6.059767156377199e-11,0.013064318241485705,0.0
0.0001714300931778,0.00013901221689756595,4.476087889164711e-10,4.345485484167783e-13,4.480433374648879e-10,4.4804333746650287e-10,-1.6149667484332174e-21,3.6044878104095398e-12,6.853426329093922e-11,0.013892192182318717,0.0
0.0001823236111606,0.00014782585124312666,4.759880226515611e-10,4.914481851673482e-13,4.764794708367284e-10,4.764794708385301e-10,-1.8017027717170634e-21,3.781281003662856e-12,7.75081160409483e-11,0.014772373520152902,0.0
0.0001939093572805,0.00015719694340380006,5.061622282464155e-10,5.557966424512239e-13,5.067180248888667e-10,5.067180248908723e-10,-2.0056027927113847e-21,3.958025359653063e-12,8.765674990459008e-11,0.01570814592439673,0.0
0.000206231319145,0.00016716057552888293,5.382443675594221e-10,6.285698861756631e-13,5.388729374455978e-10,5.388729374478271e-10,-2.2292517508304096e-21,4.136878280413261e-12,9.91340880849098e-11,0.016702997340991666,0.0
0.0002193362795524,0.00017775401428343104,5.723544364239315e-10,7.108718088866191e-13,5.730653082328181e-10,5.730653082352925e-10,-2.474407404875813e-21,4.317845399672766e-12,1.1211422956961533e-10,0.017760631510799603,0.0
0.0002332739941117,0.00018901685613755212,6.086199324687553e-10,8.039295439968429e-13,6.094238620127521e-10,6.094238620154864e-10,-2.734348912370602e-21,4.486776909797336e-12,1.2679071012061171e-10,0.018884982658301463,0.0
0.0002480973801501,0.000200991144619483,6.471762326641764e-10,9.091530498380478e-13,6.480853857140144e-10,6.480853857170254e-10,-3.0109374296930207e-21,4.645896198325465e-12,1.433858994958626e-10,0.020080225861328658,0.0
0.0002638627176241,0.00021372153196071942,6.881671138069991e-10,1.028134045191413e-12,6.891952478521905e-10,6.89195247855495e-10,-3.3044831495727764e-21,4.794698106022975e-12,1.6215083356795789e-10,0.021350793303245255,0.0
0.0002806298627977,0.00022725543625618977,7.317452585643825e-10,1.1626705161091676e-12,7.329079290804916e-10,7.329079290839775e-10,-3.485842498875028e-21,4.7561806340829145e-12,1.8336907938584028e-10,0.02270138949103935,1.116839353495696e-281
0.0002984624754985,0.00024164320413856927,7.780727792727868e-10,1.314800415281709e-12,7.793875796880685e-10,7.793875796911495e-10,-3.0809375890303207e-21,3.9530237192786855e-12,2.073620500269831e-10,0.024137006824479328,7.470202435634799e-281
0.0003174282608152,0.00025693829823574937,8.27321821536799e-10,1.486809081226332e-12,8.288086306180254e-10,8.288086306205658e-10,-2.5404784563034862e-21,3.065217183369962e-12,2.3449017470516195e-10,0.025662944140655435,1.509417423616424e-280
0.0003375992261536,0.0002731974697342951,8.796751198703693e-10,1.681288818098495e-12,8.813564086884678e-10,8.813564086903003e-10,-1.8325152495346637e-21,2.0791988705883352e-12,2.651622953234684e-10,0.027284822790368007,2.4225808674367453e-280
0.0003590519546268,0.0002904809585859594,9.353266423465946e-10,1.9011689258863614e-12,9.37227811272481e-10,9.372278112733987e-10,-9.177568896275842e-22,9.792249852046542e-13,2.998404026476716e-10,0.029008606019920075,3.514637649329235e-280
0.0003818678958189,0.0003088527000314684,9.944822555886334e-10,2.14975929483349e-12,9.966320148834669e-10,9.966320148832158e-10,2.510493159098439e-22,2.5189770362654696e-13,3.3904651174431034e-10,0.03084061872220796,4.818975508046385e-280
0.0004061336750239,0.00032838054230535733,1.0573604257627568e-09,2.4307995954235323e-12,1.0597912253581803e-09,1.0597912253564486e-09,1.7317026123797634e-21,1.6340035385691135e-12,3.8337041991562334e-10,0.032787568190600566,6.375243985414756e-280
0.000431941422137,0.000349136475990071,1.1241929570811457e-09,2.7485147731557228e-12,1.1269414718543015e-09,1.1269414718507074e-09,3.594099761542905e-21,3.1892514840447495e-12,4.334784589864191e-10,0.03485656590788892,8.230549540224999e-280
0.0004593891214431,0.0003711968754813526,1.1952257693021197e-09,3.1076776452769298e-12,1.1983334469473967e-09,1.1983334469414732e-09,5.923440366492231e-21,4.9430652057500765e-12,4.901233676668558e-10,0.03705515040018196,1.044088276886501e-279
0.0004885809836348,0.00039464275302938,1.270719715723315e-09,3.5136794952718273e-12,1.2742333952185868e-09,1.274233395209764e-09,8.822708413490593e-21,6.923934380151065e-12,5.541554252713183e-10,0.039391311183867156,1.3072823440177828e-279
0.0005196278414683,0.00041956002580510645,1.3509514431150358e-09,3.9726096710620405e-12,1.354924052786098e-09,1.3549240527736828e-09,1.2415153813808392e-20,9.162988721234528e-12,6.265350054456312e-10,0.04187351383002473,1.6205578143000838e-279
0.000552647570563,0.0004460397964342057,1.4362142950182672e-09,4.491345316202127e-12,1.4407056403344693e-09,1.4407056403176164e-09,1.6852977800155386e-20,1.1697724592959083e-11,7.083467280067858e-10,0.04451072616748589,1.9933416257891354e-279
0.0005877655369391,0.00047417864741656297,1.5268192597530935e-09,5.077652500907236e-12,1.5318969122540007e-09,1.531896912231683e-09,2.2317746516986963e-20,1.4568699981351294e-11,8.008154086924024e-10,0.047312445640507725,2.4368583063777806e-279
0.0006251150729957,0.0005040789498292707,1.623095964418917e-09,5.7403001734138616e-12,1.6288362645923308e-09,1.6288362645633005e-09,2.903031718785478e-20,1.782273505257483e-11,9.05324030852475e-10,0.05028872783194814,2.9644784518466618e-279
0.0006648379837331,0.0005358491866728604,1.7253937160447859e-09,6.48918852323077e-12,1.7318829045680165e-09,1.7318829045307587e-09,3.725786915061347e-20,2.1512926221710526e-11,1.0234339900937686e-09,0.053450216155570926,3.592135713575301e-279
0.0007070850851445,0.0005696042795920122,1.8340825536052856e-09,7.335518306419443e-12,1.841418071911705e-09,1.8414180718647262e-09,4.6978895709336654e-20,2.5512346395386773e-11,1.156911799197817e-09,0.05680817117524898,1.3245909715062754e-278
0.000752016776819,0.0006054659457692328,1.9495543971910964e-09,8.291946444934361e-12,1.957846343636031e-09,1.9578463435780343e-09,5.79965278782367e-20,2.962261469943957e-11,1.3077536282699892e-09,0.06037450305834756,4.719275289592325e-278
0.0007998036509307,0.000643563110004427,2.072224374873941e-09,9.372677135575957e-12,2.081597052009517e-09,2.0815970519382933e-09,7.12235594632659e-20,3.421582452497644e-11,1.4781996738703798e-09,0.06416181043087368,9.393673412268555e-278
0.0008506271399262,0.000684032235054358,2.2025318863745797e-09,1.0593783793934649e-11,2.213125670168514e-09,2.213125670081414e-09,8.710005055030243e-20,3.9356125015562433e-11,1.6707849339872959e-09,0.06818340740822715,1.5689079060034105e-277
0.0009046802053693,0.0007270177401953497,2.340941950802945e-09,1.197340158035277e-11,2.3529153523832975e-09,2.3529153522771496e-09,1.0614795210586728e-19,4.511337477497806e-11,1.8883695720207837e-09,0.07245336130007116,2.4027016235380973e-277
0.0009621680705579,0.0007726724167679859,2.4879465446805405e-09,1.3531988426840187e-11,2.5014785331073807e-09,2.501478532978384e-09,1.2899674857611328e-19,5.1568201313273413e-11,2.134180084305627e-09,0.07698652882031251,3.492697811367183e-277
0.0010233089996959,0.0008211578590720887,2.644065989389568e-09,1.5292618398731482e-11,2.6593586077882994e-09,2.6593586076319002e-09,1.563991743184637e-19,5.881086283753801e-11,2.411855567266366e-09,0.08179859317654968,4.902795842697644e-277
0.0010883351265767,0.0008726449102889361,2.80985038700863e-09,1.7281311246691775e-11,2.827131698255322e-09,2.8271316980660625e-09,1.89259337742439e-19,6.694394104782406e-11,2.7254996922864283e-09,0.08690610192991022,6.711457040149405e-277
0.0011574933359255,0.0009273140595905992,2.9858808989746587e-09,1.952753964463382e-11,3.0054084386192924e-09,3.005408438393199e-09,2.2609327682911905e-19,7.522880215675046e-11,3.079760704081355e-09,0.09232649710652806,3.904088288645024e-276
0.0012310462007473,0.0009853560369051174,3.1727716611816436e-09,2.2064383674777046e-11,3.1948360448564206e-09,3.1948360445884766e-09,2.679440663309332e-19,8.38678613139833e-11,3.4798557851104424e-09,0.09807817010863548,1.0499792806249015e-275
0.0013092729792371,0.0010469722512398724,3.3711711953486315e-09,2.492910277449942e-11,3.396100298123131e-09,3.3961002978066917e-09,3.1643918410307957e-19,9.317721984770621e-11,3.93166125943607e-09,0.10418049448468979,2.039207889489172e-275
0.0013924706750403,0.0011123752583764115,3.5817639149615663e-09,2.8163726186030185e-11,3.6099276411475965e-09,3.6099276407750314e-09,3.725650430260276e-19,1.0320568168163867e-10,4.441805714734695e-09,0.11065386107280116,3.4635538803196274e-275
0.0014809551648862,0.0011817892886231327,3.805271824596883e-09,3.181559892620723e-11,3.83708742352309e-09,3.837087423085644e-09,4.374453679619306e-19,1.1400453512739681e-10,5.017756109212261e-09,0.11751971949796686,5.4557561552166005e-275
0.0015750623978776,0.0012554507098324142,4.042456010801526e-09,3.593815766385428e-11,4.07839416846538e-09,4.078394167955358e-09,5.1002219490733325e-19,1.2505465971162974e-10,5.667940138103051e-09,0.12480060942309404,2.2790124015085713e-274
0.0016751496709886,0.0013336085933440605,4.2941184643879e-09,4.059157518877478e-11,4.334710039576675e-09,4.3347100389878006e-09,5.888740139795632e-19,1.358508432174329e-10,6.40184787526501e-09,0.13252020365868675,7.366107754024166e-274
0.0017815969856142,0.001416525295892436,4.561103954130676e-09,4.5843466280348154e-11,4.606947420411024e-09,4.606947419736447e-09,6.745773700655698e-19,1.4642610572824492e-10,7.230143098334108e-09,0.1407033515343918,1.6533560104246233e-273
