effective_diffusivity_m2_s,normalized_rmse
1.6336495955869183e-07,0.25864831255021675
9.181895579395011e-07,0.30062882307360744
5.620480428727586e-08,0.42937240192382325
3.2212421117839356e-07,0.09517329786716573
3.691318895645126e-07,0.05715442597290872
5.228112377461365e-07,0.06909058027234227
4.278153033014927e-07,0.025054287335930292
4.333456725472846e-07,0.02460500250407538
4.372372574356589e-07,0.02472186807823131
4.340114878862916e-07,0.02459968140319202
4.3467832620949855e-07,0.024604879027778297
