effective_diffusivity_m2_s,normalized_rmse
1.6336495955869183e-07,0.3795891788562726
9.181895579395011e-07,0.03818949743662352
2.6688110011613023e-06,0.5328596528363736
5.880507608635247e-07,0.10699321004445095
1.3801613110184576e-06,0.19699235496256814
8.293762586547648e-07,0.011913480442920019
7.836287178928083e-07,0.021560750433958328
8.319381468691468e-07,0.012043397276635946
8.257375801809396e-07,0.011885817117101906
8.244708272486403e-07,0.011919918468011045
8.270062794076845e-07,0.011874311692267173
