pore_id,particle_index,particle_id
0,289,290
0,298,299
0,327,328
0,416,417
1,1695,1696
1,1718,1719
1,1744,1745
1,1747,1748
2,289,290
2,298,299
2,411,412
2,416,417
3,1407,1408
3,1477,1478
3,1633,1634
3,1655,1656
4,1277,1278
4,1328,1329
4,1343,1344
4,1624,1625
5,1251,1252
5,1382,1383
5,1443,1444
5,1455,1456
6,1251,1252
6,1382,1383
6,1455,1456
6,1611,1612
7,1251,1252
7,1423,1424
7,1455,1456
7,1611,1612
8,937,938
8,1025,1026
8,1108,1109
8,1131,1132
9,1691,1692
9,1703,1704
9,1718,1719
9,1791,1792
10,1695,1696
10,1718,1719
10,1747,1748
10,1791,1792
11,1703,1704
11,1718,1719
11,1747,1748
11,1791,1792
12,298,299
12,319,320
12,333,334
12,411,412
13,289,290
13,298,299
13,319,320
13,411,412
14,319,320
14,333,334
14,411,412
14,435,436
15,289,290
15,319,320
15,411,412
15,435,436
16,201,202
16,266,267
16,319,320
16,337,338
17,201,202
17,319,320
17,334,335
17,337,338
18,298,299
18,327,328
18,499,500
18,547,548
19,1695,1696
19,1717,1718
19,1747,1748
19,1787,1788
20,1467,1468
20,1486,1487
20,1514,1515
20,1648,1649
21,1267,1268
21,1423,1424
21,1455,1456
21,1611,1612
22,1467,1468
22,1486,1487
22,1514,1515
22,1788,1789
23,1277,1278
23,1333,1334
23,1353,1354
23,1624,1625
24,1333,1334
24,1353,1354
24,1361,1362
24,1624,1625
25,1208,1209
25,1277,1278
25,1328,1329
25,1353,1354
26,1208,1209
26,1277,1278
26,1328,1329
26,1624,1625
27,1208,1209
27,1277,1278
27,1353,1354
27,1624,1625
28,925,926
28,1094,1095
28,1160,1161
28,1200,1201
29,1094,1095
29,1117,1118
29,1160,1161
29,1200,1201
30,1034,1035
30,1117,1118
30,1160,1161
30,1200,1201
31,897,898
31,1076,1077
31,1120,1121
31,1236,1237
32,787,788
32,795,796
32,884,885
32,974,975
33,787,788
33,795,796
33,884,885
33,968,969
34,787,788
34,795,796
34,974,975
34,997,998
35,825,826
35,897,898
35,1076,1077
35,1236,1237
36,443,444
36,501,502
36,521,522
36,599,600
37,1691,1692
37,1718,1719
37,1773,1774
37,1809,1810
38,1691,1692
38,1718,1719
38,1773,1774
38,1791,1792
39,1718,1719
39,1744,1745
39,1773,1774
39,1809,1810
40,1744,1745
40,1752,1753
40,1773,1774
40,1809,1810
41,1695,1696
41,1718,1719
41,1744,1745
41,1773,1774
42,1695,1696
42,1718,1719
42,1773,1774
42,1791,1792
43,1522,1523
43,1691,1692
43,1790,1791
43,1839,1840
44,843,844
44,865,866
44,909,910
