time_s,mean_gas_concentration_mol_m3,gas_inventory_mol,adsorbed_inventory_mol,total_inventory_mol,cumulative_reservoir_input_mol,mass_balance_residual_mol,relative_mass_balance_error,mean_loading_mol_kg,inlet_cell_concentration_mol_m3,top_cell_concentration_mol_m3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5e-05,6.63958443488612e-05,2.097713593359707e-10,6.052584492164624e-14,2.0983188518089236e-10,2.0983188518107636e-10,-1.839959875047641e-22,8.768733471844999e-13,9.548148803950887e-12,0.006637351487009298,0.0
5.317724787430056e-05,7.061121095492746e-05,2.230894094598282e-10,6.845712541749322e-14,2.231578665852457e-10,2.231578665854626e-10,-2.1690226624788923e-22,9.719678251397082e-13,1.0799334086506719e-11,0.007058595552753877,0.0
5.655639382969606e-05,7.509395035777182e-05,2.372521985214859e-10,7.742828568608834e-14,2.37329626807172e-10,2.373296268074263e-10,-2.5430633957177145e-22,1.071532210254223e-12,1.2214563783829023e-11,0.007506538536088059,0.0
6.0150267471166206e-05,7.986098817057596e-05,2.5231320138702216e-10,8.757567455347052e-14,2.5240077706157564e-10,2.5240077706187244e-10,-2.9680274354168324e-22,1.1759185015065397e-12,1.3815347366491059e-11,0.00798286796832475,0.0
6.397251366039366e-05,8.493031707567652e-05,2.683292642260862e-10,9.905351944390536e-14,2.684283177455301e-10,2.6842831774587507e-10,-3.449860142228971e-22,1.285207228208688e-12,1.5626014712059084e-11,0.008489377428139667,0.0
6.803764432121665e-05,9.032106352101025e-05,2.853608152329769e-10,1.1203627072858648e-13,2.854728515037055e-10,2.8547285150410524e-10,-3.9973503101625062e-22,1.400255852387078e-12,1.76740859337214e-11,0.009027973124731456,0.0
7.236109353705672e-05,9.605356428748929e-05,3.034721065339878e-10,1.2671344636396333e-13,3.0359881998035175e-10,3.035988199808068e-10,-4.5505273448073435e-22,1.4988619998901917e-12,1.9989458105224645e-11,0.009600681766774238,0.0
7.695927614951026e-05,0.00010214942686286174,3.2273140493288043e-10,1.433125585470703e-13,3.228747174914275e-10,3.22874717491943e-10,-5.155403167736745e-22,1.5967193739365462e-12,2.260802201528577e-11,0.010209655697793932,0.0
8.184965008058509e-05,0.00010863162106092598,3.432112813730842e-10,1.6208641590804288e-13,3.4337336778899223e-10,3.433733677895749e-10,-5.826970427553234e-22,1.696977976208132e-12,2.5569659047181324e-11,0.01085718257192491,0.0
