effective_diffusivity_m2_s,normalized_rmse
1.6336495955869183e-07,0.36248326923054747
9.181895579395011e-07,0.07320130567956569
2.6688110011613023e-06,0.5904307201160575
5.544446577484916e-07,0.09543033911849153
8.873207727321324e-07,0.060868459382061695
7.320046498960834e-07,0.015909076996042076
6.583055061389833e-07,0.044524694203376146
7.519738989143723e-07,0.01386492277337394
7.615255641497218e-07,0.014839170256377404
7.492319773130388e-07,0.013818494683182077
7.5038313107745e-07,0.01382466367507313
7.480825895198156e-07,0.013831662479356483
