seed,bin,z_low_m,z_high_m,z_center_m,solid_fraction,porosity
137077,10,0.011765355666666668,0.012941891233333334,0.01235362345,0.5856843392296928,0.41431566077030724
137077,11,0.012941891233333334,0.0141184268,0.013530159016666668,0.5517279096003275,0.44827209039967253
137077,12,0.0141184268,0.015294962366666668,0.014706694583333334,0.572603984786993,0.42739601521300696
137077,13,0.015294962366666668,0.016471497933333336,0.015883230150000004,0.5606509810069654,0.4393490189930346
137077,14,0.016471497933333336,0.0176480335,0.017059765716666668,0.5681760798003878,0.43182392019961224
137077,15,0.0176480335,0.018824569066666668,0.018236301283333332,0.5760507076298003,0.42394929237019974
137077,16,0.018824569066666668,0.020001104633333336,0.019412836850000004,0.5800225929879884,0.4199774070120116
137077,17,0.020001104633333336,0.0211776402,0.020589372416666668,0.5727957781306127,0.42720422186938733
137077,18,0.0211776402,0.022354175766666668,0.021765907983333332,0.5410683433549555,0.45893165664504454
137077,19,0.022354175766666668,0.023530711333333336,0.022942443550000004,0.5878893033609583,0.41211069663904165
137077,20,0.023530711333333336,0.0247072469,0.024118979116666668,0.5702614494375898,0.42973855056241017
137077,21,0.0247072469,0.025883782466666668,0.025295514683333332,0.5661558358925174,0.4338441641074826
137077,22,0.025883782466666668,0.027060318033333336,0.026472050250000004,0.5736370983221947,0.42636290167780533
137077,23,0.027060318033333336,0.0282368536,0.027648585816666668,0.5705081738420609,0.4294918261579391
137077,24,0.0282368536,0.029413389166666668,0.028825121383333333,0.5558825705811887,0.44411742941881127
137077,25,0.029413389166666668,0.030589924733333336,0.030001656950000004,0.5874379239120843,0.41256207608791573
137077,26,0.030589924733333336,0.0317664603,0.031178192516666668,0.5697568958834569,0.4302431041165431
137077,27,0.0317664603,0.03294299586666667,0.03235472808333334,0.559806573375202,0.440193426624798
137077,28,0.03294299586666667,0.034119531433333336,0.033531263650000004,0.5316701872668096,0.4683298127331904
137077,29,0.034119531433333336,0.035296067,0.03470779921666667,0.31794654294369185,0.6820534570563082
145093,0,0.0,0.0011866092666666665,0.0005933046333333333,0.5191044294708764,0.4808955705291236
145093,1,0.0011866092666666665,0.002373218533333333,0.0017799138999999998,0.5487881829361363,0.4512118170638637
145093,2,0.002373218533333333,0.0035598277999999996,0.002966523166666666,0.5493215694761207,0.45067843052387935
145093,3,0.0035598277999999996,0.004746437066666666,0.004153132433333333,0.5698861221816913,0.4301138778183087
145093,4,0.004746437066666666,0.005933046333333332,0.005339741699999999,0.5534599002736639,0.4465400997263361
145093,5,0.005933046333333332,0.007119655599999999,0.006526350966666665,0.5746768889434676,0.4253231110565324
145093,6,0.007119655599999999,0.008306264866666666,0.007712960233333333,0.556717967905595,0.443282032094405
145093,7,0.008306264866666666,0.009492874133333332,0.0088995695,0.5655009739144081,0.4344990260855919
145093,8,0.009492874133333332,0.010679483399999998,0.010086178766666665,0.5643794154385898,0.4356205845614102
145093,9,0.010679483399999998,0.011866092666666665,0.011272788033333331,0.5689762494838737,0.4310237505161263
145093,10,0.011866092666666665,0.013052701933333332,0.012459397299999998,0.5692410695560258,0.4307589304439742
145093,11,0.013052701933333332,0.014239311199999998,0.013646006566666665,0.5531442824206253,0.4468557175793747
145093,12,0.014239311199999998,0.015425920466666665,0.014832615833333332,0.5734718772764297,0.4265281227235703
145093,13,0.015425920466666665,0.016612529733333332,0.0160192251,0.5825787063740853,0.41742129362591474
145093,14,0.016612529733333332,0.017799139,0.017205834366666665,0.5696170868994009,0.43038291310059906
145093,15,0.017799139,0.018985748266666665,0.01839244363333333,0.5480397626341316,0.45196023736586843
145093,16,0.018985748266666665,0.02017235753333333,0.019579052899999998,0.562124519376468,0.437875480623532
145093,17,0.02017235753333333,0.021358966799999997,0.020765662166666664,0.5775050769606296,0.4224949230393704
145093,18,0.021358966799999997,0.022545576066666663,0.02195227143333333,0.5545005466375584,0.44549945336244157
145093,19,0.022545576066666663,0.02373218533333333,0.023138880699999996,0.5703304346618043,0.42966956533819567
145093,20,0.02373218533333333,0.0249187946,0.024325489966666662,0.5631970523643727,0.4368029476356273
145093,21,0.0249187946,0.026105403866666665,0.02551209923333333,0.5560330112289519,0.4439669887710481
145093,22,0.026105403866666665,0.02729201313333333,0.026698708499999998,0.5737429996135118,0.42625700038648817
145093,23,0.02729201313333333,0.028478622399999997,0.027885317766666664,0.582119030145588,0.41788096985441203
145093,24,0.028478622399999997,0.029665231666666663,0.02907192703333333,0.5468165110074409,0.4531834889925591
145093,25,0.029665231666666663,0.03085184093333333,0.030258536299999996,0.5749770205403238,0.42502297945967615
145093,26,0.03085184093333333,0.0320384502,0.031445145566666666,0.537067059927717,0.46293294007228303
145093,27,0.0320384502,0.033225059466666665,0.03263175483333333,0.5570700158669999,0.4429299841330001
145093,28,0.033225059466666665,0.03441166873333333,0.0338183641,0.531313740327397,0.468686259672603
145093,29,0.03441166873333333,0.035598278,0.035004973366666664,0.34624044702819107,0.653759552971809
153133,0,0.0,0.0011907624666666666,0.0005953812333333333,0.5276801916214909,0.47231980837850907
153133,1,0.0011907624666666666,0.0023815249333333332,0.0017861436999999998,0.5459531430760021,0.45404685692399793
