pore_id,x_m,y_m,z_m,volume_m3,inscribed_radius_m,component,inlet,outlet,wall,sobol_void_samples
0,-0.001665941616855394,0.005769302187631442,0.0012523920749866909,4.796751758368702e-10,0.00028687802905364736,0,0,0,0,70
1,-0.006784164422482272,-0.00042366805181846194,0.015326966529158648,6.905961751410258e-10,0.0002858794155034494,0,0,0,0,101
2,-0.0012436583857069737,0.006092529044241397,0.0008689748503513871,1.0784186577325378e-09,0.0003435997811984825,0,0,0,0,158
3,0.004264142687245672,-0.005099509491135369,0.0014545426111635628,1.799632397288683e-09,0.00035534899555203904,0,1,0,1,264
4,0.003797439332395093,-0.005157494206717019,0.0015443947802124425,5.341064014637491e-10,0.0003419584755789709,0,0,0,0,78
5,0.003705099132508801,-0.004873331370641306,0.0018495101454509863,1.598917252789567e-10,0.00040092940927896495,0,0,0,0,23
6,0.002856708980466438,-0.0033576040328002128,0.0003759392842693845,9.899679160888596e-10,0.0005668774573371085,0,0,0,0,145
7,0.002981753556400306,-0.0032954586550928747,0.00043558143238482845,1.0035757224955794e-09,0.0005158054272920138,0,0,0,0,147
8,0.0027626893397415817,-0.004256977224139671,0.0011821747769815397,1.0103796256989391e-09,0.0002680216380920676,0,0,0,0,148
9,0.003236727038162181,-0.0044030801090414184,0.0017892665702468208,2.1432295090583561e-10,0.00032445736718249134,0,0,0,0,31
10,-0.005489580263291271,0.0032946944332042185,0.005348580652242032,3.435971117696729e-10,0.000537043020276554,0,0,0,0,50
11,0.0062416394798914055,0.0007351801700467749,0.03320787977422008,2.4391992984045103e-09,0.0004071000842163843,0,0,0,0,358
12,0.00655353167747399,-0.0006607943938626965,0.032634648878834466,8.674976584283821e-10,0.00035003127545350755,0,0,1,1,127
13,0.0065198897480522955,-0.0005831243617418981,0.03285662380007949,2.1058080414398768e-09,0.0003331053590804289,0,0,0,0,309
14,-0.0003128002107009224,0.0067361105817439065,0.035345344798712396,3.6230784557891255e-09,0.000656002006980135,0,0,1,1,532
15,-0.0007433566773597046,-0.006977627880950477,0.03481342949623136,5.677857223203804e-09,0.0006571150584614214,0,0,1,1,834
16,-0.0019109166214163924,-0.006251288855057993,0.033286409819929585,7.994586263947836e-10,0.0005100867269709929,0,0,1,1,117
17,-0.00017311566512587877,-0.006317043480280524,0.03366482521611438,6.293610463107871e-10,0.0003650584868755024,0,0,0,0,92
18,0.0006479282869757753,-0.006876484799828864,0.004942764281017817,3.027736925495138e-10,0.0003287367832150956,0,0,0,0,44
19,-0.003670913443253616,-0.004511388427381269,0.010931974640717868,3.299893053629532e-10,0.00039546223532682266,0,0,0,0,48
20,0.0032103709890077214,-0.005605946140915447,0.0022701814733337216,2.7555807973607433e-10,0.00026323711907624066,0,0,0,0,40
