effective_diffusivity_m2_s,normalized_rmse
1.6336495955869183e-07,0.4184769756953901
9.181895579395011e-07,0.05146058085029961
2.6688110011613023e-06,0.3885053220884596
6.792874121336361e-07,0.139238920515784
1.0965715795844264e-06,0.011770153486467766
1.54022133528243e-06,0.1346209218233393
1.1076380762139457e-06,0.01426632023572966
1.0489898532052604e-06,0.011569433906835076
9.969623989396369e-07,0.025833099140299385
1.0719761696508922e-06,0.008916168423022846
1.0736231964284242e-06,0.00892812259941745
1.0703316695486547e-06,0.008934622220172104
