time_s,reference_loading_mol_kg,homogeneous_loading_mol_kg,residual_mol_kg
0.0,0.0,0.0,0.0
5e-05,3.3047439240384224e-11,1.2678725712795821e-11,2.0368713527588403e-11
5.317724787430056e-05,3.7375497598845194e-11,1.4339860420198758e-11,2.3035637178646436e-11
5.655639382969606e-05,4.226999995891809e-11,1.6218421181674172e-11,2.6051578777243916e-11
6.0150267471166206e-05,4.780500353100952e-11,1.8343113686721337e-11,2.946188984428818e-11
6.397251366039366e-05,5.406423213232783e-11,2.0746199963049887e-11,3.3318032169277946e-11
6.803764432121665e-05,6.11423349238975e-11,2.3464171682207103e-11,3.76781632416904e-11
7.236109353705672e-05,6.914630808279609e-11,2.6538304732489945e-11,4.260800335030614e-11
7.695927614951026e-05,7.819710105764642e-11,3.001509320649865e-11,4.8182007851147774e-11
8.184965008058509e-05,8.843143089483394e-11,3.394601226637394e-11,5.4485418628460004e-11
8.705078261520076e-05,1.000038308141019e-10,3.839163087470414e-11,6.161219993939776e-11
9.258242089560768e-05,1.1308896456996203e-10,4.3419392607906576e-11,6.966957196205546e-11
9.846556689537109e-05,1.2788423905773434e-10,4.910558173267557e-11,7.877865732505877e-11
0.0001047225571575,1.4461275454442206e-10,5.553585340942019e-11,8.907690113500187e-11
0.0001113771475999,1.635266352357357e-10,6.280678017093823e-11,1.0071985506479747e-10
0.0001184546037091,1.8491078863511367e-10,7.102877963855961e-11,1.1388200899655406e-10
0.0001259817964658,2.0908714888321918e-10,8.032607857231954e-11,1.2876107031089965e-10
0.0001339873043662,2.364194652570545e-10,9.083989098333995e-11,1.4557957427371453e-10
0.0001425015219259,2.673187052932394e-10,1.0272847869400544e-10,1.6459022659923395e-10
0.0001515567750783,3.0224915039130875e-10,1.1617108124046003e-10,1.8607806915084872e-10
0.0001611874439074,3.4173527219218224e-10,1.3137046317090443e-10,2.1036480902127781e-10
0.0001714300931778,3.8636948679417937e-10,1.4855577121474081e-10,2.3781371557943856e-10
0.0001823236111606,4.3682089957295346e-10,1.6798595186968333e-10,2.6883494770327013e-10
0.0001939093572805,4.938451628638869e-10,1.899536086293155e-10,3.038915542345714e-10
0.000206231319145,5.582955877949808e-10,2.1478935477492745e-10,3.435062330200534e-10
0.0002193362795524,6.311356656393691e-10,2.4286672463889374e-10,3.882689410004754e-10
0.0002332739941117,7.13453175411649e-10,2.746077140712034e-10,4.3884546134044564e-10
0.0002480973801501,8.064760742463155e-10,3.104890296135523e-10,4.959870446327633e-10
0.0002638627176241,9.115903906955791e-10,3.510491356950913e-10,5.605412550004877e-10
0.0002806298627977,1.03036036975109e-09,3.968962001460117e-10,6.334641696050782e-10
