time_s,mean_gas_concentration_mol_m3,gas_inventory_mol,adsorbed_inventory_mol,total_inventory_mol,cumulative_reservoir_input_mol,inventory_change_mol,mass_balance_residual_mol,relative_mass_balance_error,mean_loading_mol_kg
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5e-05,0.0002465516643075772,7.782925214878519e-10,2.1180559978042835e-13,7.785043270876323e-10,7.785043270876324e-10,7.785043270876323e-10,-1.0339757656912846e-25,1.3281567355693001e-16,3.33646948040265e-11
5.3177247874300556e-05,0.00026216752311563246,8.275872855733123e-10,2.39531830830611e-13,8.27826817404143e-10,8.27826817404143e-10,8.27826817404143e-10,0.0,0.0,3.773227166702853e-11
5.655639382969606e-05,0.0002787690048291536,8.799933770087039e-10,2.7088416392645245e-13,8.802642611726303e-10,8.802642611726304e-10,8.802642611726303e-10,-1.0339757656912846e-25,1.1746197264829198e-16,4.267105055777242e-11
6.0150267471166206e-05,0.0002964178710207231,9.357057592723354e-10,3.063361556599431e-13,9.360120954279953e-10,9.360120954279953e-10,9.360120954279953e-10,0.0,0.0,4.8255628517982167e-11
6.397251366039366e-05,0.00031517969528623723,9.949314293010824e-10,3.4642306143717207e-13,9.952778523625195e-10,9.952778523625197e-10,9.952778523625195e-10,-2.0679515313825692e-25,2.0777630351904376e-16,5.457032170022824e-11
6.803764432121665e-05,0.0003351240909710972,1.0578901363563163e-09,3.917498504176766e-13,1.0582818862067339e-09,1.058281886206734e-09,1.0582818862067339e-09,-2.0679515313825692e-25,1.9540649408588642e-16,6.171042792191836e-11
7.236109353705672e-05,0.000356324951487762,1.1248151406371337e-09,4.430002607405932e-13,1.1252581408978742e-09,1.1252581408978742e-09,1.1252581408978742e-09,0.0,0.0,6.978365309055362e-11
7.695927614951026e-05,0.00037886070388380976,1.1959540137216213e-09,5.00947013878939e-13,1.1964549607355002e-09,1.1964549607355006e-09,1.1964549607355002e-09,-4.1359030627651384e-25,3.4567979560406197e-16,7.891172022074015e-11
8.184965008058509e-05,0.0004028145762000423,1.2715694825393094e-09,5.664633414032315e-13,1.2721359458807126e-09,1.2721359458807126e-09,1.2721359458807126e-09,0.0,0.0,8.923218518859153e-11
8.705078261520076e-05,0.0004282748790952077,1.3519403183792268e-09,6.405360154729638e-13,1.3525808543946997e-09,1.3525808543947e-09,1.3525808543946997e-09,-2.0679515313825692e-25,1.5288930969734955e-16,1.0090048936098724e-10
9.258242089560769e-05,0.00045533530258177476,1.4373622735991905e-09,7.242800192172615e-13,1.4380865536184078e-09,1.4380865536184078e-09,1.4380865536184078e-09,0.0,0.0,1.1409227054851147e-10
9.846556689537107e-05,0.0004840952281083337,1.5281490667799676e-09,8.189551413347661e-13,1.5289680219213023e-09,1.5289680219213026e-09,1.5289680219213023e-09,-2.0679515313825692e-25,1.3525145730543006e-16,1.2900597707118657e-10
0.00010472255715757342,0.0005146600568288628,1.6246334189767087e-09,9.259846830643792e-13,1.625559403659773e-09,1.6255594036597729e-09,1.625559403659773e-09,2.0679515313825692e-25,1.2721476229824622e-16,1.458658145756024e-10
0.0001113771475999778,0.0005471415545285726,1.727168142550392e-09,1.0469765587763472e-12,1.7282151191091683e-09,1.7282151191091685e-09,1.7282151191091683e-09,-2.0679515313825692e-25,1.1965822474973615e-16,1.6492506990729048e-10
0.00011845460370913158,0.0005816582137551936,1.8361272843118949e-09,1.1837470970080486e-12,1.837311031408903e-09,1.837311031408903e-09,1.837311031408903e-09,0.0,0.0,1.864698603708749e-10
0.0001259817964658508,0.0006183356337160881,1.9519073247476476e-09,1.3383478884032512e-12,1.953245672636051e-09,1.9532456726360505e-09,1.953245672636051e-09,4.1359030627651384e-25,2.1174515426845556e-16,2.108233629539475e-10
0.00013398730436628458,0.0006573069182799356,2.074928434396208e-09,1.5130960566294946e-12,2.0764415304528375e-09,2.076441530452838e-09,2.0764415304528375e-09,-4.1359030627651384e-25,1.9918225493511323e-16,2.383505827558578e-10
0.0001425015219259054,0.0006987130927004608,2.205635789324925e-09,1.710608380628824e-12,2.207346397705554e-09,2.207346397705554e-09,2.207346397705554e-09,0.0,0.0,2.6946372809811117e-10
0.00015155677507837893,0.0007427035394581393,2.344500946956548e-09,1.933839747809583e-12,2.3464347867043575e-09,2.346434786704358e-09,2.3464347867043575e-09,-4.1359030627651384e-25,1.7626328616505662e-16,3.0462826786661937e-10
0.0001611874439074515,0.0007894364531451327,2.4920232820098197e-09,2.1861265070181906e-12,2.4942094085168377e-09,2.4942094085168386e-09,2.4942094085168377e-09,-8.271806125530277e-25,3.316404026576517e-16,3.44369760692202e-10
0.0001714300931778293,0.0008390793153354633,2.6487314855277103e-09,2.471235278033337e-12,2.6512027208057436e-09,2.6512027208057445e-09,2.6512027208057436e-09,-8.271806125530277e-25,3.1200202310505846e-16,3.8928154367023844e-10
0.00018232361116063742,0.0008918093887604428,2.815185124846768e-09,2.7934179553570297e-12,2.8179785428021247e-09,2.817978542802125e-09,2.8179785428021247e-09,-4.1359030627651384e-25,1.4676843701771068e-16,4.4003339683744846e-10
0.00019390935728053616,0.0009478142314155015,2.991976266484162e-09,3.157473629693882e-12,2.995133740113856e-09,2.995133740113856e-09,2.995133740113856e-09,0.0,0.0,4.973812973580915e-10
0.00020623131914506758,0.0010072922302506546,3.1797311608446138e-09,3.568818287337922e-12,3.1832999791319516e-09,3.183299979131953e-09,3.1832999791319516e-09,-1.2407709188295415e-24,3.897750532351289e-16,5.621783989256977e-10
0.0002193362795524249,0.001070453154032656,3.3791119874468263e-09,4.033563267937401e-12,3.3831455507147635e-09,3.3831455507147635e-09,3.3831455507147635e-09,0.0,0.0,6.353873908290253e-10
0.00023327399411172362,0.0011375187251467186,3.5908186599366558e-09,4.558603512580433e-12,3.5953772634492363e-09,3.5953772634492367e-09,3.5953772634492363e-09,-4.1359030627651384e-25,1.150339104830781e-16,7.180943992391254e-10
0.0002480973801501451,0.0012087232094075767,3.815590687950592e-09,5.151716828643861e-12,3.820742404779236e-09,3.820742404779236e-09,3.820742404779236e-09,0.0,0.0,8.115246239129536e-10
0.00026386271762417684,0.001284314023132828,4.0542090934712735e-09,5.821675483401231e-12,4.0600307689546745e-09,4.060030768954676e-09,4.0600307689546745e-09,-1.6543612251060553e-24,4.0747504618838116e-16,9.17059916985792e-10
0.00028062986279774857,0.001364552356088797,4.307498377287978e-09,6.578371622240528e-12,4.314076748910219e-09,4.314076748910219e-09,4.314076748910219e-09,0.0,0.0,1.0362585394864768e-09
0.00029846247549853664,0.0014497138088486407,4.57632853095241e-09,7.432958171189683e-12,4.5837614891236e-09,4.583761489123601e-09,4.5837614891236e-09,-8.271806125530277e-25,1.8045891229632494e-16,1.1708773570195037e-09
0.0003174282608152608,0.0015400890425805638,4.861617087972752e-09,8.398007063707589e-12,4.8700150950364595e-09,4.8700150950364595e-09,4.8700150950364595e-09,0.0,0.0,1.322896764453504e-09
0.000337599226153625,0.0016359844389111475,5.164331206811954e-09,9.48768685467173e-12,5.173818893666625e-09,5.173818893666625e-09,5.173818893666625e-09,0.0,0.0,1.4945486645794865e-09
0.0003590519546268674,0.0017377227669980618,5.485489776643962e-09,1.0717962001847333e-11,5.49620773864581e-09,5.49620773864581e-09,5.49620773864581e-09,0.0,0.0,1.6883478599409197e-09
