time_s,pnm_loading_mol_kg,trial_1_loading_mol_kg,trial_2_loading_mol_kg,trial_4_loading_mol_kg,trial_8_loading_mol_kg
0.2961728572937903,9.783695067077966e-05,2.519555288308434e-05,7.066226072710307e-05,5.683433186520913e-05,6.891239213014982e-05
0.3149931489190346,0.0001048837531145,2.7269583812466787e-05,7.624211761154139e-05,6.134641398516355e-05,7.435665424357523e-05
0.3350093751754794,0.0001123940155235,2.9486281754222623e-05,8.219954100597326e-05,6.616417256979847e-05,8.016933957380566e-05
0.3562975316784205,0.0001203956997521,3.185362630696393e-05,8.85561409450452e-05,7.130506787479936e-05,8.637153029110506e-05
0.3789384431812964,0.0001289184759727,3.4380082439739415e-05,9.533486124357509e-05,7.678763988835103e-05,9.298561191688377e-05
0.4030180704430672,0.0001379938556405,3.7074655311760007e-05,0.0001025601123565279,8.263161491500053e-05,0.0001000354026096416
0.4286278365954661,0.0001476553388873,3.9946949050930264e-05,0.00011025791566926196,8.885801992075306e-05,0.00010754628852257819
0.455864974249246,0.0001579385677394,4.300722541237921e-05,0.00011845604719370702,9.548930454653876e-05,0.0001155453679812965
0.4848328946572759,0.0001688814849632,4.626645777822813e-05,0.0001271841830210581,0.00010254946021425669,0.000124061598308525
0.5156415803360923,0.0001805245015217,4.973639500136682e-05,0.00013647405391861708,0.00011006413785432306,0.00013312593891621086
0.5484080026365689,0.0001929106717211,5.34296254591339e-05,0.000146359596151766,0.00011806077536901998,0.00014277149785388456
0.583256565849098,0.0002060858721012,5.7359632080276524e-05,0.00015687709841666998,0.0001265687192388457,0.0001530336831871863
0.6203195795294159,0.0002200989828651,6.154084880062553e-05,0.00016806534988138923,0.00013561934226868276,0.00016395034526856602
0.6597377608383529,0.0002350020781825,6.598871666988084e-05,0.0001799657959950223,0.00014524616435402922,0.0001755619200218535
0.7016607688027423,0.0002508506233904,7.071974574748709e-05,0.0001926226851070058,0.00015548497831377507,0.00018791158102700442
0.7462477725259145,0.0002677036747126,7.575157178529901e-05,0.00020608322134910633,0.00016637397390345334,0.0002010453890398278
0.7936680555051042,0.0002856240878972,8.11030116695942e-05,0.0002203977281651149,0.0001779538630171744,0.00021501244612114563
0.8441016583501812,0.0003046787411467,8.679412687971933e-05,0.00023561981676351127,0.0001902680208003166,0.00022986506326610318
0.8977400623439151,0.000324938766819,9.284629250597064e-05,0.0002518065633874684,0.0002033626298114484,0.0002456589295512508
0.9547869164390482,0.0003464797931474,9.928226778894705e-05,0.0002690186978045427,0.00021728683129523563,0.00026245330385080953
1.0154588104523672,0.0003693822047168,0.00010612626949863853,0.0002873208174883758,0.00023209289461933322,0.0002803112173449104
1.0799860973913584,0.0003937314216833,0.00011340405672661803,0.00030678160550622426,0.0002478363991153992,0.00029929968667157745
1.1486137680355757,0.0004196181909904,0.00012114302239137611,0.0003274740664877237,0.0002645764248211004,0.0003194899474764906
1.2216023810932433,0.000447138898232,0.0001293722890492608,0.00034947578772527165,0.00028237575978267516,0.00034095770655806647
1.2992290524646235,0.000476395902709,0.00013812281145964648,0.00037286921345545975,0.00030130112432544785,0.00036378340845235577
1.3817885073680785,0.0005074978893864,0.0001474274894481138,0.00039774193452250627,0.00032142340813735273,0.0003880525214068249
1.469594199323442,0.000540560242087,0.0001573212865200232,0.00042418700223426233,0.0003428179218332266,0.00041385584219638194
1.5629795002411386,0.0005757054395068,0.0001678413564184378,0.0004523032605253294,0.00036556466607524566,0.00044128981888717984
1.662298966135469,0.0006130634747672,0.0001790271776188975,0.00048219569523029145,0.0003897486167370323,0.00047045689330214456
1.7679296832675877,0.000652772296007,0.00019092069624905062,0.0005139758057321038,0.00041546002566459505,0.0005014658641254659
1.880272699829084,0.0006949782715385,0.00020356647670358036,0.000547761999315612,0.00044279473969641576,0.0005344322707534484
1.9997545486018304,0.0007398366799087,0.00021701186185964886,0.0005836800072322579,0.0004718545382456194,0.0005694787987268536
2.126828866375192,0.0007875122262805,0.0002313071433980648,0.0006218633226019518,0.0005027474897304445,0.0006067357083768936
2.261978116269024,0.0008381795846792,0.00024650574131174116,0.0006624536646126861,0.0005355883277938519,0.0006463412878661015
2.405715419501627,0.0008920239666711,0.0002626643934572806,0.0007056014685186319,0.0005704988486763605,0.0006884423309923279
2.5585865035572994,0.0009492417188746,0.00027984335633761853,0.0007514664020847581,0.000607608330759805,0.000733194640904326
2.7211717741501302,0.0010100409493456,0.00029810661766637,0.0008002179095964522,0.0006470539766871014,0.0007807635615527977
2.8940885188506336,0.0010746421836809,0.00031752212091456226,0.0008520357854420581,0.0006889813792067321,0.0008313245375745345
3.0779932507417502,0.0011432790505443,0.0003381620021654858,0.0009071107782118101,0.0007335450119736885,0.0008850637038524599
3.273584201002371,0.0012161989978786,0.00036010284026429093,0.0009656452262076418,0.0007809087461872988,0.0009421785057374088
3.4816039698819448,0.0012936640401972,0.0003834259208883385,0.0010278537254516103,0.0008312463938653666,0.0010028783511526968
3.702842346131221,0.0013759515370627,0.0004082175149485931,0.0010939638315425276,0.0008847422788160599,0.0010673852958489687
3.938139305593531,0.0014633550027133,0.00043456917374593706,0.0011642168079984624,0.0009415918360183847,0.0011359347623739252
4.188388200341461,0.0015561849457637,0.00046257803954027,0.0012388685595878704,0.001002002240725753,0.0012087762943094856
4.45453915046707,0.00165476973981,0.0004923472441895288,0.0013181901201042947,0.0010661930673742438,0.0012861743579206844
4.737602651403273,0.0017594565516147,0.0005239860118987851,0.001402468326755465,0.0011343969940319735,0.0013684091128224778
5.038653410472308,0.0018706121753443,0.0005576102434529194,0.001492007155771898,0.0012068607388207734,0.0014557779123726992
5.358834427227516,0.0019886259716425,0.0005933428242081941,0.0015871291279964848,0.0012838452962151505,0.0015485945273072566
5.699361333080262,0.0021139058645981,0.000631314131364225,0.00168817522038576,0.0013656267390264288,0.0016471914762046225
6.061527006688263,0.0022468824080452,0.0006716623437152302,0.0017955057052070932,0.0014524974155277802,0.0017519211104470587
6.446706482628578,0.0023880100341178,0.0007145336587899221,0.0019095024954954034,0.0015447678847434355,0.001863156617925047
6.856362171992004,0.0025377726434722,0.0007600830540477017,0.002030569987342674,0.0016427648336040353,0.001981291137495107
7.292049414719931,0.0026966742915847,0.000808474920448073,0.002159134764279775,0.0017468341325732335,0.002106741398910933
7.755422384764201,0.002865244686814,0.0008598830947058849,0.0022956480212769155,0.0018573427835673667,0.0022399485780359722
8.248240370490102,0.0030440455138287,0.0009144915918217399,0.002440586444253073,0.0019746772471214784,0.002381377467932481
8.772374454167297,0.0032336686824247,0.0009724951738839869,0.0025944534059107955,0.00209924596494004,0.0025315193142727995
9.32981461590873,0.003434731270333,0.0010340998720687379,0.002757780209020887,0.002231480185673582,0.0026908926852724775
9.922677289029014,0.003647882809571,0.0010995235624519626,0.002931127468233801,0.0023718349944381934,0.002860044652246132
10.553213395507772,0.0038738048436338,0.001168996560277461,0.003115086323609646,0.002520790337236534,0.0030395520639186426
11.223816892066118,0.0041132115167411,0.0012427622392383085,0.00331027961609316,0.002678852176780219,0.003230023060678135
11.937033859303233,0.0043668503772569,0.0013210777206063412,0.003517363400902932,0.002846553654786968,0.003432097932298628
12.695572168401734,0.0046355034432062,0.0014042143639543688,0.003737028208413857,0.003024455867331823,0.0036464506635564566
13.502311762103409,0.004919987856134,0.0014924585521227313,0.003970000380889722,0.0032131492543599777,0.003873790210320999
14.360315588989138,0.0052211554320502,0.0015861123372043406,0.004217043303140163,0.0034132545975942134,0.004114861765756583
15.272841232577155,0.0055398940328909,0.001685494118913124,0.004478958604069885,0.003625424114312046,0.004370448019365267
16.243353279391872,0.0058771267123448,0.0017909393022621483,0.004756587703317368,0.0038503424203488127,0.004641370071717301
17.27553647296109,0.0062338132239749,0.0019028009987036882,0.005050811820710392,0.004088727433108729,0.004928489098009427
18.37330970368344,0.0066109488125347,0.002021450697420295,0.005362555343864322,0.004341331647082911,0.005232706519679544
19.54084088768132,0.0070095615802454,0.002147278967165519,0.005692785092968017,0.004608941826080354,0.005554966033613575
20.782562791129937,0.00743071644417,0.0022806959721425562,0.006042511706894571,0.004892382087674857,0.0058962544989337555
22.10318986014265,0.0078755076466743,0.0024221323737573393,0.006412789840096303,0.005192512777348357,0.006257602087845978
23.507736120110646,0.0083450625347838,0.0025720397357037,0.006804718136535157,0.005510231552560908,0.0066400828110008345
25.001534212455446,0.0088405405140736,0.0027308911230270977,0.007219443144537879,0.005846472727553913,0.007044813197789336
26.590255641070986,0.00936312669939,0.0028991816208885457,0.007658156377772567,0.006202208410259615,0.007472957630917801
28.27993230532501,0.0099140212545071,0.003077428582286506,0.00812209281723965,0.006578450147199075,0.007925724184723334
30.07697940137416,0.0104944581417897,0.0032661723651652,0.008612533876290887,0.0069762466767936205,0.008404362803587024
31.98821977874212,0.0111056829006047,0.003465976456715355,0.00913080706880461,0.007396680247935312,0.008910168288575809
