target,model,n,n_features,loo_r2,loo_rmse,loo_mae,normalized_rmse_by_std,mae_improvement_over_global_mean_pct
final_uptake_mol_kg,porosity_only_ridge,20,1,-0.22104831992341722,0.03145979525895488,0.025484094093351208,1.0770310598711843,-11.14051728915476
final_uptake_mol_kg,compact_ridge,20,6,0.41920455938030476,0.02169706878934478,0.0176225295944763,0.7428025771284794,23.145117582008666
final_uptake_mol_kg,compact_random_forest,20,6,0.379923301071997,0.02241879019251861,0.017669011098455794,0.7675108233644675,22.94240374891201
t50_final_uptake_s,porosity_only_ridge,20,1,-0.08077904031948946,65.19456556628397,52.5098227810318,1.013281840508116,0.36788215037616456
t50_final_uptake_s,compact_ridge,20,6,0.6044695292710323,39.439637254616954,32.966848890853534,0.6129877218937746,37.44871340508989
t50_final_uptake_s,compact_random_forest,20,6,0.30478843063136796,52.28792820621155,41.66102340897741,0.8126813587748893,20.952389968481
underutilized_particle_fraction,porosity_only_ridge,20,1,-0.22665112582278524,0.02084160467892703,0.016958063458806204,1.0794992216447616,-11.44730869908175
underutilized_particle_fraction,compact_ridge,20,6,0.26102319412809427,0.01617655455966754,0.012457917783766098,0.8378710912654228,18.127360923739584
underutilized_particle_fraction,compact_random_forest,20,6,0.4265217962801636,0.014250466489854039,0.011086598337473358,0.7381085919658738,27.139584638274474
