time_s,mean_gas_concentration_mol_m3,gas_inventory_mol,adsorbed_inventory_mol,total_inventory_mol,cumulative_reservoir_input_mol,inventory_change_mol,mass_balance_residual_mol,relative_mass_balance_error,mean_loading_mol_kg
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5e-05,0.00022542032266626696,7.306873801476431e-10,1.9683889263288967e-13,7.308842190402759e-10,7.308842190402759e-10,7.308842190402759e-10,0.0,0.0,3.1007063009982625e-11
5.3177247874300556e-05,0.0002397133812742943,7.770175309746299e-10,2.2261964135228097e-13,7.772401506159822e-10,7.772401506159821e-10,7.772401506159822e-10,1.0339757656912846e-25,1.3303169745822228e-16,3.506817760626097e-11
5.655639382969606e-05,0.00025491060151266147,8.262784712046697e-10,2.5177490276722737e-13,8.265302461074369e-10,8.265302461074369e-10,8.265302461074369e-10,0.0,0.0,3.966086259688313e-11
6.0150267471166206e-05,0.00027106890393499734,8.786547056318097e-10,2.847459412601115e-13,8.789394515730698e-10,8.789394515730697e-10,8.789394515730698e-10,1.0339757656912846e-25,1.1763902096335995e-16,4.485462819055625e-11
6.397251366039366e-05,0.00028824875642403106,9.34342237519162e-10,3.2203164122590974e-13,9.34664269160388e-10,9.346642691603878e-10,9.34664269160388e-10,2.0679515313825692e-25,2.2125073137119244e-16,5.0728061193286105e-11
6.803764432121665e-05,0.0003065143905790604,9.93549270006792e-10,3.641960002290952e-13,9.93913466007021e-10,9.939134660070208e-10,9.93913466007021e-10,2.0679515313825692e-25,2.080615266931056e-16,5.737000536854433e-11
7.236109353705672e-05,0.00032593403063284533,1.0564969481330365e-09,4.1187661662031943e-13,1.0569088247496567e-09,1.0569088247496567e-09,1.0569088247496567e-09,0.0,0.0,6.488089844979543e-11
7.695927614951026e-05,0.0003465801356203767,1.1234201438110366e-09,4.657942657822048e-13,1.1238859380768188e-09,1.1238859380768188e-09,1.1238859380768188e-09,0.0,0.0,7.337428063941548e-11
8.184965008058509e-05,0.00036852965545073436,1.1945682858713567e-09,5.267637155189388e-13,1.1950950495868756e-09,1.1950950495868756e-09,1.1950950495868756e-09,0.0,0.0,8.297849830384162e-11
8.705078261520076e-05,0.00039186430154482493,1.27020623731909e-09,5.957059526571173e-13,1.270801943271747e-09,1.2708019432717472e-09,1.270801943271747e-09,-2.0679515313825692e-25,1.6272807437314094e-16,9.383862996989163e-11
9.258242089560769e-05,0.0004166708327997883,1.3506152222715023e-09,6.736619806925713e-13,1.351288884252195e-09,1.3512888842521945e-09,1.351288884252195e-09,4.1359030627651384e-25,3.0607097497541785e-16,1.0611865980023324e-10
9.846556689537107e-05,0.00044304135756103636,1.4360938047835234e-09,7.61808412484701e-13,1.4368556131960082e-09,1.4368556131960077e-09,1.4368556131960082e-09,4.1359030627651384e-25,2.878440272481951e-16,1.20003933833862e-10
0.00010472255715757342,0.00047107365240234305,1.5269589221555953e-09,8.614750639899722e-13,1.5278203972195853e-09,1.527820397219585e-09,1.5278203972195853e-09,4.1359030627651384e-25,2.7070610330192545e-16,1.3570393144044044e-10
0.0001113771475999778,0.0005008714984071625,1.6235469749707758e-09,9.741648355005317e-13,1.6245211398062764e-09,1.6245211398062762e-09,1.6245211398062764e-09,2.0679515313825692e-25,1.2729606778950084e-16,1.534553971140724e-10
0.00011845460370913158,0.0005325450357939235,1.7262149765928148e-09,1.1015761395389994e-12,1.7273165527323537e-09,1.7273165527323535e-09,1.7273165527323537e-09,2.0679515313825692e-25,1.1972047208783952e-16,1.7352587342930396e-10
0.0001259817964658508,0.0005662111375974593,1.835341764433628e-09,1.2456282301836143e-12,1.8365873926638116e-09,1.8365873926638114e-09,1.8365873926638116e-09,2.0679515313825692e-25,1.1259750228292616e-16,1.962176910451839e-10
0.00013398730436628458,0.000601993803227558,1.951329275651349e-09,1.4084897829159267e-12,1.952737765434265e-09,1.9527377654342647e-09,1.952737765434265e-09,4.1359030627651384e-25,2.118002291948998e-16,2.2187247074815932e-10
0.0001425015219259054,0.0006400245726540057,2.0746038897080015e-09,1.592611150094911e-12,2.0761965008580965e-09,2.076196500858096e-09,2.0761965008580965e-09,4.1359030627651384e-25,1.9920576212587587e-16,2.5087620449833074e-10
0.00015155677507837893,0.0006804429619842776,2.2056178402702473e-09,1.8007607558691665e-12,2.2074186010261165e-09,2.207418601026117e-09,2.2074186010261165e-09,-4.1359030627651384e-25,1.8736378595534925e-16,2.8366498854103763e-10
0.0001611874439074515,0.000723396921181785,2.344850698877508e-09,2.0360661533955017e-12,2.3468867650309038e-09,2.3468867650309038e-09,2.3468867650309038e-09,0.0,0.0,3.2073149094864656e-10
0.0001714300931778293,0.0007690433146276103,2.4928109326559764e-09,2.302060338732532e-12,2.495112992994709e-09,2.495112992994709e-09,2.495112992994709e-09,0.0,0.0,3.6263224722051046e-10
0.00018232361116063742,0.0008175484252079192,2.6500375382897965e-09,2.602733981357803e-12,2.6526402722711545e-09,2.6526402722711545e-09,2.6526402722711545e-09,0.0,0.0,4.099958878995426e-10
0.00019390935728053616,0.000869088482551425,2.817101754273288e-09,2.9425943174423686e-12,2.8200443485907306e-09,2.8200443485907306e-09,2.8200443485907306e-09,0.0,0.0,4.6353241574021586e-10
0.00020623131914506758,0.0009238502159704191,2.9946088532383996e-09,3.326731542568762e-12,2.9979355847809685e-09,2.997935584780969e-09,2.9979355847809685e-09,-4.1359030627651384e-25,1.3795836987829444e-16,5.240436642270089e-10
0.0002193362795524249,0.0009820314325896429,3.183200015927144e-09,3.760893643798183e-12,3.186960909570942e-09,3.1869609095709427e-09,3.186960909570942e-09,-8.271806125530277e-25,2.5955154017386116e-16,5.924350855020428e-10
0.00023327399411172362,0.0010438416210319474,3.38355428800493e-09,4.251570724904602e-12,3.3878058587298347e-09,3.387805858729835e-09,3.3878058587298347e-09,-4.1359030627651384e-25,1.2208205650591153e-16,6.697290337046294e-10
0.0002480973801501451,0.001109502580930227,3.596390620588323e-09,4.806090005581644e-12,3.6011967105939045e-09,3.601196710593906e-09,3.6011967105939045e-09,-1.6543612251060553e-24,4.593920738179336e-16,7.570797297292744e-10
0.00026386271762417684,0.0011792490783703112,3.822469994826552e-09,5.4327228204000364e-12,3.827902717646952e-09,3.827902717646954e-09,3.827902717646952e-09,-1.6543612251060553e-24,4.3218476203151945e-16,8.557901162453897e-10
0.00028062986279774857,0.0012533295272100884,4.062597630359383e-09,6.140805101897569e-12,4.06873843546128e-09,4.068738435461282e-09,4.06873843546128e-09,-1.6543612251060553e-24,4.066029928803956e-16,9.673308368061074e-10
