time_s,mean_gas_concentration_mol_m3,gas_inventory_mol,adsorbed_inventory_mol,total_inventory_mol,cumulative_reservoir_input_mol,mass_balance_residual_mol,relative_mass_balance_error,mean_loading_mol_kg,inlet_cell_concentration_mol_m3,top_cell_concentration_mol_m3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5e-05,6.857719896354036e-05,2.19242119231293e-10,6.249090295764818e-14,2.1930461013425066e-10,2.1930461013444497e-10,-1.9430989576753466e-22,8.860274102236735e-13,9.861719719999765e-12,0.00685531327768953,0.0
5.317724787430056e-05,7.293098871861083e-05,2.3316123676621344e-10,7.067998828370689e-14,2.3323191675449716e-10,2.3323191675472546e-10,-2.2830184906463564e-22,9.788619509769993e-13,1.1154043249129856e-11,0.0072903768886845195,0.0
5.655639382969606e-05,7.756092232939935e-05,2.479631894862296e-10,7.994276006871235e-14,2.4804313224629833e-10,2.4804313224656535e-10,-2.6702424148977425e-22,1.0765234218391536e-12,1.261580575936201e-11,0.007753013537589718,0.0
6.0150267471166206e-05,8.248447948297635e-05,2.637038601584236e-10,9.042000021941333e-14,2.63794280158643e-10,2.63794280158954e-10,-3.1096821153165384e-22,1.1788284846217074e-12,1.4269224111715893e-11,0.008244965771625336,0.0
6.397251366039366e-05,8.772024171371822e-05,2.8044265416879583e-10,1.0227095054643922e-13,2.8054492511934227e-10,2.805449251197031e-10,-3.6080584343797376e-22,1.2860893608537917e-12,1.6139428333600404e-11,0.008768085611856005,0.0
6.803764432121665e-05,9.328796382406323e-05,2.9824272785526926e-10,1.1567230745739556e-13,2.9835840016272664e-10,2.983584001631409e-10,-4.1426239052421317e-22,1.3884723550525024e-12,1.8254302970843238e-11,0.009324341743697291,0.0
7.236109353705672e-05,9.920864387080019e-05,3.171712122546855e-10,1.3082507207688432e-13,3.173020373267624e-10,3.173020373272323e-10,-4.698902867184043e-22,1.4808927502529974e-12,2.0645568108455368e-11,0.009915826240085164,0.0
7.695927614951026e-05,0.00010550459664980668,3.372994480343854e-10,1.4796305448440717e-13,3.374474110888698e-10,3.3744741108940126e-10,-5.314635435653203e-22,1.574952203217578e-12,2.3350121428541335e-11,0.010544761567117533,0.0
8.184965008058509e-05,0.00011219954341009374,3.587032723090746e-10,1.6734646200934004e-13,3.588706187710839e-10,3.588706187716839e-10,-5.999644380423679e-22,1.6718126440550701e-12,2.640902637601781e-11,0.011213509830493084,0.0
8.705078261520076e-05,0.00011931869631764575,3.814632886727226e-10,1.8926961542163786e-13,3.8165255828814424e-10,3.816525582888204e-10,-6.761684519738156e-22,1.771685888876229e-12,2.986872985441309e-11,0.011924580914100282,0.0
9.258242089560768e-05,0.0001268888510387817,4.05665163188668e-10,2.140654217104281e-13,4.0587922861037843e-10,4.058792286111392e-10,-7.607476696073626e-22,1.874320280469963e-12,3.3781768077227396e-11,0.012680641566134439,0.0
9.846556689537109e-05,0.000134938484923893,4.3139993828419365e-10,2.421104333403221e-13,4.3164204871753396e-10,4.316420487183891e-10,-8.55149657014977e-22,1.981154661725025e-12,3.82075649716264e-11,0.013484525022670871,0.0
0.0001047225571575,0.00014349786959770843,4.587643927029407e-10,2.7381926881438334e-13,4.5903821197175507e-10,4.590382119727089e-10,-9.5384264385021e-22,2.0779155612145827e-12,4.3211551684775766e-11,0.014339242514475867,0.0
0.0001113771475999,0.00015259916176682434,4.878613318176602e-10,3.0967711767086777e-13,4.88171008935331e-10,4.881710089363909e-10,-1.0599285574101358e-21,2.1712238908235644e-12,4.8870296213150095e-11,0.015247991020289078,0.0
0.0001184546037091,0.00016227653299974136,5.18800002538532e-10,3.502299894971958e-13,5.191502325280292e-10,5.191502325292049e-10,-1.1757338431675597e-21,2.2647275672777795e-12,5.5269964594696123e-11,0.016214166670058705,0.0
0.0001259817964658,0.00017256629358364798,5.516964892847711e-10,3.9609309164447067e-13,5.520925823764156e-10,5.52092582377718e-10,-1.302395874464742e-21,2.3590171576942125e-12,6.250764300002615e-11,0.01724137680776671,0.0
0.0001339873043662,0.00018350702325521553,5.866741319325327e-10,4.47960930223437e-13,5.871220928627561e-10,5.871220928641965e-10,-1.4403282416079594e-21,2.4532005508113503e-12,7.069293177549189e-11,0.018333452673552644,0.0
0.0001425015219259,0.00019513971857804311,6.238639969823518e-10,5.066068013744952e-13,6.243706037837263e-10,6.243706037853117e-10,-1.5853950415344467e-21,2.5391891160839802e-12,7.994786516025861e-11,0.019494464194321194,0.0
0.0001515567750783,0.00020750791871874572,6.634052796667916e-10,5.729232683646284e-13,6.639782029351563e-10,6.639782029368961e-10,-1.7398710209287246e-21,2.620373700872949e-12,9.0413298996613e-11,0.020728730917451026,0.0
0.0001611874439074,0.00022065787897455338,7.054458587202367e-10,6.479121243122349e-13,7.060937708445489e-10,7.060937708464528e-10,-1.9039629749439315e-21,2.696473263971008e-12,1.0224732674269831e-10,0.022040839820728485,0.0
0.0001714300931778,0.00023463872913207054,7.501428026537277e-10,7.327087921557029e-13,7.508755114458833e-10,7.50875511447787e-10,-1.903652782214224e-21,2.5352441958637464e-12,1.1562913004339541e-10,0.02343566021112129,1.4148091464937907e-277
0.0001823236111606,0.00024950265135917685,7.976629384774797e-10,8.285941937630229e-13,7.984915326712427e-10,7.984915326729183e-10,-1.6756611258792958e-21,2.0985333686258232e-12,1.3076085180027034e-10,0.024918361024790576,4.748448416493417e-277
0.0001939093572805,0.0002653050660601365,8.481834458818736e-10,9.370120555890724e-13,8.491204579374626e-10,8.491204579388341e-10,-1.3714654556129199e-21,1.6151600668555704e-12,1.478703271857481e-10,0.026494428735678307,8.755298432585803e-277
0.000206231319145,0.0002821048227339044,9.018924674137263e-10,1.059597335566939e-12,9.029520647492932e-10,9.029520647502647e-10,-9.71523629443531e-22,1.0759415337426927e-12,1.6721556970462684e-10,0.028169685393325494,1.3561903104762287e-276
0.0002193362795524,0.0002999644081624661,9.589897740568852e-10,1.1981976681554907e-12,9.601879717250407e-10,9.601879717254955e-10,-4.54742541751027e-22,4.735974154454745e-13,1.8908815544744111e-10,0.029950308598780954,1.931855452055833e-276
0.0002332739941117,0.0003189501643062028,1.0196874618462974e-09,1.3549009041329238e-12,1.0210423627504303e-09,1.0210423627502244e-09,2.059679725257039e-22,2.0172323895639175e-13,2.1381756915864585e-10,0.031842852236404456,2.6203820446223844e-276
0.0002480973801501,0.0003391325183474936,1.0842106873201365e-09,1.5320661909522972e-12,1.0857427535110887e-09,1.0857427535100463e-09,1.0424543669699531e-21,9.601301630601273e-13,2.4177610904260504e-10,0.033854268284734215,3.4429949970275025e-276
0.0002638627176241,0.0003605862254374276,1.1527984435839237e-09,1.73235904356161e-12,1.1545308026274852e-09,1.1545308026253898e-09,2.0954552867499574e-21,1.8149843052962406e-12,2.7338442130672667e-10,0.03599192974470127,4.42493300273582e-276
0.0002806298627977,0.00038339062471174837,1.225704378796541e-09,1.9587909116936557e-12,1.2276631697082347e-09,1.2276631697048232e-09,3.4114996413218244e-21,2.7788563878906608e-12,3.0911774429467503e-10,0.03826365472246292,5.596219987294562e-276
0.0002984624754985,0.00040762990914654544,1.3031976589020814e-09,2.214763812463488e-12,1.305412422714545e-09,1.3054124227094964e-09,5.048490073564266e-21,3.867352559022047e-12,3.495129519782352e-10,0.04067773170217649,6.992587178311818e-276
0.0003174282608152,0.00043339340982856536,1.3855638764454075e-09,2.5041206675011574e-12,1.3880679971129086e-09,1.3880679971058314e-09,7.077150525850567e-21,5.098561843202625e-12,3.951764976846563e-10,0.04324294604179612,8.656575571366407e-276
