effective_diffusivity_m2_s,normalized_rmse
1.6336495955869183e-07,0.3710348521880302
9.181895579395011e-07,0.05247479070085661
2.6688110011613023e-06,0.5532804002490561
5.744033458605028e-07,0.10204787325201628
1.3801613110184576e-06,0.21321003734003413
7.967160728749329e-07,0.015000644601557592
7.60991636354222e-07,0.02078478450553013
8.026362208351844e-07,0.01534664621573553
7.939302633210474e-07,0.014979691700775788
7.927123051045151e-07,0.014999639756022613
7.951500928624066e-07,0.014977479438977832
