pore_id,particle_index,particle_id
0,1703,1704
0,1710,1711
0,1717,1718
0,1751,1752
1,1703,1704
1,1749,1750
1,1751,1752
1,1783,1784
2,1710,1711
2,1742,1743
2,1749,1750
2,1751,1752
3,1703,1704
3,1710,1711
3,1749,1750
3,1751,1752
4,1681,1682
4,1786,1787
4,1823,1824
4,1842,1843
5,431,432
5,450,451
5,484,485
5,504,505
6,1701,1702
6,1777,1778
6,1807,1808
6,1829,1830
7,1701,1702
7,1765,1766
7,1777,1778
7,1829,1830
8,1556,1557
8,1703,1704
8,1751,1752
8,1783,1784
9,1556,1557
9,1749,1750
9,1751,1752
9,1783,1784
10,1703,1704
10,1710,1711
10,1753,1754
10,1796,1797
11,1703,1704
11,1710,1711
11,1717,1718
11,1753,1754
12,15,16
12,61,62
12,362,363
12,391,392
13,1748,1749
13,1765,1766
13,1777,1778
13,1829,1830
14,1748,1749
14,1777,1778
14,1807,1808
14,1829,1830
15,1616,1617
15,1728,1729
15,1807,1808
15,1812,1813
16,1616,1617
16,1728,1729
16,1790,1791
16,1812,1813
17,55,56
17,70,71
17,92,93
17,372,373
18,21,22
18,73,74
18,108,109
18,285,286
19,6,7
19,73,74
19,108,109
19,152,153
20,21,22
20,73,74
20,108,109
20,152,153
21,1411,1412
21,1541,1542
21,1565,1566
21,1665,1666
22,1541,1542
22,1574,1575
22,1665,1666
22,1809,1810
23,115,116
23,141,142
23,271,272
23,394,395
24,141,142
24,271,272
24,394,395
24,524,525
25,182,183
25,183,184
25,243,244
25,524,525
26,182,183
26,183,184
26,271,272
26,524,525
27,183,184
27,271,272
27,394,395
27,524,525
28,463,464
28,486,487
28,504,505
28,598,599
29,486,487
29,504,505
29,516,517
29,712,713
30,61,62
30,362,363
30,391,392
30,554,555
31,61,62
31,262,263
31,362,363
31,554,555
32,15,16
32,61,62
32,391,392
32,554,555
33,1705,1706
33,1717,1718
33,1746,1747
33,1809,1810
34,1651,1652
34,1705,1706
34,1717,1718
34,1809,1810
35,1453,1454
35,1651,1652
35,1705,1706
35,1809,1810
36,1703,1704
36,1705,1706
36,1717,1718
36,1751,1752
37,1556,1557
37,1703,1704
37,1705,1706
37,1751,1752
38,1556,1557
38,1703,1704
38,1705,1706
38,1783,1784
39,1694,1695
39,1786,1787
39,1823,1824
39,1842,1843
40,1681,1682
40,1694,1695
40,1786,1787
40,1842,1843
41,1666,1667
41,1681,1682
41,1694,1695
41,1786,1787
42,1678,1679
42,1811,1812
42,1840,1841
42,1846,1847
43,1616,1617
43,1715,1716
43,1790,1791
43,1812,1813
44,1249,1250
44,1283,1284
44,1360,1361
44,1366,1367
45,431,432
45,484,485
45,747,748
45,780,781
46,57,58
46,71,72
46,141,142
46,344,345
47,57,58
47,71,72
47,141,142
47,524,525
48,57,58
48,141,142
48,394,395
48,524,525
49,57,58
49,183,184
49,394,395
49,524,525
50,61,62
50,90,91
50,262,263
50,362,363
51,124,125
51,136,137
51,221,222
51,368,369
52,70,71
52,92,93
52,117,118
52,372,373
53,1616,1617
53,1788,1789
53,1807,1808
53,1812,1813
54,1701,1702
54,1788,1789
54,1807,1808
54,1829,1830
55,1788,1789
55,1807,1808
55,1812,1813
55,1829,1830
56,239,240
56,296,297
56,371,372
56,379,380
57,21,22
57,73,74
57,147,148
57,152,153
58,21,22
58,73,74
58,147,148
58,285,286
59,95,96
59,155,156
59,242,243
59,352,353
60,1753,1754
60,1779,1780
60,1796,1797
60,1833,1834
61,1735,1736
61,1779,1780
61,1796,1797
61,1833,1834
62,1735,1736
62,1779,1780
62,1830,1831
62,1833,1834
63,9,10
63,57,58
63,71,72
63,344,345
64,9,10
64,95,96
64,242,243
64,352,353
65,9,10
65,57,58
65,71,72
65,387,388
66,9,10
66,95,96
66,242,243
66,384,385
67,42,43
67,132,133
67,155,156
67,352,353
68,42,43
68,94,95
68,132,133
68,352,353
69,18,19
69,42,43
69,51,52
69,272,273
70,51,52
70,272,273
70,330,331
70,352,353
71,42,43
71,51,52
71,272,273
71,352,353
72,51,52
72,94,95
72,330,331
72,352,353
73,42,43
73,51,52
73,94,95
73,352,353
74,886,887
74,897,898
74,971,972
