time_s,mean_gas_concentration_mol_m3,gas_inventory_mol,adsorbed_inventory_mol,total_inventory_mol,cumulative_reservoir_input_mol,inventory_change_mol,mass_balance_residual_mol,relative_mass_balance_error,mean_loading_mol_kg
0.0,0.36791468735800326,1.1925749011612418e-06,0.0,1.1925749011612418e-06,0.0,0.0,0.0,0.0,0.0
1e-05,0.3679545283683087,1.1927040435699572e-06,8.243971183432079e-11,1.1927864832817916e-06,2.1158212054990852e-10,2.1158212054982958e-10,-7.894404971052958e-23,3.731130471012935e-13,1.2986322495417651e-08
1.0969857978923841e-05,0.3679583360956787,1.1927163861054632e-06,9.043562357043668e-11,1.1928068217290335e-06,2.3192056779190447e-10,2.3192056779178016e-10,-1.243097364302347e-22,5.360013456925225e-13,1.4245879159792923e-08
1.2033778407775906e-05,0.36796250217417936,1.192729890216136e-06,9.920711201637489e-11,1.1928290973281522e-06,2.5419616691083694e-10,2.541961669104824e-10,-3.545502900555415e-22,1.3947900724242834e-12,1.5627608610190654e-08
1.3200884008314168e-05,0.36796705928583817,1.192744661838941e-06,1.0882941453204044e-10,1.192853491253473e-06,2.785900922316442e-10,2.7859009223116146e-10,-4.827632850012608e-22,1.7328803086071313e-12,1.7143362618016765e-08
1.448118227674533e-05,0.36797204290553454,1.1927608159637178e-06,1.1938506890945133e-10,1.1928802010326272e-06,3.0529987138570357e-10,3.0529987138543675e-10,-2.66817446336636e-22,8.739520430375471e-13,1.8806142955855805e-08
1.588565129428053e-05,0.36797749150932724,1.192778477308461e-06,1.3096462209671863e-10,1.1929094419305577e-06,3.3454076931613673e-10,3.3454076931593557e-10,-2.0115998521523942e-22,6.013018551563914e-13,2.0630213039275126e-08
1.742633386009651e-05,0.36798344679190637,1.192797781024179e-06,1.4366740779234343e-10,1.1929414484319712e-06,3.6654727072949004e-10,3.6654727072942873e-10,-6.131476290549318e-23,1.672765501253538e-13,2.2631220417431508e-08
1.9116440753857038e-05,0.367989953895889,1.1928188734381422e-06,1.5760239961344802e-10,1.1929764758377556e-06,4.015746765141076e-10,4.015746765138023e-10,-3.0533304360863634e-22,7.603393875806553e-13,2.4826331168468047e-08
2.0970464013232308e-05,0.3679970616517307,1.1928419128315441e-06,1.7288914719817946e-10,1.1930148019787424e-06,4.3990081750064285e-10,4.3990081750064445e-10,1.6026624368214911e-24,3.643235868319666e-15,2.7234377359123496e-08
2.3004301197729168e-05,0.36800482282857755,1.1928670702526232e-06,1.896588033212731e-10,1.1930567290559445e-06,4.818278947025353e-10,4.818278947027688e-10,2.3347172789309206e-22,4.845541955123139e-13,2.987601884119726e-08
2.523539170434766e-05,0.36801329439623864,1.1928945303658322e-06,2.0805525089180755e-10,1.193102585616724e-06,5.276844554823429e-10,5.276844554823142e-10,-2.874452628621771e-23,5.447294493437953e-14,3.2773920781964896e-08
2.7682866303920665e-05,0.36802253779884025,1.1929244923388733e-06,2.282363395701079e-10,1.1931527286784434e-06,5.778275172018756e-10,5.778275172016806e-10,-1.9500782940937627e-22,3.37484497716031e-13,3.5952948462359136e-08
3.0367711180354606e-05,0.3680326192404176,1.1929571707684271e-06,2.50375242694131e-10,1.1932075460111212e-06,6.326448498796142e-10,6.326448498794896e-10,-1.245940797657998e-22,1.96941585455898e-13,3.944038102691211e-08
3.33129478793467e-05,0.3680436099835105,1.1929927966480348e-06,2.7466194625307527e-10,1.1932674585942878e-06,6.925574330462163e-10,6.925574330460701e-10,-1.4620417326874764e-22,2.1110765157146328e-13,4.326614603444765e-08
3.654383070957255e-05,0.3680555866619568,1.1930316183819996e-06,3.013048827967995e-10,1.1933329232647964e-06,7.580221035543583e-10,7.580221035546876e-10,3.2932128137267414e-22,4.344481247028903e-13,4.746307683979902e-08
4.008806328898465e-05,0.3680686316100659,1.1930739028523848e-06,3.3053272443428553e-10,1.193404435576819e-06,8.295344155774176e-10,8.295344155772786e-10,-1.3896634290890865e-22,1.6752330017818218e-13,5.206719503604158e-08
4.3976036093027215e-05,0.3680828332096684,1.1931199365439556e-06,3.625963504647151e-10,1.1934825328944202e-06,9.076317331787399e-10,9.076317331784929e-10,-2.4691341284707876e-22,2.720414060252498e-13,5.711802040574257e-08
4.824108704165374e-05,0.368098286259842,1.1931700267426257e-06,3.977710067117872e-10,1.1935677977493375e-06,9.928965880959209e-10,9.928965880957505e-10,-1.703992061859237e-22,1.716182815299008e-13,6.26589110702799e-08
5.2919787359584364e-05,0.36811509237059314,1.1932245028115533e-06,4.363586753129212e-10,1.1936608614868662e-06,1.0859603256245968e-09,1.085960325624427e-09,-1.6977882072650893e-22,1.563398005621058e-13,6.873743679108438e-08
5.8052255160948955e-05,0.3681333603867945,1.193283717565311e-06,4.786906755607608e-10,1.1937624082408717e-06,1.1875070796302306e-09,1.1875070796299731e-09,-2.5745996565712986e-22,2.1680709957308085e-13,7.540578866741494e-08
6.368249944718586e-05,0.3681532068476069,1.193348048759077e-06,5.251305184259473e-10,1.193873179277503e-06,1.298278116261268e-09,1.2982781162611934e-09,-7.465305028291075e-23,5.750158563705422e-14,8.272122879529711e-08
6.985879746785249e-05,0.36817475648463033,1.1934179007033628e-06,5.760770396257828e-10,1.1939939777429887e-06,1.419076581746816e-09,1.4190765817469452e-09,1.2924697071141057e-22,9.107822112905416e-14,9.074658380442583e-08
7.663410868007462e-05,0.36819814277324975,1.1934937060511707e-06,6.319678385562443e-10,1.194125673889727e-06,1.5507727284851033e-09,1.5507727284852387e-09,1.3545082530555828e-22,8.734408518897784e-14,9.955078657621852e-08
8.406652885618316e-05,0.36822350853141783,1.1935759277389142e-06,6.932830531198906e-10,1.194269210792034e-06,1.6943096307926228e-09,1.6943096307923422e-09,-2.8062102280861464e-22,1.6562558443189396e-13,1.0920947087389637e-07
9.221978823334323e-05,0.3682510065758382,1.193665061113399e-06,7.605495034522935e-10,1.1944256106168512e-06,1.8507094556093958e-09,1.8507094556094512e-09,5.542110104105285e-23,2.9945867987583336e-14,1.1980562408333673e-07
0.0001011637979766207,0.368280800437524,1.1937616362512667e-06,8.343452408316322e-10,1.1945959814920983e-06,2.0210803308566343e-09,2.0210803308565363e-09,-9.802090258753378e-23,4.849926105905333e-14,1.3143030378043717e-07
0.00011097524964120722,0.3683130651392089,1.193866220478929e-06,9.153045416659044e-10,1.1947815250205947e-06,2.2066238593530192e-09,2.2066238593529853e-09,-3.3914405114674135e-23,1.5369363913529794e-14,1.4418342440936805e-07
0.00012173827277396621,0.3683479880318685,1.1939794210841041e-06,1.0041233904296087e-09,1.1949835444745337e-06,2.408643313291938e-09,2.408643313291951e-09,1.3234889800848443e-23,5.494748735859939e-15,1.581746209826317e-07
0.00013354515629298989,0.3683857697068583,1.194101888272463e-06,1.10156549978664e-09,1.1952034537722496e-06,2.628552611007999e-09,2.6285526110078578e-09,-1.4103429444029122e-22,5.365473525226771e-14,1.735241974014245e-07
0.00014649713983072847,0.3684266249658769,1.194234318311709e-06,1.208468920982515e-09,1.1954427872326915e-06,2.867886071450001e-09,2.86788607144975e-09,-2.510493159098439e-22,8.75381063456658e-14,1.9036416775822453e-07
0.00016070528182616383,0.3684707837428915,1.194377456519949e-06,1.3257533029698145e-09,1.1957032098229187e-06,3.128308661677095e-09,3.1283086616769447e-09,-1.5054687148465104e-22,4.8124046494805415e-14,2.0883939983113358e-07
0.0001762914118095948,0.3685184920841659,1.1945321004423987e-06,1.4544278644476289e-09,1.1959865283068463e-06,3.4116271456044007e-09,3.411627145604515e-09,1.1415092453231782e-22,3.3459378666097205e-14,2.2910887088005685e-07
