time_s,mean_gas_concentration_mol_m3,gas_inventory_mol,adsorbed_inventory_mol,total_inventory_mol,cumulative_reservoir_input_mol,inventory_change_mol,mass_balance_residual_mol,relative_mass_balance_error,mean_loading_mol_kg
0.0,0.41018523976519766,1.3295925348443141e-06,0.0,1.3295925348443141e-06,0.0,0.0,0.0,0.0,0.0
1e-05,0.41019951132434834,1.3296387953058515e-06,9.053819273933335e-11,1.3297293334985909e-06,1.3679865427672404e-10,1.367986542767084e-10,-1.563888345608068e-23,1.1432044809772372e-13,1.4262036376694119e-08
1.0969857978923841e-05,0.41020089433327706,1.3296432782520156e-06,9.93192897833066e-11,1.329742597541799e-06,1.5006269748489692e-10,1.5006269748475203e-10,-1.4488585416749125e-22,9.655021307482048e-13,1.564527942230022e-08
1.2033778407775906e-05,0.41020241124559087,1.3296481952385206e-06,1.0895206477586158e-10,1.3297571473032965e-06,1.6461245898232668e-10,1.6461245898234917e-10,2.248897290378544e-23,1.3661768400043678e-13,1.7162683107923424e-08
1.3200884008314168e-05,0.410204075001743,1.3296535882111223e-06,1.1951912575450163e-10,1.3297731073368768e-06,1.8057249256280668e-10,1.8057249256263165e-10,-1.750262477373922e-22,9.69285217550589e-13,1.882726027157423e-08
1.448118227674533e-05,0.41020589978789246,1.3296595031534626e-06,1.311110940620027e-10,1.3297906142475246e-06,1.980794032106148e-10,1.9807940321048154e-10,-1.332536268034643e-22,6.72728333403639e-13,2.0653286047845792e-08
1.588565129428053e-05,0.4102079011548456,1.3296659904726112e-06,1.4382738182783033e-10,1.329809817854439e-06,2.172830101247676e-10,2.1728301012493102e-10,1.6341986976750753e-22,7.521060651430876e-13,2.2656420340739116e-08
1.742633386009651e-05,0.4102100961481531,1.3296731054207682e-06,1.5777704491570478e-10,1.3298308824656839e-06,2.3834762136984956e-10,2.3834762136970507e-10,-1.4449811325535702e-22,6.062494453474572e-13,2.4853842184299518e-08
1.9116440753857038e-05,0.41021250345037946,1.3296809085564224e-06,1.730797186694126e-10,1.3298539882750919e-06,2.6145343077787624e-10,2.614534307777234e-10,-1.5282161816917186e-22,5.84507985664969e-13,2.7264397146053775e-08
2.0970464013232308e-05,0.4102151435366286,1.3296894662484793e-06,1.8986664450194321e-10,1.3298793328929813e-06,2.8679804866725475e-10,2.8679804866711475e-10,-1.4000031867459993e-22,4.881494812296626e-13,2.9908759040549663e-08
2.3004301197729168e-05,0.4102180388445087,1.329698851227192e-06,2.082817961564001e-10,1.3299071330233484e-06,3.1459817903447636e-10,3.145981790342148e-10,-2.6154416993161044e-22,8.313594526653258e-13,3.2809607343700113e-08
2.523539170434766e-05,0.41022121395980576,1.329709143186012e-06,2.284831153271852e-10,1.3299376263013393e-06,3.450914570251199e-10,3.4509145702510364e-10,-1.6233419521353168e-23,4.7040919706602604e-14,3.5991821834113486e-08
2.7682866303920665e-05,0.41022469581924115,1.3297204294388165e-06,2.506438672739448e-10,1.3299710733060904e-06,3.785384617764693e-10,3.7853846177620863e-10,-2.6066529053077285e-22,6.886097896300384e-13,3.948269613629373e-08
3.0367711180354606e-05,0.4102285139317862,1.3297328056372873e-06,2.7495412809707375e-10,1.3300077597653843e-06,4.152249210703231e-10,4.1522492107017747e-10,-1.4563548659761744e-22,3.5073879049025674e-13,4.3312172003838415e-08
3.33129478793467e-05,0.4102327006201168,1.3297463765535719e-06,3.016224164815009e-10,1.3300479989700533e-06,4.5546412573927144e-10,4.5546412573913144e-10,-1.4000031867459993e-22,3.073794636347332e-13,4.751309636001493e-08
3.654383070957255e-05,0.410237291283904,1.3297612569337264e-06,3.3087748396532177e-10,1.3300921344176917e-06,4.995995733776983e-10,4.995995733775254e-10,-1.7288074802358278e-22,3.460386222005129e-13,5.21215033099764e-08
4.008806328898465e-05,0.41024232468675953,1.329777572427832e-06,3.629702791625658e-10,1.3301405427069946e-06,5.480078626806129e-10,5.480078626804102e-10,-2.027626476520609e-22,3.699995227445012e-13,5.717692355511723e-08
4.3976036093027215e-05,0.41024784326874947,1.3297954606029913e-06,3.981761028750993e-10,1.3301936367058664e-06,6.011018615523642e-10,6.011018615522722e-10,-9.202384314652433e-23,1.5309192839441537e-13,6.272272387725573e-08
4.824108704165374e-05,0.41025389348654034,1.3298150720458935e-06,4.367969726862481e-10,1.3302518690185797e-06,6.593341742656579e-10,6.593341742655146e-10,-1.4330904112481204e-22,2.1735418353587446e-13,6.88064796214421e-08
5.2919787359584364e-05,0.41026052618333825,1.3298365715619498e-06,4.791642174460602e-10,1.3303157357793959e-06,7.232009350818263e-10,7.23200935081741e-10,-8.530300066953098e-23,1.1795200549606507e-13,7.54803833924662e-08
5.8052255160948955e-05,0.4102677969908961,1.329860139478379e-06,5.25641324056049e-10,1.330385780802435e-06,7.932459581207707e-10,7.932459581209092e-10,1.3855275260263214e-22,1.7466556392023048e-13,8.280169349486213e-08
6.368249944718586e-05,0.4102757667660035,1.3298859730590636e-06,5.76627061159149e-10,1.3304626001202229e-06,8.70065275908667e-10,8.700652759087053e-10,3.825710333057753e-23,4.3970382901008674e-14,9.083322599242951e-08
6.985879746785249e-05,0.41028450206394085,1.3299142880392266e-06,6.325589067510044e-10,1.3305468469459777e-06,9.543121016634048e-10,9.543121016635843e-10,1.79498192924007e-22,1.8809170774540172e-13,9.964389464298815e-08
7.663410868007462e-05,0.41029407565150705,1.3299453202883807e-06,6.939168093837385e-10,1.3306392370977645e-06,1.0467022534502007e-09,1.046702253450337e-09,1.362780059181113e-22,1.3019748975306596e-13,1.0930930338231609e-07
8.406652885618316e-05,0.41030456706224966,1.329979327610076e-06,7.612273155446641e-10,1.3307405549256206e-06,1.1480200813066313e-09,1.1480200813064787e-09,-1.526148230160336e-22,1.3293741590507146e-13,1.1991239648982584e-07
9.221978823334323e-05,0.4103160631966171,1.3300165916872604e-06,8.350680990012328e-10,1.3308516597862616e-06,1.2591249419475055e-09,1.259124941947487e-09,-1.8611563782443123e-23,1.4781347872957203e-14,1.31544172074006e-07
0.0001011637979766207,0.4103286589698063,1.3300574201822411e-06,9.160729314314507e-10,1.3309734931136726e-06,1.3809582693583187e-09,1.3809582693584467e-09,1.2800619979258103e-22,9.269374942955301e-14,1.443044650713929e-07
0.00011097524964120722,0.4103424580100424,1.3301021490001197e-06,1.0049371375346032e-09,1.3311070861376542e-06,1.5145512933402745e-09,1.514551293340066e-09,-2.0844951436336297e-22,1.3763120158422432e-13,1.583028065633432e-07
