pore_id,particle_index,particle_id
0,1536,1537
0,1636,1637
0,1651,1652
0,1690,1691
1,1636,1637
1,1651,1652
1,1690,1691
1,1815,1816
2,1651,1652
2,1690,1691
2,1815,1816
2,1816,1817
3,1536,1537
3,1651,1652
3,1799,1800
3,1814,1815
4,1631,1632
4,1651,1652
4,1799,1800
4,1814,1815
5,1521,1522
5,1631,1632
5,1703,1704
5,1725,1726
6,1651,1652
6,1690,1691
6,1811,1812
6,1816,1817
7,1690,1691
7,1811,1812
7,1815,1816
7,1816,1817
8,1536,1537
8,1651,1652
8,1690,1691
8,1811,1812
9,1536,1537
9,1651,1652
9,1799,1800
9,1811,1812
10,1631,1632
10,1651,1652
10,1799,1800
10,1811,1812
11,130,131
11,297,298
11,302,303
11,407,408
12,28,29
12,149,150
12,169,170
12,180,181
13,37,38
13,107,108
13,210,211
13,219,220
14,1642,1643
14,1677,1678
14,1696,1697
14,1708,1709
15,1656,1657
15,1657,1658
15,1685,1686
15,1730,1731
16,1677,1678
16,1703,1704
16,1777,1778
16,1816,1817
17,1631,1632
17,1703,1704
17,1777,1778
17,1816,1817
18,1631,1632
18,1651,1652
18,1777,1778
18,1816,1817
19,1631,1632
19,1703,1704
19,1725,1726
19,1777,1778
20,1677,1678
20,1703,1704
20,1725,1726
20,1777,1778
21,1642,1643
21,1677,1678
21,1708,1709
21,1777,1778
22,1636,1637
22,1708,1709
22,1777,1778
22,1815,1816
23,1636,1637
23,1651,1652
23,1777,1778
23,1815,1816
24,1651,1652
24,1777,1778
24,1815,1816
24,1816,1817
25,1696,1697
25,1708,1709
25,1777,1778
25,1815,1816
26,1677,1678
26,1696,1697
26,1708,1709
26,1777,1778
27,1696,1697
27,1777,1778
27,1815,1816
27,1816,1817
28,1677,1678
28,1696,1697
28,1777,1778
28,1816,1817
29,1471,1472
29,1521,1522
29,1631,1632
29,1725,1726
30,1471,1472
30,1499,1500
30,1521,1522
30,1552,1553
31,1471,1472
31,1521,1522
31,1552,1553
31,1725,1726
32,1471,1472
32,1499,1500
32,1552,1553
32,1697,1698
33,1636,1637
33,1708,1709
33,1777,1778
33,1825,1826
34,1636,1637
34,1651,1652
34,1777,1778
34,1825,1826
35,1536,1537
35,1636,1637
35,1651,1652
35,1825,1826
36,1631,1632
36,1651,1652
36,1777,1778
36,1825,1826
37,1631,1632
37,1725,1726
37,1777,1778
37,1825,1826
38,1342,1343
38,1562,1563
38,1596,1597
38,1687,1688
39,1536,1537
39,1651,1652
39,1687,1688
39,1814,1815
40,1536,1537
40,1651,1652
40,1687,1688
40,1825,1826
41,1651,1652
41,1687,1688
41,1814,1815
41,1825,1826
42,1536,1537
42,1636,1637
42,1687,1688
42,1825,1826
43,1342,1343
43,1459,1460
43,1562,1563
43,1596,1597
44,1298,1299
44,1459,1460
44,1571,1572
44,1600,1601
45,1342,1343
45,1459,1460
45,1571,1572
45,1596,1597
46,1298,1299
46,1342,1343
46,1459,1460
46,1571,1572
47,1677,1678
47,1703,1704
47,1740,1741
47,1816,1817
48,1703,1704
48,1716,1717
48,1740,1741
48,1816,1817
49,1716,1717
49,1740,1741
49,1772,1773
49,1816,1817
50,1677,1678
50,1696,1697
50,1772,1773
50,1816,1817
51,1677,1678
51,1740,1741
51,1772,1773
51,1816,1817
52,1677,1678
52,1696,1697
52,1740,1741
52,1772,1773
53,1657,1658
53,1681,1682
53,1690,1691
53,1815,1816
54,1681,1682
54,1690,1691
54,1811,1812
54,1815,1816
55,1657,1658
55,1681,1682
55,1690,1691
55,1811,1812
56,1681,1682
56,1811,1812
56,1815,1816
56,1816,1817
57,1681,1682
57,1696,1697
57,1815,1816
57,1816,1817
58,1681,1682
58,1696,1697
58,1772,1773
58,1816,1817
59,1657,1658
59,1681,1682
59,1685,1686
59,1811,1812
60,1656,1657
60,1657,1658
60,1681,1682
60,1685,1686
61,1536,1537
61,1790,1791
61,1799,1800
61,1811,1812
62,1536,1537
62,1690,1691
62,1790,1791
62,1811,1812
63,1657,1658
63,1690,1691
63,1790,1791
63,1811,1812
64,1657,1658
64,1685,1686
64,1790,1791
64,1811,1812
65,1685,1686
65,1790,1791
65,1799,1800
65,1811,1812
66,1657,1658
66,1685,1686
66,1730,1731
66,1790,1791
67,1521,1522
67,1631,1632
67,1703,1704
67,1770,1771
68,1521,1522
68,1703,1704
68,1716,1717
68,1770,1771
69,57,58
69,268,269
69,290,291
69,381,382
70,268,269
70,274,275
70,290,291
70,381,382
71,310,311
71,462,463
71,559,560
71,576,577
72,64,65
72,67,68
72,76,77
72,130,131
73,37,38
73,57,58
73,219,220
73,264,265
74,37,38
74,107,108
74,219,220
74,264,265
75,37,38
75,57,58
75,264,265
75,290,291
76,57,58
76,264,265
76,268,269
76,290,291
77,310,311
77,413,414
77,559,560
77,576,577
78,72,73
78,139,140
78,162,163
78,213,214
79,72,73
79,139,140
79,162,163
79,340,341
80,44,45
80,72,73
80,139,140
80,216,217
81,31,32
81,62,63
81,65,66
81,205,206
82,72,73
82,162,163
82,212,213
82,340,341
83,1342,1343
83,1563,1564
83,1571,1572
83,1596,1597
84,1298,1299
84,1342,1343
84,1563,1564
84,1571,1572
85,1584,1585
85,1631,1632
85,1799,1800
85,1814,1815
86,1584,1585
86,1738,1739
86,1799,1800
86,1814,1815
87,1453,1454
87,1584,1585
87,1738,1739
87,1799,1800
88,1455,1456
88,1584,1585
88,1738,1739
88,1814,1815
89,1455,1456
89,1584,1585
89,1738,1739
89,1827,1828
90,1455,1456
90,1562,1563
90,1596,1597
90,1687,1688
91,1455,1456
91,1562,1563
91,1687,1688
91,1814,1815
92,1471,1472
92,1499,1500
92,1565,1566
92,1697,1698
93,57,58
93,268,269
93,272,273
93,381,382
94,797,798
94,869,870
94,904,905
94,968,969
95,869,870
95,904,905
95,968,969
95,1154,1155
96,869,870
96,968,969
96,1021,1022
96,1154,1155
97,469,470
97,474,475
97,683,684
97,826,827
98,469,470
98,474,475
98,727,728
98,826,827
99,464,465
99,474,475
99,727,728
99,826,827
100,474,475
100,503,504
100,683,684
100,791,792
101,469,470
101,474,475
101,683,684
101,791,792
102,474,475
102,503,504
102,727,728
102,791,792
