effective_diffusivity_m2_s,normalized_rmse
1.6336495955869183e-07,0.3843303148733133
9.181895579395011e-07,0.022355537978942037
2.6688110011613023e-06,0.4974837235172947
6.056526775269595e-07,0.11329670531252431
1.3801613110184576e-06,0.1728178934797944
8.691326995269558e-07,0.01433718097389082
8.309874486948534e-07,0.02166286869377155
8.725233199465578e-07,0.014266254653850848
8.738639021097613e-07,0.014271081529619523
8.71184794351353e-07,0.014280029397243548
