time_s,reference_loading_mol_kg,homogeneous_loading_mol_kg,residual_mol_kg
0.0,0.0,0.0,0.0
5e-05,3.1007063009982625e-11,2.5538177507718604e-11,5.46888550226402e-12
5.317724787430056e-05,3.5068177606260965e-11,2.8868794857289888e-11,6.199382748971077e-12
5.655639382969606e-05,3.966086259688313e-11,3.263246917341499e-11,7.028393423468139e-12
6.0150267471166206e-05,4.485462819055625e-11,3.688523960529098e-11,7.969388585265266e-12
6.397251366039366e-05,5.0728061193286105e-11,4.169044476646499e-11,9.037616426821114e-12
6.803764432121665e-05,5.7370005368544326e-11,4.711953570633485e-11,1.0250469662209478e-11
7.236109353705672e-05,6.488089844979542e-11,5.325296972336779e-11,1.1627928726427632e-11
7.695927614951026e-05,7.337428063941548e-11,6.018158208003687e-11,1.3192698559378603e-11
8.184965008058509e-05,8.297849830384162e-11,6.800781046867309e-11,1.497068783516853e-11
8.705078261520076e-05,9.383862996989164e-11,7.684747550772298e-11,1.6991154462168664e-11
9.258242089560768e-05,1.0611865980023324e-10,8.683072681117861e-11,1.9287932989054624e-11
9.846556689537109e-05,1.20003933833862e-10,9.810440635811332e-11,2.189952747574868e-11
0.0001047225571575,1.3570393144044044e-10,1.1083410025095957e-10,2.4869831189480867e-11
0.0001113771475999,1.534553971140724e-10,1.2520650001263502e-10,2.8248897101437374e-11
0.0001184546037091,1.7352587342930396e-10,1.414317232496746e-10,3.209415017962935e-11
0.0001259817964658,1.9621769104518388e-10,1.5974649268095577e-10,3.647119836422811e-11
0.0001339873043662,2.2187247074815927e-10,1.804173756572849e-10,4.145509509087437e-11
0.0001425015219259,2.5087620449833074e-10,2.0374450233748528e-10,4.713170216084546e-11
0.0001515567750783,2.8366498854103763e-10,2.300656568095159e-10,5.3599331731521733e-11
0.0001611874439074,3.2073149094864656e-10,2.597608743469968e-10,6.097061660164976e-11
0.0001714300931778,3.6263224722051046e-10,2.932576903017214e-10,6.937455691878906e-11
0.0001823236111606,4.0999588789954257e-10,3.3103688063552197e-10,7.89590072640206e-11
0.0001939093572805,4.635324157402159e-10,3.736388262919368e-10,8.989358944827912e-11
0.000206231319145,5.240436642270089e-10,4.216709292921255e-10,1.0237273493488337e-10
0.0002193362795524,5.924350855020428e-10,4.758154964653368e-10,1.1661958903670598e-10
0.0002332739941117,6.697290337046293e-10,5.36838740579962e-10,1.328902931246673e-10
0.0002480973801501,7.570797297292743e-10,6.056009058336994e-10,1.5147882389557493e-10
0.0002638627176241,8.557901162453896e-10,6.830672489873238e-10,1.727228672580658e-10
0.0002806298627977,9.673308368061074e-10,7.703206196320991e-10,1.9701021717400834e-10
0.0002984624754985,1.0933616007200212e-09,8.685752154018262e-10,2.247863853181949e-10
0.0003174282608152,1.2357552258427134e-09,9.791919100245812e-10,2.5656331581813226e-10
0.0003375992261536,1.3966246878776271e-09,1.1036954089448317e-09,2.929292789327954e-10
0.0003590519546268,1.5783535388294715e-09,1.243793149884898e-09,3.345603889445734e-10
0.0003818678958189,1.7836301082032674e-09,1.401396400386368e-09,3.8223370781689936e-10
0.0004061336750239,2.015485934406604e-09,1.5786436072812542e-09,4.3684232712534983e-10
0.000431941422137,2.2773389405135863e-09,1.7779262686769809e-09,4.994126718366054e-10
0.0004593891214431,2.5730419131262204e-09,2.0019176407387652e-09,5.711242723874552e-10
0.0004885809836348,2.906936924981676e-09,2.253604511160631e-09,6.533324138210451e-10
0.0005196278414683,3.2839163682313606e-09,2.5363223181323227e-09,7.475940500990379e-10
0.000552647570563,3.7094914247490076e-09,2.853794107374811e-09,8.556973173741965e-10
0.0005877655369391,4.189868763033273e-09,3.2101736387975833e-09,9.796951242356896e-10
0.0006251150729957,4.732036474926711e-09,3.6100925712643025e-09,1.1219439036624087e-09
0.0006648379837331,5.3438602732760955e-09,4.0587134944432825e-09,1.285146778832813e-09
0.0007070850851445,6.034191087181695e-09,4.561787361084608e-09,1.4724037260970871e-09
0.000752016776819,6.812985381134026e-09,5.125718237100503e-09,1.6872671440335227e-09
0.0007998036509307,7.691439607483434e-09,5.757633123355292e-09,1.9338064841281416e-09
0.0008506271399262,8.68214022629058e-09,6.465461064150975e-09,2.2166791621396055e-09
0.0009046802053693,9.79923110201835e-09,7.258018226092272e-09,2.541212875926078e-09
0.0009621680705579,1.1058600180991449e-08,8.145103533657029e-09,2.91349664733442e-09
0.0010233089996959,1.2478087176229508e-08,9.137603064383267e-09,3.3404841118462414e-09
0.0010883351265767,1.4077714848897864e-08,1.0247606049358635e-08,3.830108799539229e-09
0.0011574933359255,1.5879946070504342e-08,1.148853015478119e-08,4.391415915723153e-09
0.0012310462007473,1.790996920467342e-08,1.2875263707154971e-08,5.03470549751845e-09
0.0013092729792371,2.0196014731220057e-08,1.4424318802267315e-08,5.771695928952742e-09
0.0013924706750403,2.2769706115779372e-08,1.6154000735733004e-08,6.615705380046369e-09
0.0014809551648862,2.5666448130026953e-08,1.8084596930738612e-08,7.58185119928834e-09
0.0015750623978776,2.892585613469577e-08,2.0238581490127775e-08,8.687274644567994e-09
0.0016751496709886,3.2592229985244017e-08,2.264084179576619e-08,9.951388189477828e-09
0.0017815969856142,3.6715076533124866e-08,2.5318928713509433e-08,1.1396147819615433e-08
0.0018948084903223,4.1349684939713024e-08,2.830332557166552e-08,1.3046359368047504e-08
0.002015214015284,4.655775886422655e-08,3.162775103154137e-08,1.4930007832685183e-08
0.0021432707042104,5.2408110825091324e-08,3.532948940867965e-08,1.7078621416411672e-08
0.0022794647499905,5.8977422545236936e-08,3.944975191813925e-08,1.9527670627097688e-08
0.0024243132406195,6.635107718736346e-08,4.403407474140861e-08,2.2317002445954847e-08
0.0025783661224274,7.46240680964225e-08,4.913275389997036e-08,2.549131419645214e-08
0.0027422082880605,8.390198914476659e-08,5.4801325030617915e-08,2.9100664114148677e-08
0.002916461797143,9.43021122116274e-08,6.11010779320505e-08,3.3201034279576894e-08
0.0031017882380521,1.0595455754271892e-07,6.809963439547607e-08,3.785492314724285e-08
0.0032988912397697,1.1900355984009186e-07,7.587157718829722e-08,4.313198265179464e-08
0.0035085191433519,1.3360884010949237e-07,8.449913886412425e-08,4.9109701245368115e-08
0.003731467843155,1.4994708168510337e-07,9.407295397367605e-08,5.5874127711427325e-08
0.0039685838086087,1.682135218141875e-07,1.046928844334342e-07,6.352063738075331e-08
0.0042207672980064,1.8862366005553317e-07,1.1646891453279279e-07,7.215474552274038e-08
0.0044889757765166,2.1141508618821221e-07,1.295221396001459e-07,8.18929465880663e-08
0.0047742275513911,2.368494338800121e-07,1.4398584920308198e-07,9.286358467693013e-08
0.0050776056381728,2.65214463361873e-07,1.6000671016413248e-07,1.052077531977405e-07
0.0054002618725812,2.968262685066675e-07,1.777460561093407e-07,1.1908021239732678e-07
0.0057434212836877,3.320316215637003e-07,1.9738129525104722e-07,1.346503263126531e-07
0.0061083867449839,3.7121045229935473e-07,2.191074440841482e-07,1.5210300821520653e-07
0.006496543921002,4.1477845830669033e-07,2.431388114970404e-07,1.7163964680964995e-07
0.0069093665282681,4.631898487761657e-07,2.6971083936384467e-07,1.9347900941232104e-07
0.0073484219305622,5.169402244565119e-07,2.9908210197277605e-07,2.1785812248373584e-07
0.007815377089729,5.765695757206378e-07,3.315364853778381e-07,2.4503309034279974e-07
0.008312004894633,6.426654175858352e-07,3.6738554633780246e-07,2.7527987124803276e-07
0.008840190892286,7.158660502833112e-07,4.0697110074606764e-07,3.088949495372436e-07
0.0094019404467045,7.968639498591306e-07,4.5066804245805984e-07,3.461959074010708e-07
0.0099993863526764,8.864092776446716e-07,4.988873979643101e-07,3.875218796803615e-07
0.0106347969333434,9.853135105676504e-07,5.520796310019577e-07,4.3323387956569266e-07
0.0113105846523451,1.0944531714730109e-06,6.107382271206738e-07,4.83714944352337e-07
0.0120293152732203,1.2147736701167391e-06,6.7540360886735e-07,5.393700612493892e-07
0.0127937176008429,1.3472932868497286e-06,7.466673576492939e-07,6.006259292004347e-07
0.0136066938418765,1.4931073072668373e-06,8.25176789224913e-07,6.679305180419243e-07
0.0144713306235837,1.6533922776095158e-06,9.116398675961245e-07,7.417524100133913e-07
0.0153909107128253,1.8294104291860343e-06,1.0068305305050852e-06,8.225798986809492e-07
0.0163689254797428,2.0225141484968286e-06,1.111594469091371e-06,9.109196794054577e-07
0.0174090881534448,2.234150683040277e-06,1.2268553052168098e-06,1.0072953778234672e-06
0.0185153479200257,2.4658671192432296e-06,1.3536212357601228e-06,1.1122458834831067e-06
0.0196919049164424,2.7193157046410347e-06,1.4929921605510137e-06,1.226323544090021e-06
0.0209432261771763,2.996259424196501e-06,1.6461673797764935e-06,1.3500920444200074e-06
0.0222740625942249,3.2985779438025546e-06,1.81445379390267e-06,1.4841241498998846e-06
0.0236894669548157,3.6282736857654342e-06,1.999274639607883e-06,1.6289990461575512e-06
0.0251948131253257,3.987478559094629e-06,2.2021788097453724e-06,1.7852997493492566e-06
0.0267958164542425,4.378461537360436e-06,2.424850839238124e-06,1.9536106981223114e-06
0.0284985554716303,4.803636962491898e-06,2.6691214390548297e-06,2.1345155234370687e-06
0.0303094949674878,5.265573332988651e-06,2.9369786413109275e-06,2.3285946916777237e-06
0.0322355105366193,5.7670031615067e-06,3.230579572928636e-06,2.536423588578064e-06
0.0342839146832086,6.310832875519085e-06,3.5522629366343676e-06,2.7585699388847176e-06
0.0364624845842072,6.9001547753518e-06,3.904562031230432e-06,2.9955927441213685e-06
0.038779491616945,7.538260478225741e-06,4.290218317724483e-06,3.2480421605012585e-06
0.0412437327630729,8.228655088866697e-06,4.712195695439873e-06,3.516459393426824e-06
0.0438645640080667,8.975072533635483e-06,5.173695270400943e-06,3.80137726323454e-06
0.0466519358631018,9.781491178436892e-06,5.6781705817777245e-06,4.103320596659168e-06
0.0496164311441627,1.065215221481333e-05,6.229343256757783e-06,4.4228089580555475e-06
0.0527693051518261,1.1591579306760588e-05,6.83121911813452e-06,4.7603601886260685e-06
0.0561225284042652,1.2604599521492248e-05,7.488104570036546e-06,5.116494951455702e-06
0.0596888320857217,1.3696364636136171e-05,8.20462306109862e-06,5.4917415750375515e-06
0.0634817563829987,1.4872372579177213e-05,8.985731687284106e-06,5.886640891893106e-06
0.0675157018934936,1.6138491081923987e-05,9.836737889243406e-06,6.301753192680581e-06
0.0718059842999539,1.750098320556712e-05,1.0763315883223101e-05,6.7376673223440205e-06
0.0763688925195356,1.896653224284734e-05,1.1771522565643387e-05,7.195009677203954e-06
0.0812217505479433,2.0542266455505573e-05,1.2867813375030249e-05,7.674453080475324e-06
0.0863829832334518,2.2235782586134564e-05,1.4059057721736686e-05,8.176724864397878e-06
0.0918721862305363,2.40551733598718e-05,1.5352552968297462e-05,8.702620391574338e-06
0.0977102003987026,2.600905471272992e-05,1.6756038236887442e-05,9.253016475842478e-06
0.1039191909289878,2.8106590148616354e-05,1.8277707663244015e-05,9.82888248537234e-06
0.110522731498551,3.0357515475812935e-05,1.992622218947359e-05,1.0431293286339346e-05
0.1175458937728643,3.277216565715785e-05,2.171072071407324e-05,1.1061444943084609e-05
0.1250153425953162,3.536150161935062e-05,2.3640830942485423e-05,1.1720670676865196e-05
0.1329594372256346,3.81371374613453e-05,2.5726679700266794e-05,1.2410457761078509e-05
0.1414083390115016,4.111136645796216e-05,2.797890275283452e-05,1.313246370512764e-05
0.1503941259021549,4.429718829153287e-05,3.0408655427010826e-05,1.3888532864522045e-05
0.1599509142387531,4.7708341440875e-05,3.302762438209483e-05,1.4680717058780173e-05
0.1701149882839033,5.135933413898573e-05,3.5848040707361865e-05,1.5511293431623862e-05
0.1809249379821373,5.52654786353168e-05,3.888269564628122e-05,1.638278298903558e-05
0.1924218054743714,5.944292715977692e-05,4.214496068335738e-05,1.7297966476419546e-05
0.2046492409226218,6.390871532335712e-05,4.564881216167523e-05,1.8259903161681892e-05
0.2176536682365943,6.868080935436765e-05,4.940886119940585e-05,1.9271948154961803e-05
0.2314844613313631,7.377815739052829e-05,5.3440392484092207e-05,2.033776490643608e-05
0.2461941315853368,7.922074820250217e-05,5.775941119146172e-05,2.146133701104045e-05
0.2618385272102325,8.50296785003325e-05,6.238269898389193e-05,2.2646979516440573e-05
0.2784770452900065,9.1227229479266e-05,6.732788113148276e-05,2.3899348347783246e-05
0.2961728572937903,9.783695067077966e-05,7.261350653911726e-05,2.522344413166241e-05
0.3149931489190346,0.0001048837531145,7.825913760184658e-05,2.6624615512653413e-05
0.3350093751754794,0.0001123940155235,8.428545172768539e-05,2.810856379581461e-05
0.3562975316784205,0.0001203956997521,9.071435628261281e-05,2.968134346948719e-05
0.3789384431812964,0.0001289184759727,9.756911251917506e-05,3.134936345352494e-05
0.4030180704430672,0.0001379938556405,0.0001048744655565006,3.311939008399941e-05
0.4286278365954661,0.0001476553388873,0.00011265678631724778,3.4998552570052234e-05
0.455864974249246,0.0001579385677394,0.00012094421668482542,3.6994351054574575e-05
0.4848328946572759,0.0001688814849632,0.00012976681586285686,3.9114669100343143e-05
0.5156415803360923,0.0001805245015217,0.0001391567101828561,4.13677913388439e-05
0.5484080026365689,0.0001929106717211,0.000149148246481632,4.376242523946799e-05
0.583256565849098,0.0002060858721012,0.00015977813985579097,4.630773224540902e-05
0.6203195795294159,0.0002200989828651,0.00017108562261932493,4.9013360245775064e-05
0.6597377608383529,0.0002350020781825,0.00018311259846942073,5.188947971307927e-05
0.7016607688027423,0.0002508506233904,0.0001959037936911346,5.49468296992654e-05
0.7462477725259145,0.0002677036747126,0.00020950691017092017,5.819676454167985e-05
0.7936680555051042,0.0002856240878972,0.0002239727918213218,6.16512960758782e-05
0.8441016583501812,0.0003046787411467,0.00023935559426073726,6.532314688596275e-05
0.8977400623439151,0.000324938766819,0.00025571296337503416,6.922580344396583e-05
0.9547869164390482,0.0003464797931474,0.00027310623129640375,7.337356185099623e-05
1.0154588104523672,0.0003693822047168,0.0002916006258697504,7.778157884704963e-05
1.0799860973913584,0.0003937314216833,0.0003112654923466048,8.246592933669521e-05
1.1486137680355757,0.0004196181909904,0.00033217453487330675,8.744365611709326e-05
1.2216023810932433,0.000447138898232,0.0003544060765443751,9.273282168762489e-05
1.2992290524646235,0.000476395902709,0.00037804333426207066,9.835256844692935e-05
1.3817885073680785,0.0005074978893864,0.00040317471279349774,0.00010432317659290227
1.469594199323442,0.000540560242087,0.000429894119324866,0.000110666122762134
1.5629795002411386,0.0005757054395068,0.000458301295713487,0.00011740414379331302
1.662298966135469,0.0006130634747672,0.0004885021702971772,0.0001245613044700228
1.7679296832675877,0.000652772296007,0.0005206092310464993,0.00013216306496050066
1.880272699829084,0.0006949782715385,0.0005547419204336845,0.00014023635110481543
1.9997545486018304,0.0007398366799087,0.0005910270517081406,0.00014880962820055935
