time_s,mean_gas_concentration_mol_m3,gas_inventory_mol,adsorbed_inventory_mol,total_inventory_mol,cumulative_reservoir_input_mol,mass_balance_residual_mol,relative_mass_balance_error,mean_loading_mol_kg,inlet_cell_concentration_mol_m3,top_cell_concentration_mol_m3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5e-05,0.0001781683316932424,5.775233373355202e-10,1.619227529825172e-13,5.776852600885027e-10,5.776852600749696e-10,1.353308841167381e-20,2.3426404214641913e-11,2.5538177507718604e-11,0.07083939504334887,0.0
5.317724787430056e-05,0.00018941608233476892,6.139823333101596e-10,1.8304026343176206e-13,6.141653735735914e-10,6.141653735579553e-10,1.5636091721513313e-20,2.545909032697973e-11,2.8868794857289888e-11,0.07528275786187397,0.0
5.655639382969606e-05,0.00020136896456309164,6.527269764780857e-10,2.069035366200065e-13,6.529338800147057e-10,6.529338799967639e-10,1.794175428142831e-20,2.7478669480321983e-11,3.263246917341499e-11,0.08000094122430676,0.0
6.0150267471166206e-05,0.00021407054465433424,6.938984846468801e-10,2.338678842491152e-13,6.941323525311292e-10,6.941323525106763e-10,2.045297122356273e-20,2.9465520730998476e-11,3.688523960529098e-11,0.08501043887743992,0.0
6.397251366039366e-05,0.00022756699637607622,7.376465276714295e-10,2.643348996854334e-13,7.379108625711149e-10,7.379108625479298e-10,2.3185148786825382e-20,3.141998575009587e-11,4.169044476646499e-11,0.0903286671971918,0.0
6.803764432121665e-05,0.0002419072485395376,7.841297057366214e-10,2.987576125399616e-13,7.844284633491614e-10,7.844284633230138e-10,2.614759275310748e-20,3.3333304405437896e-11,4.711953570633485e-11,0.0959740104104786,0.0
7.236109353705672e-05,0.00025714313992902674,8.335160515530536e-10,3.376461558189183e-13,8.338536977088726e-10,8.338536976795555e-10,2.9317038667680976e-20,3.515849212905521e-11,5.325296972336779e-11,0.10196586731986919,0.0
7.695927614951026e-05,0.000273329574699087,8.859835340687663e-10,3.815764631715657e-13,8.863651105319379e-10,8.86365110499263e-10,3.267487496676342e-20,3.686390019024341e-11,6.018158208003687e-11,0.10832469201303342,0.0
8.184965008058509e-05,0.00029052469011779246,9.41720602200369e-10,4.311980325171032e-13,9.421518002328861e-10,9.421518001966972e-10,3.618894500404182e-20,3.841094927069761e-11,6.800781046867309e-11,0.11507204065261488,0.0
8.705078261520076e-05,0.0003087900242284761,1.0009267282997717e-09,4.87245215137463e-13,1.001413973514909e-09,1.0014139734749333e-09,3.9975777848309583e-20,3.991933296875892e-11,7.684747550772298e-11,0.12223061101070955,0.0
9.258242089560768e-05,0.0003281907089536151,1.0638130340903396e-09,5.505432141541613e-13,1.0643635773044937e-09,1.064363577260552e-09,4.3941695295195074e-20,4.12844785674437e-11,8.683072681117861e-11,0.12982430125186153,0.0
9.846556689537109e-05,0.00034879564836155433,1.1306028685091604e-09,6.220230692820631e-13,1.1312248915784424e-09,1.1312248915303952e-09,4.804719947044889e-20,4.247360522928978e-11,9.810440635811332e-11,0.13787824529005438,0.0
0.0001047225571575,0.0003706777137026229,1.2015324399064279e-09,7.027346658371196e-13,1.202235174572265e-09,1.202235174519978e-09,5.228691370008943e-20,4.3491418988545424e-11,1.1083410025095957e-10,0.14641885761515921,0.0
0.0001113771475999,0.0003939139443716694,1.2768514674549955e-09,7.938617063501864e-13,1.2776453291613457e-09,1.2776453291046396e-09,5.670612612265398e-20,4.438330797160761e-11,1.2520650001263502e-10,0.15547387587409142,0.0
0.0001184546037091,0.00041858576147988676,1.3568238734322904e-09,8.967364245442826e-13,1.3577206098568347e-09,1.3577206097955577e-09,6.127691939246888e-20,4.5132200945914965e-11,1.414317232496746e-10,0.16507240793057415,0.0
0.0001259817964658,0.0004447791780747591,1.4417284646372828e-09,1.0128597417096044e-12,1.4427413243789924e-09,1.4427413243135114e-09,6.548106485576964e-20,4.538655942634417e-11,1.5974649268095577e-10,0.1752449662297511,0.0
0.0001339873043662,0.0004725850209759185,1.5318596514598278e-09,1.1439218066159606e-12,1.5330035732664438e-09,1.5330035731977745e-09,6.866922573170215e-20,4.4793911070530224e-11,1.804173756572849e-10,0.1860235049806849,0.0
0.0001425015219259,0.0005020991568679412,1.6275281807486467e-09,1.2918255703081177e-12,1.6288200063189549e-09,1.6288200062483674e-09,7.058745757221262e-20,4.333656100635481e-11,2.0374450233748528e-10,0.19744145208702477,0.0
0.0001515567750783,0.000533422724597818,1.7290618887914424e-09,1.4587127255290084e-12,1.7305206015169714e-09,1.7305206014464501e-09,7.052128312320837e-20,4.075148429980524e-11,2.300656568095159e-10,0.20953373758455626,0.0
0.0001611874439074,0.0005666623713176099,1.8368064667589759e-09,1.6469928552536285e-12,1.8384534596142295e-09,1.8384534595440577e-09,7.017179931440472e-20,3.816892886107063e-11,2.597608743469968e-10,0.22233681585135634,0.0
0.0001714300931778,0.0006019304921049641,1.9511262374224484e-09,1.8593767128683076e-12,1.9529856141353166e-09,1.9529856140661978e-09,6.911879839462472e-20,3.5391350501691753e-11,2.932576903017214e-10,0.2358886810698838,0.0
0.0001823236111606,0.0006393454727891365,2.072404942261367e-09,2.0989126195496127e-12,2.0745038548809167e-09,2.0745038548130048e-09,6.791194188090985e-20,3.273647417965787e-11,3.3103688063552197e-10,0.25022887532036064,0.0
0.0001939093572805,0.0006790319352854334,2.201046536702315e-09,2.3690268170491555e-12,2.203415563519364e-09,2.2034155634536113e-09,6.575258689184017e-20,2.98412101559354e-11,3.736388262919368e-10,0.26539848852323566,0.0
0.000206231319145,0.0007211209805892225,2.337475977771342e-09,2.673570488851097e-12,2.3401495482601934e-09,2.3401495481965724e-09,6.362094245329102e-20,2.7186699457131112e-11,4.216709292921255e-10,0.28144014508896176,0.0
0.0002193362795524,0.0007657504342084489,2.4821400196506435e-09,3.016869746328786e-12,2.4851568893969722e-09,2.4851568893352666e-09,6.170560574492448e-20,2.482966206608286e-11,4.758154964653368e-10,0.29839798215117097,0.0
0.0002332739941117,0.000813065087182145,2.635507994927461e-09,3.4037826996896067e-12,2.6389117776271505e-09,2.638911777567545e-09,5.960539416965234e-20,2.2587111352107483e-11,5.36838740579962e-10,0.3163176123413354,0.0
0.0002480973801501,0.0008632169315866362,2.7980725779751454e-09,3.839763657828016e-12,2.801912341632973e-09,2.801912341575379e-09,5.759410451022966e-20,2.0555284208735605e-11,6.056009058336994e-10,0.3352460700659904,0.0
