seed,axial_bin,mean_loading_mol_kg,mean_loading_over_inlet_equilibrium,particle_count,z_high_m,z_low_m
31991,9,1.2486492458830715e-07,5.407662431154059e-08,120,0.036516400000000004,0.0328646519
40213,0,1.469941267761772,0.6366036095314053,192,0.0036367761000000005,-1.1710000000000062e-06
40213,1,0.8113281200872589,0.35137077996886656,188,0.0072747232,0.0036367761000000005
40213,2,0.28373333680823626,0.12287951247980505,195,0.010912670300000002,0.0072747232
40213,3,0.06371544334456652,0.027593946850547533,193,0.014550617400000002,0.010912670300000002
40213,4,0.011012406313671874,0.0047692637540441675,191,0.0181885645,0.014550617400000002
40213,5,0.001505778483654069,0.0006521240262262373,195,0.0218265116,0.0181885645
40213,6,0.00014853664138508358,6.432839469661106e-05,195,0.0254644587,0.0218265116
40213,7,1.3036417956867666e-05,5.645824706546695e-06,197,0.0291024058,0.0254644587
40213,8,1.027793217805241e-06,4.4511769732336924e-07,185,0.0327403529,0.0291024058
40213,9,1.2245166744972235e-07,5.3031488537177466e-08,119,0.0363783,0.0327403529
47837,0,1.4841945953403601,0.6427764546534276,197,0.003670265600000001,-1.616000000000074e-06
47837,1,0.7791682948356716,0.3374429712284308,188,0.007342147200000001,0.003670265600000001
47837,2,0.26689475537461965,0.11558704307634987,194,0.011014028800000002,0.007342147200000001
47837,3,0.057821251155377465,0.025041284301911826,194,0.014685910400000004,0.011014028800000002
47837,4,0.009072316601267005,0.003929047793843063,195,0.018357792000000005,0.014685910400000004
47837,5,0.0011567157983037133,0.0005009516152460899,194,0.022029673600000004,0.018357792000000005
47837,6,0.00011489600663331761,4.975927552186277e-05,196,0.025701555200000007,0.022029673600000004
47837,7,1.0762044767958263e-05,4.660836929663741e-06,191,0.029373436800000007,0.025701555200000007
47837,8,9.144041475041393e-07,3.960110472699263e-07,190,0.0330453184,0.029373436800000007
47837,9,1.0427106477871735e-07,4.5157815256719696e-08,111,0.036717200000000005,0.0330453184
52691,0,1.5508483314785944,0.671642920236072,194,0.0036694716000000007,-1.0760000000000283e-06
52691,1,0.8186974779363425,0.35456230871191535,193,0.0073400192000000015,0.0036694716000000007
52691,2,0.2763707116570544,0.11969089954018337,188,0.011010566800000003,0.0073400192000000015
52691,3,0.06119130364296364,0.026500789946769566,197,0.014681114400000004,0.011010566800000003
52691,4,0.009422162330972362,0.004080559326442386,197,0.018351662000000005,0.014681114400000004
52691,5,0.001177595125451069,0.0005099940547762303,190,0.022022209600000005,0.018351662000000005
52691,6,0.00012978957169311844,5.6209395321748966e-05,194,0.025692757200000006,0.022022209600000005
52691,7,1.1024874546770251e-05,4.7746635086935425e-06,193,0.029363304800000007,0.025692757200000006
52691,8,8.993000852666488e-07,3.894697651453593e-07,191,0.03303385240000001,0.029363304800000007
52691,9,9.582822442938338e-08,4.1501381656983207e-08,113,0.036704400000000005,0.03303385240000001
61417,0,1.2442006569982549,0.5388396438671872,193,0.0036522612999999996,-1.5430000000000088e-06
61417,1,0.6193226227188827,0.26821685038316384,189,0.0073060656,0.0036522612999999996
61417,2,0.2035674711370475,0.08816120055350882,193,0.010959869899999999,0.0073060656
61417,3,0.04346053271684382,0.01882193024067436,199,0.0146136742,0.010959869899999999
61417,4,0.006941063387708863,0.0030060425566049687,192,0.0182674785,0.0146136742
61417,5,0.0008702726494780109,0.00037689853471339435,191,0.021921282799999997,0.0182674785
61417,6,9.190351973425766e-05,3.9801666688734005e-05,198,0.025575087099999998,0.021921282799999997
61417,7,7.91622002897091e-06,3.428364353605194e-06,194,0.0292288914,0.025575087099999998
61417,8,6.05790129284288e-07,2.6235618482096726e-07,190,0.0328826957,0.0292288914
61417,9,7.20876866515615e-08,3.121980621377478e-08,111,0.0365365,0.0328826957
69371,0,1.6146510994661702,0.6992746857288742,188,0.0036520494000000002,-1.334000000000079e-06
69371,1,0.9163935004667657,0.39687259820697046,193,0.0073054328,0.0036520494000000002
69371,2,0.30667611465715255,0.13281559326862222,193,0.0109588162,0.0073054328
69371,3,0.06753258858418879,0.0292470798640517,200,0.0146121996,0.0109588162
69371,4,0.010691821526546092,0.004630424579227419,194,0.018265583000000002,0.0146121996
69371,5,0.00133463429219538,0.0005780047315153465,195,0.021918966400000003,0.018265583000000002
69371,6,0.00013118114847545593,5.681206076288258e-05,200,0.0255723498,0.021918966400000003
69371,7,1.067213376013912e-05,4.6218981819943005e-06,191,0.029225733200000003,0.0255723498
69371,8,7.400842761691453e-07,3.2051642599578423e-07,194,0.0328791166,0.029225733200000003
69371,9,8.555129103592165e-08,3.705063723836208e-08,102,0.0365325,0.0328791166
74167,0,1.4267877523742263,0.6179146426575717,200,0.0037325241,-1.1510000000000166e-06
74167,1,0.6730914115875365,0.29150309033344224,194,0.007466199200000001,0.0037325241
74167,2,0.20061536343644,0.0868826988479313,195,0.0111998743,0.007466199200000001
74167,3,0.0412409703242375,0.01786067997734592,200,0.014933549400000001,0.0111998743
74167,4,0.005791649164303291,0.002508253114594887,197,0.0186672245,0.014933549400000001
74167,5,0.0007033045016373282,0.0003045878050785976,202,0.0224008996,0.0186672245
74167,6,6.000791227335549e-05,2.5988285648874748e-05,192,0.0261345747,0.0224008996
74167,7,5.361632371802267e-06,2.322021019293488e-06,196,0.0298682498,0.0261345747
74167,8,3.9997826959311675e-07,1.732229822656902e-07,195,0.0336019249,0.0298682498
74167,9,5.192480012768738e-08,2.2487643493277136e-08,79,0.037335600000000004,0.0336019249
81929,0,1.4331364878094017,0.6206641592420994,191,0.0036356211,-1.3210000000000912e-06
81929,1,0.728737509881044,0.3156023572952617,189,0.007272563199999999,0.0036356211
81929,2,0.2422398823404585,0.10490948642132494,194,0.010909505299999999,0.007272563199999999
81929,3,0.05275837117965738,0.02284864726405568,192,0.014546447399999999,0.010909505299999999
81929,4,0.008641033544011528,0.0037422673033567773,192,0.0181833895,0.014546447399999999
81929,5,0.001017871328301549,0.00044082071566161913,196,0.0218203316,0.0181833895
81929,6,0.00010552338969900864,4.570017336452184e-05,186,0.0254572737,0.0218203316
81929,7,9.97005433931747e-06,4.317840936119892e-06,191,0.0290942158,0.0254572737
81929,8,8.379020863191515e-07,3.628794593928735e-07,192,0.0327311579,0.0290942158
81929,9,8.295847131058593e-08,3.5927736322377693e-08,127,0.0363681,0.0327311579
