time_s,reference_loading_mol_kg,homogeneous_loading_mol_kg,residual_mol_kg
0.0,0.0,0.0,0.0
5e-05,3.212152366699162e-11,6.444796157495531e-12,2.567672750949609e-11
5.317724787430056e-05,3.632707768639739e-11,7.288787588655589e-12,2.9038290097741802e-11
5.655639382969606e-05,4.1082789930279076e-11,8.243427379822491e-12,3.2839362550456586e-11
6.0150267471166206e-05,4.6460540811077495e-11,9.323223189275257e-12,3.7137317621802235e-11
6.397251366039366e-05,5.2541577081764716e-11,1.0544584943088422e-11,4.199699213867629e-11
6.803764432121665e-05,5.941773705765349e-11,1.1926074269709845e-11,4.749166278794364e-11
7.236109353705672e-05,6.719282847352822e-11,1.3488686641998968e-11,5.3704141831529255e-11
7.695927614951026e-05,7.598417482925602e-11,1.52561705155623e-11,6.072800431369372e-11
8.184965008058509e-05,8.592437420617683e-11,1.7255388314607238e-11,6.866898589156959e-11
8.705078261520076e-05,9.716327865668971e-11,1.9516724752664083e-11,7.764655390402563e-11
9.258242089560768e-05,1.0987023071291239e-10,2.2074548695069134e-11,8.779568201784325e-11
9.846556689537109e-05,1.2423658629464554e-10,2.4967735583996482e-11,9.926885071064907e-11
0.0001047225571575,1.4047856317598368e-10,2.8238939198520538e-11,1.1223962397746314e-10
0.0001113771475999,1.5884045466623723e-10,3.193793516444606e-11,1.2690251950179116e-10
0.0001184546037091,1.7959825595745555e-10,3.6121520949546163e-11,1.4347673500790939e-10
0.0001259817964658,2.0306375473153538e-10,4.085321108656938e-11,1.62210543644966e-10
0.0001339873043662,2.2958914511276658e-10,4.6204846810366304e-11,1.8338429830240028e-10
0.0001425015219259,2.5957223026522737e-10,5.2257687804716305e-11,2.0731454246051107e-10
0.0001515567750783,2.9346228956096857e-10,5.910360409818595e-11,2.343586854627826e-10
0.0001611874439074,3.3176669071830485e-10,6.684292018558928e-11,2.649237705327156e-10
0.0001714300931778,3.7505834365725934e-10,7.559537595915139e-11,2.9946296769810795e-10
0.0001823236111606,4.2398409755390195e-10,8.549371422282645e-11,3.3849038333107553e-10
0.0001939093572805,4.792742034925404e-10,9.668807719650134e-11,3.8258612629603907e-10
0.000206231319145,5.417529677821014e-10,1.0934730243969036e-10,4.324056653424111e-10
