effective_diffusivity_m2_s,normalized_rmse
1.6336495955869183e-07,0.27970068562609496
9.181895579395011e-07,0.2559125684568504
2.6688110011613023e-06,0.8930182113385673
3.9969374486285444e-07,0.061370932793201986
3.9705782789190827e-07,0.06327188071605787
5.019191472809601e-07,0.026000149496686845
6.321540259691773e-07,0.10110415274769566
5.141206871731167e-07,0.031667407138613976
4.7084881325021427e-07,0.021488478197369234
4.4228582581298627e-07,0.03331923364705602
4.770955848685968e-07,0.02075474447822635
4.792910460147182e-07,0.020710700456238667
4.785557681966278e-07,0.02071289164677397
4.800274535516536e-07,0.020721157039439286
