seed,case_qa_pass,solver_success,physical_bounds_ok_metadata,completed_to_t_end,mass_balance_ok,timeseries_mean_bounds_ok,uptake_monotonic_ok,practical_equilibrium_reached,error,atol,axial_loading_bin_cv,axial_loading_bottom_minus_top_over_mean,b_pa,diffusivity,end_adsorption_rate_mol_s,end_relative_uptake_rate_per_s,final_adsorbed_inventory_mol,final_gas_inventory_mol,final_mean_gas_concentration_mol_m3,final_relative_mass_balance_error,final_reservoir_input_mol,final_time_s,final_total_inventory_mol,final_uptake_mol_kg,initial_concentration,initial_loading,inlet_concentration,inlet_equilibrium_loading_mol_kg,k_ldf,late_uptake_fraction,max_step,maximum_absolute_mass_balance_residual_mol,maximum_adsorption_rate_mol_s,maximum_relative_mass_balance_error,metadata_file,minimum_mean_gas_concentration_mol_m3,minimum_mean_loading_mol_kg,mode,network_analytic_porosity,network_degree_cv,network_directory,network_geometric_tortuosity,network_inlet_pores,network_largest_component_fraction,network_mean_degree,network_mean_pore_volume_m3,network_mean_throat_length_m,network_mean_throat_radius_m,network_median_pore_volume_m3,network_median_throat_radius_m,network_minimum_throat_radius_m,network_outlet_pores,network_pore_count,network_pore_volume_cv,network_ready_for_transport,network_shortest_inlet_outlet_path_m,network_throat_count,network_throat_radius_p10_m,network_total_pore_volume_m3,normalized_uptake_auc,particle_count,particle_density,particle_loading_cv,particle_loading_max_mol_kg,particle_loading_mean_unweighted_mol_kg,particle_loading_min_mol_kg,particle_loading_std_mol_kg,pore_count,qsat,result_directory,rhs_evaluations,rtol,t10_final_uptake_s,t50_final_uptake_s,t90_final_uptake_s,t95_final_uptake_s,t_end,temperature,throat_count,time_of_maximum_rate_s,toth_exponent,underutilized_loading_threshold_mol_kg,underutilized_particle_fraction,result_directory_curve,curve_final_time_s,uptake_100s_mol_kg,adsorbed_100s_mol,uptake_500s_mol_kg,adsorbed_500s_mol,uptake_1000s_mol_kg,adsorbed_1000s_mol,uptake_2500s_mol_kg,adsorbed_2500s_mol,uptake_5000s_mol_kg,adsorbed_5000s_mol
90709,True,True,True,True,True,True,True,False,,1e-10,1.7942081692623448,5.460310909224507,5.093e-05,1.5e-05,2.225655995563613e-07,0.0001231131912992,0.0018078127713817,1.8868923582710464e-06,0.5833763361792894,1.5696580757723072e-14,0.00180969966374,5000.0,0.00180969966374,0.2847758578739309,0.0,0.0,6.05,2.309036967044178,0.00855,0.0621832754061485,,5.095750210681871e-17,2.1078713679072834e-06,3.271529915220105e-14,co2_adsorption_campaign_finite_inlet_5000s/seed_90709/run_metadata.json,0.0,0.0,adsorption,0.4493865723618864,0.0996566780604384,/home/khalifa/Projects/CO2bed/co2_pore_networks_power22/seed_90709,1.0666464675316922,20,1.0,3.856204997882253,3.4248561778843523e-10,0.0006790571912143,0.0002860770807698,2.472918905848172e-10,0.0002796790739866,0.0001232265681257,12,9444,1.077524353207562,True,0.0371659262458039,18209,0.0001394442751442,3.2344341743939825e-06,0.6252051668731551,1850,1600.0,1.82082706540938,2.2782217303554297,0.2847758578739311,3.158612269820352e-08,0.5185275895920287,9444,5.332,co2_adsorption_campaign_finite_inlet_5000s/seed_90709,733,1e-06,111.43880274983196,1576.896374403323,4205.733386661596,4596.518780200453,5000.0,298.15,18209,0.6400286701838844,1.0,1.154518483522089,0.8983783783783784,co2_adsorption_campaign_finite_inlet_5000s/seed_90709,5000.0,0.026173980982397416,0.0001661575438702308,0.07494211751867823,0.00047574720053913515,0.10981477594227397,0.0006971256479288424,0.1869946862171161,0.001187078793994775,0.2847758578739309,0.0018078127713817
98251,True,True,True,True,True,True,True,False,,1e-10,1.7716819179320498,5.429150407428364,5.093e-05,1.5e-05,2.267011956727401e-07,0.0001141024307813,0.0019868217891625,2.0527098779319933e-06,0.6505735402580828,4.3610682242990215e-16,0.0019888744990404,5000.0,0.0019888744990404,0.3129742683579579,0.0,0.0,6.05,2.309036967044178,0.00855,0.0576728557846178,,2.818925648462312e-18,2.5639657159000845e-06,1.7044265586493853e-15,co2_adsorption_campaign_finite_inlet_5000s/seed_98251/run_metadata.json,0.0,0.0,adsorption,0.4433997574736297,0.1013131976969777,/home/khalifa/Projects/CO2bed/co2_pore_networks_power22/seed_98251,1.1035250242048156,20,1.0,3.852065321805956,3.367735208359817e-10,0.0006794614813672,0.0002827945534749,2.46212050425731e-10,0.000275787402742,0.0001233120607657,23,9369,0.9827229191648452,True,0.0389924843350015,18045,0.0001398366544003,3.155231116712313e-06,0.643709200688823,1850,1600.0,1.797624760662057,2.270283231111759,0.3129742683579578,2.6205393195642262e-08,0.5626102942503564,9369,5.332,co2_adsorption_campaign_finite_inlet_5000s/seed_98251,760,1e-06,97.78674603311516,1418.4416945544883,4146.388242012909,4565.472972519269,5000.0,298.15,18045,0.6400286701838844,1.0,1.154518483522089,0.8783783783783784,co2_adsorption_campaign_finite_inlet_5000s/seed_98251,5000.0,0.03185291032613263,0.00020220849661612596,0.09068032507965536,0.0005756564162985,0.1303002225127484,0.0008271712642042105,0.21246847548872205,0.0013487913841157152,0.3129742683579579,0.0019868217891625
105019,True,True,True,True,True,True,True,False,,1e-10,1.8774566111261253,5.828165425960987,5.093e-05,1.5e-05,1.7066811238882204e-07,0.0001307909649922,0.0013048922178903,1.281242500639879e-06,0.3979107756764082,6.4744669845422866e-15,0.001306173460391,5000.0,0.0013061734603909,0.2055532556608265,0.0,0.0,6.05,2.309036967044178,0.00855,0.0658614388566026,,8.456776945386936e-18,1.5590017351395307e-06,7.390810132483414e-15,co2_adsorption_campaign_finite_inlet_5000s/seed_105019/run_metadata.json,0.0,0.0,adsorption,0.4482825218108296,0.0997730903767335,/home/khalifa/Projects/CO2bed/co2_pore_networks_power22/seed_105019,1.1346179383751798,12,1.0,3.854095563139932,3.4342194016978637e-10,0.0006839919966878,0.0002870557906586,2.5031261678241287e-10,0.0002792798340389,0.000123284004987,16,9376,0.9944186026539746,True,0.0390063291688483,18068,0.0001389770944705,3.219924111031917e-06,0.6185948044670861,1850,1600.0,2.033818623624015,2.1983809901205142,0.2055532556608267,1.854918299591885e-08,0.4180580395095379,9376,5.332,co2_adsorption_campaign_finite_inlet_5000s/seed_105019,692,1e-06,109.91785384019852,1625.1806434834598,4246.573951104598,4619.163808561901,5000.0,298.15,18068,0.6017880726892569,1.0,1.154518483522089,0.9432432432432432,co2_adsorption_campaign_finite_inlet_5000s/seed_105019,5000.0,0.019111037070626884,0.00012132059630531736,0.05362861423003032,0.00034044491847149506,0.07807434500042097,0.0004956311924148236,0.13280251181557506,0.0008430562854736009,0.2055532556608265,0.0013048922178903
113117,True,True,True,True,True,True,True,False,,1e-10,1.8215522488724156,5.502633086252249,5.093e-05,1.5e-05,2.120628703494305e-07,0.0001185577257387,0.0017886887508015,1.8084148308756376e-06,0.5569672953022358,9.68850165905781e-15,0.0017904971656324,5000.0,0.0017904971656324,0.281763344934014,0.0,0.0,6.05,2.309036967044178,0.00855,0.0598249630090798,,1.7347234759768068e-17,2.50850729763025e-06,9.68850165905781e-15,co2_adsorption_campaign_finite_inlet_5000s/seed_113117/run_metadata.json,0.0,0.0,adsorption,0.4503219317936816,0.0985298683331417,/home/khalifa/Projects/CO2bed/co2_pore_networks_power22/seed_113117,1.1041370737478235,22,1.0,3.85682326621924,3.4589282049316346e-10,0.0006869718205514,0.000285657596223,2.4945295164898617e-10,0.0002760112962704,0.000123330573159,22,9387,1.024422431110426,True,0.038527842530433,18102,0.0001381908674848,3.246895905969326e-06,0.6411464994799476,1850,1600.0,1.8478335620220128,2.2690398897985182,0.2817633449340141,3.211579121137121e-08,0.5206517653166566,9387,5.332,co2_adsorption_campaign_finite_inlet_5000s/seed_113117,732,1e-06,89.70601786613436,1438.792407434643,4174.253876955681,4581.016491270986,5000.0,298.15,18102,0.6017880726892569,1.0,1.154518483522089,0.9081081081081082,co2_adsorption_campaign_finite_inlet_5000s/seed_113117,5000.0,0.03067082497009381,0.00019470438787786462,0.08322860570180024,0.0005283514461348868,0.11710235234295246,0.0007433886064110713,0.18947294928286973,0.0012028112920181692,0.281763344934014,0.0017886887508015
121021,True,True,True,True,True,True,True,False,,1e-10,1.795609429480956,5.435254592409395,5.093e-05,1.5e-05,2.1216163704111654e-07,0.0001244509381248,0.0017047813398422,1.7109491463488285e-06,0.5312886298212687,5.4639207827312326e-15,0.0017064922889885,5000.0,0.0017064922889885,0.2685458230112915,0.0,0.0,6.05,2.309036967044178,0.00855,0.0627928082760796,,1.0191500421363743e-17,1.9256013468402044e-06,6.9468704250054155e-15,co2_adsorption_campaign_finite_inlet_5000s/seed_121021/run_metadata.json,0.0,0.0,adsorption,0.4482225253014753,0.1025713522671748,/home/khalifa/Projects/CO2bed/co2_pore_networks_power22/seed_121021,1.0943337985298265,17,1.0,3.850192061459667,3.4361672944188817e-10,0.0006800853545914,0.0002880379698937,2.519904140120885e-10,0.0002820834786419,0.0001231791237173,20,9372,1.0372259545087072,True,0.0376020429261414,18042,0.0001398217131529,3.2203759883293766e-06,0.6249892145256121,1850,1600.0,1.85165561767268,2.2441677150654447,0.2685458230112916,4.6934215240997167e-08,0.4972543817813913,9372,5.332,co2_adsorption_campaign_finite_inlet_5000s/seed_121021,729,1e-06,114.79443565229484,1570.855756232908,4212.287798859221,4600.517160699716,5000.0,298.15,18042,0.6400286701838844,1.0,1.154518483522089,0.92,co2_adsorption_campaign_finite_inlet_5000s/seed_121021,5000.0,0.024097123490951965,0.00015297324683951878,0.07057241279485649,0.00044800746141278905,0.10392093557056001,0.000659710397998531,0.17627174721761604,0.0011190074827018334,0.2685458230112915,0.0017047813398422
129121,True,True,True,True,True,True,True,False,,1e-10,1.866279328801096,5.78100277145006,5.093e-05,1.5e-05,1.8428637078143697e-07,0.0001282705763123,0.0014367002634543,1.4284618874048588e-06,0.4525157906776931,1.9601344433145085e-15,0.0014381287253417,5000.0,0.0014381287253417,0.226316329052256,0.0,0.0,6.05,2.309036967044178,0.00855,0.0646084533405383,,3.903127820947816e-18,1.91798087588581e-06,3.61493933086613e-15,co2_adsorption_campaign_finite_inlet_5000s/seed_129121/run_metadata.json,0.0,0.0,adsorption,0.4434945160551283,0.0998186653980471,/home/khalifa/Projects/CO2bed/co2_pore_networks_power22/seed_129121,1.117284538993348,15,1.0,3.85283139596886,3.3664409644332634e-10,0.0006776758256752,0.0002828898946868,2.4627184729630825e-10,0.0002757276788019,0.0001233076801261,23,9377,0.9973460917644058,True,0.0386852653013918,18064,0.0001403099983606,3.156711692349071e-06,0.6263643073641829,1850,1600.0,1.966984223440196,2.267719615573521,0.2263163290522561,1.4835593775823952e-08,0.445160648752688,9377,5.332,co2_adsorption_campaign_finite_inlet_5000s/seed_129121,707,1e-06,96.02064780281552,1564.1500630764972,4232.428069333694,4611.837955481278,5000.0,298.15,18064,0.6017880726892569,1.0,1.154518483522089,0.9416216216216216,co2_adsorption_campaign_finite_inlet_5000s/seed_129121,5000.0,0.02335081738626611,0.00014823554991019895,0.06317326624463372,0.00040103623382808213,0.08931099833441139,0.0005669636626474745,0.1477470191892557,0.0009379269374096772,0.226316329052256,0.0014367002634543
137077,True,True,True,True,True,True,True,False,,1e-10,1.8548921346226628,5.720956327742584,5.093e-05,1.5e-05,1.9238576149035602e-07,0.0001202071075915,0.0016004524636264,1.5810867585688144e-06,0.5045837945958501,2.3280757587466233e-14,0.0016020335503849,5000.0,0.001602033550385,0.2521114080676108,0.0,0.0,6.05,2.309036967044178,0.00855,0.0606034500764487,,3.7296554733501346e-17,2.426295236862073e-06,2.3445911615523736e-14,co2_adsorption_campaign_finite_inlet_5000s/seed_137077/run_metadata.json,0.0,0.0,adsorption,0.4415361243564178,0.1000434833959976,/home/khalifa/Projects/CO2bed/co2_pore_networks_power22/seed_137077,1.1598021331914048,22,1.0,3.853209043180114,3.3573849341010715e-10,0.0006822901691069,0.000279230145322,2.438274928290878e-10,0.0002705832327935,0.0001233123848788,10,9333,1.034300223636491,True,0.0390517360763321,17981,0.0001389509582411,3.1334473589965304e-06,0.6418392957024157,1850,1600.0,1.9331984347311597,2.2535687984822323,0.2521114080676108,1.2179380727816693e-08,0.4873813794541738,9333,5.332,co2_adsorption_campaign_finite_inlet_5000s/seed_137077,668,1e-06,82.66694973816813,1433.412000714692,4183.704645595608,4586.424055701495,5000.0,298.15,17981,0.5658322842428334,1.0,1.154518483522089,0.9237837837837838,co2_adsorption_campaign_finite_inlet_5000s/seed_137077,5000.0,0.02921713137443229,0.00018547605698097475,0.0762904259336524,0.00048430652572403727,0.10556305463711133,0.0006701348905900538,0.16917888650644627,0.0010739806174506835,0.2521114080676108,0.0016004524636264
145093,True,True,True,True,True,True,True,False,,1e-10,1.8210902303698024,5.573163977322034,5.093e-05,1.5e-05,2.1004664873052838e-07,0.000121393273826,0.0017302989046283,1.791354741317395e-06,0.5603215793585989,1.594921004000338e-13,0.0017320902593693,5000.0,0.0017320902593696,0.2725654795364886,0.0,0.0,6.05,2.309036967044178,0.00855,0.0612606032306865,,2.7625471354930653e-16,2.357940152331108e-06,1.6016757679631517e-13,co2_adsorption_campaign_finite_inlet_5000s/seed_145093/run_metadata.json,0.0,0.0,adsorption,0.4466685882809759,0.0991216160576579,/home/khalifa/Projects/CO2bed/co2_pore_networks_power22/seed_145093,1.1204458330812743,21,1.0,3.8551496431994887,3.405061105492334e-10,0.0006809648021213,0.0002857539880202,2.476419035717521e-10,0.0002783169356888,0.0001233251658862,14,9389,1.0175345415327268,True,0.039056312275111,18098,0.0001401283693346,3.197011871946752e-06,0.6349363426905983,1850,1600.0,1.8664979982184424,2.259932207604528,0.2725654795364886,3.1239534609750945e-08,0.5087429219383058,9389,5.332,co2_adsorption_campaign_finite_inlet_5000s/seed_145093,693,1e-06,93.05952500348155,1495.9542432677065,4193.217362444932,4590.668389661026,5000.0,298.15,18098,0.6400286701838844,1.0,1.154518483522089,0.9124324324324324,co2_adsorption_campaign_finite_inlet_5000s/seed_145093,5000.0,0.028824898454804966,0.00018298608579188125,0.07829129849146088,0.0004970084555537142,0.11049756096599163,0.0007014601006285463,0.18117926205007148,0.001150161345448826,0.2725654795364886,0.0017302989046283
153133,True,True,True,True,True,True,True,False,,1e-10,1.847607274490756,5.6518574459855,5.093e-05,1.5e-05,1.9746393436937249e-07,0.00012551056021,0.0015732854194815,1.585618035805416e-06,0.4921760068759399,7.572825719203694e-15,0.0015748710375173,5000.0,0.0015748710375173,0.2478319171685908,0.0,0.0,6.05,2.309036967044178,0.00855,0.0632904793134036,,1.2576745200831853e-17,1.9925665628851785e-06,8.619359054203211e-15,co2_adsorption_campaign_finite_inlet_5000s/seed_153133/run_metadata.json,0.0,0.0,adsorption,0.4485407451820323,0.0984466335832826,/home/khalifa/Projects/CO2bed/co2_pore_networks_power22/seed_153133,1.1074687380931814,18,1.0,3.856594928617089,3.4323975934111963e-10,0.0006843215961047,0.0002860820038071,2.4857251158869116e-10,0.0002776098323508,0.0001233472885539,11,9386,1.0392246761138344,True,0.0388630995193478,18099,0.0001400420870755,3.221648381175749e-06,0.6261636200303969,1850,1600.0,1.918975561851424,2.267632358852786,0.2478319171685908,2.0443940657926613e-08,0.4755833924933121,9386,5.332,co2_adsorption_campaign_finite_inlet_5000s/seed_153133,744,1e-06,102.3083375268673,1566.767374887859,4217.812024579349,4603.69429646595,5000.0,298.15,18099,0.6017880726892569,1.0,1.154518483522089,0.9248648648648649,co2_adsorption_campaign_finite_inlet_5000s/seed_153133,5000.0,0.024348932898960493,0.00015457178214780659,0.0670723308022352,0.0004257882572485562,0.09666144321184385,0.0006136257225003236,0.16248621573686337,0.001031494236118217,0.2478319171685908,0.0015732854194815
161123,True,True,True,True,True,True,True,False,,1e-10,1.8039729337163133,5.533891351426774,5.093e-05,1.5e-05,1.966328500813317e-07,0.0001252378431378,0.0015700753474719,1.588647354676394e-06,0.4964497620617041,2.4282490784997075e-14,0.0015716639948266,5000.0,0.0015716639948266,0.2473262503070457,0.0,0.0,6.05,2.309036967044178,0.00855,0.0631173238558931,,3.816391647148976e-17,1.9936640918243366e-06,2.4282490784997075e-14,co2_adsorption_campaign_finite_inlet_5000s/seed_161123/run_metadata.json,0.0,0.0,adsorption,0.4467552194899482,0.0991951693774956,/home/khalifa/Projects/CO2bed/co2_pore_networks_power22/seed_161123,1.0641305172629836,18,1.0,3.853340459647248,3.4206481541829526e-10,0.0006821606449946,0.0002852132132581,2.496524002250957e-10,0.0002766239170089,0.0001233022891207,21,9355,1.0192806003367716,True,0.0377216969300589,18024,0.0001394181764305,3.200016348238152e-06,0.6291902982667605,1850,1600.0,1.8989776781001904,2.2803534719380774,0.2473262503070457,2.7741848884436426e-08,0.4696670285413001,9355,5.332,co2_adsorption_campaign_finite_inlet_5000s/seed_161123,715,1e-06,100.61482059163248,1536.4124696337406,4215.202512536096,4602.708365778663,5000.0,298.15,18024,0.6017880726892569,1.0,1.154518483522089,0.9302702702702704,co2_adsorption_campaign_finite_inlet_5000s/seed_161123,5000.0,0.024614431924804912,0.0001562572218240699,0.06857004998107678,0.0004352960711470871,0.0981956975644799,0.0006233654688185984,0.16285228859047718,0.0010338181380984098,0.2473262503070457,0.0015700753474719
