time_s,mean_gas_concentration_mol_m3,gas_inventory_mol,adsorbed_inventory_mol,total_inventory_mol,cumulative_reservoir_input_mol,mass_balance_residual_mol,relative_mass_balance_error,mean_loading_mol_kg,inlet_cell_concentration_mol_m3,top_cell_concentration_mol_m3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5e-05,0.000349683954430803,1.1334822662158818e-09,3.177780280288481e-13,1.1338000442439106e-09,1.1338000442450964e-09,-1.1857634080947652e-21,1.0458311534855045e-12,5.0119402853345306e-11,0.0698370017533601,0.0
5.317724787430056e-05,0.0003717611979994613,1.2050444976392133e-09,3.592279477491199e-13,1.2054037255869623e-09,1.2054037255878238e-09,-8.615086079739783e-22,7.147054465538983e-13,5.665681274787247e-11,0.07423940847066782,0.0
5.655639382969606e-05,0.00039522264603411106,1.281093555510078e-09,4.060677999559594e-13,1.2814996233100339e-09,1.2814996233104444e-09,-4.1048837897944e-22,3.2031876678905495e-13,6.404431350400603e-11,0.07891695480220448,0.0
6.0150267471166206e-05,0.0004201538293133717,1.3619066833781223e-09,4.589951030799323e-13,1.3623656784812022e-09,1.3623656784810016e-09,2.005912985441092e-22,1.4723748675739775e-13,7.23919165263607e-11,0.08388652563417194,0.0
6.397251366039366e-05,0.0004466453998469477,1.4477777249959545e-09,5.187969580113304e-13,1.448296521953966e-09,1.4482965219529543e-09,1.0116418891523528e-21,6.985046734680399e-13,8.182376201069345e-11,0.08916600145364412,0.0
6.803764432121665e-05,0.0004747934146715798,1.5390180442288913e-09,5.863623473237056e-13,1.539604406576215e-09,1.539604406574208e-09,2.0069469612067834e-21,1.303547166164488e-12,9.24800587562401e-11,0.09477431135558864,0.0
7.236109353705672e-05,0.000504699628712362,1.6359574743496144e-09,6.626984652506474e-13,1.636620172814865e-09,1.636620172812004e-09,2.8610109436677845e-21,1.7481215196969363e-12,1.0451965970150604e-10,0.10073148719668595,0.0
7.695927614951026e-05,0.0005364718262123681,1.7389453923499868e-09,7.489319520342947e-13,1.7396943243020212e-09,1.7396943242981426e-09,3.878649892261147e-21,2.2295008025719063e-12,1.1812025660358606e-10,0.10705872620347205,0.0
8.184965008058509e-05,0.0005702241262537551,1.848351709271744e-09,8.463377716724635e-13,1.8491980470434166e-09,1.8491980470383309e-09,5.0857132011291524e-21,2.750226353126657e-12,1.3348293458666703e-10,0.1137784458433402,0.0
8.705078261520076e-05,0.0006060773269949016,1.964567986033192e-09,9.563534292222245e-13,1.965524339462414e-09,1.9655243394558987e-09,6.5152880947739225e-21,3.3147837266446183e-12,1.5083441447064316e-10,0.1209143470383569,0.0
9.258242089560768e-05,0.0006441592573461194,2.0880085733676485e-09,1.0805993419214378e-12,2.08908917270957e-09,2.0890891727013648e-09,8.205218086219758e-21,3.927653349319458e-12,1.7043026566929222e-10,0.12849147782191842,0.0
9.846556689537109e-05,0.0006846051419286042,2.2191117948188144e-09,1.2209016901822472e-12,2.2203326965089967e-09,2.220332696498799e-09,1.0197482591553725e-20,4.592772338842332e-12,1.925585102095834e-10,0.13653629881437457,0.0
0.0001047225571575,0.0007275579725405726,2.3583411508288427e-09,1.3793222918839346e-12,2.3597204731207267e-09,2.3597204731082197e-09,1.2506970861801778e-20,5.300191698240143e-12,2.175443344536543e-10,0.14507674873207052,0.0
0.0001113771475999,0.000773168894479169,2.5061865709806166e-09,1.5581901205178517e-12,2.5077447611011345e-09,2.507744761086041e-09,1.5093564637255096e-20,6.018780248843032e-12,2.4575506008630436e-10,0.15414231192469968,0.0
0.0001184546037091,0.0008215976436671661,2.663165830921107e-09,1.7601110080933621e-12,2.6649259419292e-09,2.664925941911138e-09,1.8062315855707912e-20,6.777792797736133e-12,2.776016744405962e-10,0.16376409683930312,0.0
0.0001259817964658,0.0008730129249942583,2.8298257787349035e-09,1.9880269148746766e-12,2.8318138056497783e-09,2.8318138056283176e-09,2.1460787402382027e-20,7.57845991129975e-12,3.1354817841859055e-10,0.17397489787740938,0.0
0.0001339873043662,0.0009275928474714512,3.0067437454744323e-09,2.2452491793097013e-12,3.008988994653742e-09,3.008988994628401e-09,2.534109165586828e-20,8.421796058707218e-12,3.541168306128146e-10,0.1848092694678206,0.0
0.0001425015219259,0.0009855253444416032,3.1945289072504686e-09,2.535512187084099e-12,3.1970644194375527e-09,3.197064419407867e-09,2.968585782330306e-20,9.28534866010788e-12,3.998966118969633e-10,0.19630359427781868,0.0
0.0001515567750783,0.001047008619960823,3.393823732154113e-09,2.863020309440263e-12,3.3966867524635535e-09,3.3966867524291164e-09,3.443718326180765e-20,1.0138463088134637e-11,4.515506284566645e-10,0.20849615573854235,0.0
0.0001611874439074,0.0011122516169915597,3.605305497880225e-09,3.2324903537728523e-12,3.6085379882339975e-09,3.608537988194379e-09,3.9618642618839814e-20,1.0979139681505474e-11,5.098228070242378e-10,0.22142721366598234,0.0
0.0001714300931778,0.0011814744397289805,3.829687660676312e-09,3.649232649821235e-12,3.833336893326133e-09,3.833336893280962e-09,4.517150607090829e-20,1.1783860205334991e-11,5.755506836532062e-10,0.2351390658950321,0.0
0.0001823236111606,0.0012549088189894577,4.067721363874991e-09,4.119212205954635e-12,4.071840576080946e-09,4.071840576030738e-09,5.020738164013112e-20,1.2330389832809857e-11,6.496750491821784e-10,0.24967611805347745,0.0
0.0001939093572805,0.0013327985449556631,4.3201968406146e-09,4.649137556883068e-12,4.324845978171483e-09,4.32484597811701e-09,5.447315205906708e-20,1.2595397000033277e-11,7.332539621426787e-10,0.26508494240984637,0.0
0.000206231319145,0.0014153999163681887,4.587944869870362e-09,5.246544461931035e-12,4.593191414332294e-09,4.593191414274799e-09,5.74948428367233e-20,1.2517406232477086e-11,8.274759495066104e-10,0.28141433788549075,0.0
0.0002193362795524,0.0015029821728654788,4.871838177861689e-09,5.9198940481333e-12,4.877758071909822e-09,4.877758071851427e-09,5.839481534318099e-20,1.1971650598964058e-11,9.336754856461607e-10,0.2987153827754223,0.0
0.0002332739941117,0.0015958279098293152,5.17279278275214e-09,6.678683820695322e-12,5.179471466572835e-09,5.179471466516896e-09,5.593891610451105e-20,1.0800120526877783e-11,1.0533505007122807e-09,0.3170414798546796,0.0
0.0002480973801501,0.0016942334877074717,5.491769321447422e-09,7.533560337399875e-12,5.499302881784822e-09,5.499302881732739e-09,5.2082600088788835e-20,9.470764060168514e-12,1.1881801514478895e-09,0.3364483966570477,0.0
0.0002638627176241,0.0017985093818925122,5.829774183709228e-09,8.496469502541652e-12,5.8382706532117696e-09,5.838270653165074e-09,4.6695172759230965e-20,7.99811717080003e-12,1.3400485252881915e-09,0.3569942874114924,0.0
0.0002806298627977,0.0019089805218904473,6.187860611552717e-09,9.58080516773028e-12,6.197441416720447e-09,6.1974414166819426e-09,3.8504430333730885e-20,6.212955919171335e-12,1.5110680774231975e-09,0.37873970849069966,0.0
0.0002984624754985,0.0020259865933778044,6.567129678348721e-09,1.0801571034877048e-11,6.577931249383598e-09,6.577931249356289e-09,2.730936792343821e-20,4.15166514943392e-12,1.703605165857732e-09,0.4017476206520709,0.0
0.0003174282608152,0.0021498823019783595,6.9687311438422414e-09,1.2175548233065022e-11,6.980906692075307e-09,6.980906692061589e-09,1.371796327857941e-20,1.9650689922774616e-12,1.9203064813465495e-09,0.426083377530722,0.0
0.0003375992261536,0.0022810375204056444,7.393863931107193e-09,1.3721533013210793e-11,7.4075854641204035e-09,7.407585464121985e-09,-1.581569331201389e-21,2.1350672751081799e-13,2.1641365361866922e-09,0.45181468100787614,0.0
0.0003590519546268,0.002419837418047258,7.843776546587185e-09,1.5460548845104625e-11,7.85923709543229e-09,7.859237095449435e-09,-1.7145799736999158e-20,2.1816112084119106e-12,2.438411115797086e-09,0.479011527487813,0.0
0.0003818678958189,0.002566682506740034,8.319767228473323e-09,1.7416078270040495e-11,8.337183306743364e-09,8.337183306776273e-09,-3.2908553489809653e-20,3.9472028236517635e-12,2.746833846115729e-09,0.5077461285589179,0.0
0.0004061336750239,0.00272198855794103,8.823183678218317e-09,1.961435726903402e-11,8.842798035487352e-09,8.842798035534958e-09,-4.760589861365185e-20,5.3835786390627275e-12,3.093542620847641e-09,0.5380927950659448,0.0
0.000431941422137,0.0028861864233187735,9.355422478992358e-09,2.2084680743336135e-11,9.377507159735695e-09,9.37750715979419e-09,-5.84949041972999e-20,6.237788273635795e-12,3.483157781324953e-09,0.5701277920058301,0.0
0.0004593891214431,0.00305972174961606,9.917928171425794e-09,2.4859707002651014e-11,9.942787878428445e-09,9.942787878495857e-09,-6.741191120062154e-20,6.779980828759227e-12,3.9208301398638144e-09,0.6039291616512327,0.0
0.0004885809836348,0.0032430545078148865,1.0512191727421856e-08,2.7975861866608198e-11,1.0540167589288464e-08,1.0540167589361413e-08,-7.294905822105151e-20,6.92105297212558e-12,4.4123047139520624e-09,0.6395764958668548,0.0
0.0005196278414683,0.0034366584217534924,1.1139748698048658e-08,3.1473679203960567e-11,1.1171222377252619e-08,1.1171222377332466e-08,-7.984774452974376e-20,7.147628239122951e-12,4.963974435504568e-09,0.6771506770001268,0.0
0.000552647570563,0.0036410201240333366,1.1802176477455767e-08,3.539831974592173e-11,1.183757479720169e-08,1.183757479729366e-08,-9.197090358732094e-20,7.769404220224871e-12,5.582961977208573e-09,0.7167335468690031,0.0
0.0005877655369391,0.003856638180550449,1.2501091140943546e-08,3.980002461858359e-11,1.254089116556213e-08,1.254089116567903e-08,-1.1690047288844408e-19,9.321544326002009e-12,6.277191282874872e-09,0.7584075365398039,0.0
0.0006251150729957,0.004084021930373524,1.3238143684488623e-08,4.473456879117457e-11,1.3282878253279798e-08,1.3282878253440577e-08,-1.60779095661932e-19,1.2104236189945235e-11,7.055459084515529e-09,0.8022552444010267,0.0
