time_s,reference_loading_mol_kg,homogeneous_loading_mol_kg,residual_mol_kg
0.0,0.0,0.0,0.0
5e-05,3.1007063009982625e-11,5.0119402853345306e-11,-1.911233984336268e-11
5.317724787430056e-05,3.5068177606260965e-11,5.665681274787247e-11,-2.1588635141611505e-11
5.655639382969606e-05,3.966086259688313e-11,6.404431350400603e-11,-2.43834509071229e-11
6.0150267471166206e-05,4.485462819055625e-11,7.23919165263607e-11,-2.7537288335804446e-11
6.397251366039366e-05,5.0728061193286105e-11,8.182376201069345e-11,-3.1095700817407345e-11
6.803764432121665e-05,5.7370005368544326e-11,9.24800587562401e-11,-3.511005338769577e-11
7.236109353705672e-05,6.488089844979542e-11,1.0451965970150604e-10,-3.9638761251710615e-11
7.695927614951026e-05,7.337428063941548e-11,1.1812025660358606e-10,-4.4745975964170585e-11
8.184965008058509e-05,8.297849830384162e-11,1.3348293458666703e-10,-5.0504436282825416e-11
8.705078261520076e-05,9.383862996989164e-11,1.5083441447064316e-10,-5.699578450075152e-11
9.258242089560768e-05,1.0611865980023324e-10,1.7043026566929222e-10,-6.431160586905898e-11
9.846556689537109e-05,1.20003933833862e-10,1.925585102095834e-10,-7.255457637572141e-11
0.0001047225571575,1.3570393144044044e-10,2.175443344536543e-10,-8.184040301321385e-11
0.0001113771475999,1.534553971140724e-10,2.4575506008630436e-10,-9.229966297223196e-11
0.0001184546037091,1.7352587342930396e-10,2.776016744405962e-10,-1.0407580101129222e-10
0.0001259817964658,1.9621769104518388e-10,3.1354817841859055e-10,-1.1733048737340667e-10
0.0001339873043662,2.2187247074815927e-10,3.541168306128146e-10,-1.3224435986465532e-10
0.0001425015219259,2.5087620449833074e-10,3.998966118969633e-10,-1.4902040739863256e-10
0.0001515567750783,2.8366498854103763e-10,4.515506284566645e-10,-1.6788563991562685e-10
0.0001611874439074,3.2073149094864656e-10,5.098228070242378e-10,-1.8909131607559125e-10
0.0001714300931778,3.6263224722051046e-10,5.755506836532062e-10,-2.1291843643269578e-10
0.0001823236111606,4.0999588789954257e-10,6.496750491821784e-10,-2.396791612826358e-10
