pore_id,x_m,y_m,z_m,volume_m3,inscribed_radius_m,component,inlet,outlet,wall,sobol_void_samples
0,-0.006214664405139149,0.0028838506815306226,0.016880891539333562,1.0439206045211805e-09,0.0002944782047410334,0,0,0,0,154
1,0.005212452921449182,-0.0015618316129569884,0.0018361723533166445,2.3986525217153337e-10,0.00035518134457450596,0,0,0,0,35
2,0.005716343189159851,-0.003871127325554113,0.033847431925671495,1.9425707042060803e-09,0.00029373192061193335,0,0,1,1,287
3,0.005838061870684394,-0.0032878873952752186,0.03460169798942149,5.793928274284221e-09,0.0005754932167688767,0,0,1,1,857
4,-0.004119257290140851,-0.0054742384855903,0.02071739633170571,1.3412183818605456e-09,0.00046996398470085666,0,0,0,0,198
5,-0.0011754751385160455,-0.007697552575513006,0.03373947260846139,5.246630093273117e-09,0.0007566257792913142,0,0,0,0,776
6,-0.00220828476250653,-0.00446860915348851,0.01990093737227515,2.466220198383371e-10,0.0003357390021970834,0,0,0,0,36
7,-0.0027292168212699895,-0.004425249615951206,0.020282557180369094,2.8716262583915966e-10,0.00033151386244121585,0,0,0,0,42
8,-0.003372154835852197,-0.005365918613601168,0.020431064993533365,5.236494941772912e-10,0.00040566147278334067,0,0,0,0,77
9,-0.005686615999529406,0.0022763495664711625,0.015577698882826186,2.466220198383371e-10,0.000336962521496535,0,0,0,0,36
10,-0.005836903587703273,0.0037394739913077716,0.015869925042150842,1.030407069187573e-09,0.00030048797819550355,0,0,0,0,152
11,-0.005685914277179453,0.003082231929073081,0.016417014490218672,2.736490905055521e-10,0.000269152389178783,0,0,0,0,40
12,-0.0006456862036909515,-0.006989019342635294,0.03130448296579083,1.023650301520769e-09,0.0002537655855456147,0,0,0,0,151
13,-0.0001531193538559305,-0.006980621032951774,0.03144316765483876,1.307434543526527e-09,0.00029877275794609954,0,0,0,0,193
14,-0.0015390889671858868,-0.006218766014826315,0.0319991167163039,1.1587856548568443e-09,0.00046360406334515264,0,0,0,0,171
15,0.004059938885261638,-0.002441426267299684,0.03554497191876162,1.023650301520769e-09,0.0014176435766638752,0,0,0,0,151
16,0.006100153532716107,-1.2578873682687255e-05,0.033325218877197506,4.493250498424498e-10,0.0006053455163420625,0,0,1,1,66
17,0.006676091295299165,0.0012393985272608388,0.03285657086706989,1.5641917148650697e-09,0.00039596353106411666,0,0,1,1,231
18,0.006610795190195276,0.00131257429173914,0.03264740620206414,1.0709476751883953e-09,0.00044169586558179383,0,0,0,0,158
19,0.00618852028782739,0.0018120507390325122,0.03257090863140833,3.4797353484039345e-10,0.0003124775418973984,0,0,0,0,51
20,0.006365749629448251,0.0016291460868049848,0.03390269364384627,2.7939234302233532e-09,0.0002062352981407324,0,0,0,0,413
21,0.003828185423824864,6.44093324355857e-05,0.034883105925657444,1.0439206045211805e-09,0.0004866820086803547,0,0,0,0,154
22,0.005966961119103196,0.0010070657091008643,0.03440972225835061,2.5912204002192407e-09,0.00035727815958958226,0,0,0,0,383
23,0.00658331785002976,-0.0003642105093488328,0.03530826989019154,4.33446645825461e-09,0.0010866610944985458,0,0,1,1,641
24,0.0006685958577344189,-0.007065762430821073,0.021030985162731122,1.3817589878613682e-09,0.0005616345873906001,0,0,0,0,204
25,-0.0002895546211209625,-0.006851390105918589,0.019766380677881928,8.885149481846939e-10,0.00019081764981469958,0,0,0,0,131
26,0.0002265839069945723,-0.006526438387657915,0.020449087144558186,3.6824383784080477e-10,0.0002904755565581919,0,0,0,0,54
27,-0.0009357807367325286,-0.0064357011115584685,0.03049627247169233,2.2635171683792585e-10,0.0002592965992678206,0,0,0,0,33
28,-0.0026881301803038386,-0.0066819095673396845,7.888141340877764e-05,2.6655448445540817e-09,0.0007479798092626977,0,1,0,1,394
29,-0.0017439990691519,-0.005969091389087303,0.03190951835848292,2.331084845047296e-10,0.000570071247424544,0,0,0,0,34
30,-0.0045373192028725,0.001832270223514329,0.013633001810846146,2.6013555517194463e-10,0.00038082424613801577,0,0,0,0,38
31,-0.006259070529249181,-0.0035819634942773583,0.005328035141713815,9.222987865187128e-10,0.0003749728194008484,0,0,0,0,136
32,0.005261255777726701,-0.0014262135732216027,0.0018715397846828876,2.8716262583915966e-10,0.00034355735234121575,0,0,0,0,42
33,0.005105771443373479,-0.00037035726633993636,0.0012057162220386118,4.560818175092536e-10,0.00030527513840749676,0,0,0,0,67
34,0.003940035472999931,-0.004773651731199315,0.0005099741552478496,2.1520305018769963e-09,0.0004872285171109717,0,0,0,0,318
35,0.006085004505303261,0.0032513727052630947,0.032912596472618995,9.087852511851052e-10,0.0004494094666335687,0,0,0,0,134
36,0.006376042926086491,0.0028625465833007437,0.03244521221933206,1.2533804021920969e-09,0.0003252639453883095,0,0,0,0,185
37,0.002628390003909081,-0.005851303753445691,0.002894274983859158,1.6554080783669204e-10,0.0003018946540071875,0,0,0,0,24
38,0.0025578676284145514,-0.005908601313890633,0.0015035942405175692,2.2635171683792585e-10,0.000297177594986911,0,0,0,0,33
39,0.00300110628160782,-0.005946933619076226,0.0012779003871614676,1.5574349471982658e-09,0.0002549319456505039,0,1,0,1,230
40,0.0028198447252887823,-0.005500826883427338,0.0020964380866847795,2.466220198383371e-10,0.00022337488680834034,0,0,0,0,36
41,-0.0008763226001381571,-0.006386496701897776,0.001548731376480903,7.77028281682432e-11,0.0003280970709114414,0,0,0,0,11
42,0.0021937285768994707,-0.0057485292467632865,0.00118942635412236,9.898664631867503e-10,0.0003191150328037349,0,0,0,0,146
43,0.002802516537302571,-0.005922593464990618,0.0030527350134579635,3.0067616117276716e-10,0.00029688898497238407,0,0,0,0,44
44,0.004094136297301005,-0.00496061351321655,0.0012850149550392468,6.182442415125437e-10,0.0003828510584748336,0,1,0,1,91
45,0.0035509900670109775,-0.005436970829144912,0.0019385710381046484,1.7229757550349578e-10,0.00026691940226485197,0,0,0,0,25
46,0.003629912010697405,-0.005557986150646117,0.0017057185342206724,6.182442415125437e-10,0.0002661842972987255,0,0,0,0,91
47,0.0038017001603933022,-0.005820407799612046,0.00280317592696528,9.290555541855166e-10,0.00023149963396406085,0,0,0,0,137
48,0.0040852456490690055,-0.005529980054508904,0.0031090570364692206,6.520280798465625e-10,0.0002503050874618403,0,0,0,0,96
49,0.0059654950556927,0.0014190720296975413,0.032190708006301166,3.412167671735897e-10,0.00042891329109797,0,0,0,0,50
50,0.006614196794103637,-0.0006607323865730527,0.0017052434471522579,5.033791911768799e-10,0.0002623224061296343,0,0,0,0,74
51,0.00660431067265267,-0.0006213905260780702,0.00246798407449812,8.750014128510864e-10,0.00019942374481655143,0,0,0,0,129
52,0.006522462544828912,-0.0014135516472162887,0.0013145551679149647,1.6452729268667148e-09,0.00024880000067277594,0,1,0,1,243
53,0.006378184258987503,-0.000969442245061336,0.0015290895671441736,1.858111108371033e-10,0.0002900215945418435,0,0,0,0,27
54,0.006161700451611378,-0.0011613429680587554,0.0027120840755418605,2.736490905055521e-10,0.0002615322379297323,0,0,0,0,40
55,0.0058783038997815935,-0.0015704142269760137,0.001935097017354777,2.2635171683792585e-10,0.00040519399237382177,0,0,0,0,33
56,0.007507609877829848,-0.0017939510554599936,0.03244546850415391,1.3952725231949757e-09,0.0006896912196335392,0,0,0,0,206
57,0.006970423653403178,-0.0008930282585125962,0.0324600072531128,1.2533804021920969e-09,0.00034618291081568015,0,0,0,0,185
58,0.006869208718009609,-0.00207319319140354,0.03334138023507424,2.0912195928757627e-09,0.00041362032466690736,0,0,1,1,309
59,0.007314733962808212,-0.0021658777870825446,0.032903312534924824,1.0641909075215917e-09,0.0006366902248474325,0,0,1,1,157
60,0.005652099041209535,-0.002290526135128902,0.033506165397157964,3.8851414084121603e-10,0.0004216603200345449,0,0,0,0,57
61,0.004717215745932949,-0.0007965851089881204,0.00260607758549202,3.61487070174001e-10,0.00034127150752811077,0,0,0,0,53
62,0.004782978282115226,-5.130245384185989e-05,0.001696046939590675,3.0743292883957093e-10,0.00026631205282896277,0,0,0,0,45
63,0.0010083096056886381,-0.007185774254284061,0.02386583471929792,1.0777044428551992e-09,0.00037132824557789643,0,0,0,0,159
64,0.0006285311103444391,-0.007503555935771313,0.023623270136971204,6.655416151801701e-10,0.0005364779218125405,0,0,0,0,98
65,-0.002665914861117336,-0.004326983939354438,0.0204870476476341,3.141896965063747e-10,0.00034828833805867815,0,0,0,0,46
66,-0.003247908691928146,-0.005163595095516194,0.021199000241679762,3.2094646417317847e-10,0.0004392749671410847,0,0,0,0,47
67,-0.003405517237466509,-0.005159336131881307,0.021379364425793218,1.3175696950267323e-10,0.0004782139242002784,0,0,0,0,19
68,-0.006652018048125143,0.00028618554445595374,0.02397815626707651,3.412167671735897e-10,0.00028824089373464255,0,0,0,0,50
69,-0.004472572681458144,-0.00494538726338812,0.02110525014580367,1.1722991901904518e-09,0.00029737314146758697,0,0,0,0,173
70,-0.004875888779668128,-0.0039804357813742865,0.02063383300769134,7.060822211809926e-10,0.00030293991174016753,0,0,0,0,104
71,0.005844088484341294,0.0026591789227149508,0.033714822347192,1.8952733305384536e-09,0.00029326291166708056,0,0,0,0,280
72,0.005814987187812546,0.002923561156110539,0.03325336760139508,2.331084845047296e-10,0.0003655671511883636,0,0,0,0,34
73,0.005749102408078491,0.00235480160874933,0.03360964759575796,2.0608141383751456e-10,0.0003000034451693263,0,0,0,0,30
74,0.005705591659798291,0.0024008605898470144,0.03333884986139986,2.5337878750514086e-10,0.0003103217954004092,0,0,0,0,37
75,0.004763130472182894,0.0016331481129269675,0.03434218951823102,6.114874738457399e-10,0.000531477345503584,0,0,0,0,90
76,-0.005563169650697913,0.00400467620845031,0.015927889792650227,1.023650301520769e-09,0.00030341523556496415,0,0,0,0,151
77,-0.004783932348495915,0.004231721850052888,0.015347050723482157,5.979739385121324e-10,0.0003488733217505267,0,0,0,0,88
78,-0.006598119724914535,0.0011536246468801786,0.02240968621193818,9.69596160186339e-10,0.00033051686302708013,0,0,0,0,143
79,-0.006304255349989081,0.00024368621954548353,0.0229405842746211,6.452713121797588e-10,0.0004650950447185059,0,0,0,0,95
80,-0.0060971755669888186,0.0006763165644158414,0.022668512379723983,2.6689232283874835e-10,0.0005285957944347238,0,0,0,0,39
81,0.00040718311317318153,-0.007451027171794716,0.023673272717825586,1.023650301520769e-09,0.0004702369091980687,0,0,0,0,151
82,-0.004705346783738673,-0.005815495174791718,0.03313369443766581,1.1250018165228255e-09,0.0007055286977428887,0,0,0,0,166
83,-0.004760259661279076,-0.00585178469165878,0.03374157530280947,2.1182466635429773e-09,0.0005863257970454258,0,0,0,0,313
84,-0.0016410522028313269,-0.00203765073557987,0.01729647488997574,9.797313116865448e-11,0.00042055065212200776,0,0,0,0,14
85,-0.0011000104192436314,-0.006602356313951599,0.019846804327892965,5.506765648445062e-10,0.000283002509896979,0,0,0,0,81
86,-0.002144561558809114,-0.006386383255417005,0.021171143327915237,6.993254535141888e-10,0.00037301253322255523,0,0,0,0,103
87,-0.004415785560717546,-0.003391312512965604,0.021032391935965886,1.9256787850390707e-10,0.0003478303737170285,0,0,0,0,28
88,-0.0034525795068687773,-0.004008468547686477,0.019614311093144227,3.0743292883957093e-10,0.00025288572806579114,0,0,0,0,45
89,-0.0036508710797519255,-0.003590727633681597,0.019760011816850918,3.412167671735897e-10,0.00026082660604536507,0,0,0,0,50
90,-0.004828203598649467,-0.003857677667114169,0.020090231102870146,1.2500020183586949e-10,0.00039587829061182953,0,0,0,0,18
91,-0.004660016235587882,-0.003625958789069532,0.020080746725402342,2.804058581723559e-10,0.0003664862770054639,0,0,0,0,41
92,-0.0063235647147352105,-0.003547867903951646,0.005501388862296937,1.1182450488560216e-09,0.0004009410437621799,0,0,0,0,165
93,-0.0041631188962593605,0.0025003640459305876,0.014955797866200568,2.6689232283874835e-10,0.000421831960266237,0,0,0,0,39
94,-0.004089642953274272,0.00244046564462916,0.014883981210443003,1.5202727250308452e-10,0.00044184524829527806,0,0,0,0,22
95,-0.0041588041466609615,0.0024771716005560903,0.014404002987919889,3.750006055076085e-10,0.000381694160995537,0,0,0,0,55
96,-0.004740125142889678,0.004096170804377042,0.015104850837905033,2.736490905055521e-10,0.00032319742578628145,0,0,0,0,40
97,-0.0024201904237567975,0.0044014406905953625,0.012685773557434797,2.466220198383371e-10,0.0002828769280348054,0,0,0,0,36
98,0.0003464772051311249,-0.006327656773917804,0.03245361177614582,3.4797353484039345e-10,0.0005939066083084833,0,0,0,0,51
99,0.0003084104521418522,-0.006304288999912818,0.032378326656549605,3.8851414084121603e-10,0.0005737933793709694,0,0,0,0,57
100,-0.0003872535118952941,-0.006399060020229773,0.03309065024830318,5.5743333251131e-10,0.00033530929984110214,0,0,0,0,82
101,-0.0009716828248836946,-0.006310400154514562,0.0330156780808002,4.898656558432723e-10,0.0003059179224769061,0,0,0,0,72
102,-0.0013322311707308434,-0.0060711557031425285,0.03223091763459516,5.033791911768799e-10,0.00043127822109678986,0,0,0,0,74
103,0.0059381206704290585,0.0027698597011117545,0.024991181916693216,3.344599995067859e-10,0.0003185248074609766,0,0,0,0,49
104,-0.005128584472830297,-0.004268722223750887,0.023959127700778442,8.209472715166564e-10,0.00029510646217804904,0,0,0,0,121
105,-0.0045548518885939705,-0.005332032987237491,0.02436424339912556,8.07433736183049e-10,0.00034552548124364244,0,0,0,0,119
106,-0.004838137270032636,-0.005126731661322713,0.024453754452699244,1.0506773721879843e-09,0.0003368525929059665,0,0,0,0,155
107,0.00559206494520801,-0.00223191823848325,0.033532365491307864,5.168927265104874e-10,0.00042801124298073596,0,0,0,0,76
108,0.00453713166472757,-0.0009977742431724456,0.03549878652564845,2.4560850468831653e-09,0.0009356196835940016,0,0,0,0,363
109,0.0062731622410528536,-0.0005302412412502407,0.03481810595540688,2.9695993895602507e-09,0.000750649511771706,0,0,0,0,439
110,0.006185693458242291,-0.0013708025468690476,0.03364883328578803,5.844604031785249e-10,0.00025919054876680475,0,0,0,0,86
111,0.006018012849577534,-5.1718428425628295e-05,0.03349600808113901,2.3648686833813148e-11,0.0006216735368644951,0,0,0,0,3
112,0.0060539770511659945,-8.954942552921037e-05,0.03370347316637394,9.42569089519124e-10,0.0005712471645614698,0,0,0,0,139
113,0.005997974270867309,-3.471889432376049e-05,0.033557466873394094,5.7432525167831934e-11,0.0006071349819248469,0,0,0,0,8
114,0.0016832102139964515,-0.006822409944893114,0.02017247692161478,1.6790567652007335e-09,0.00040354805694307893,0,0,0,0,248
