pore_id,particle_index,particle_id
0,1237,1238
0,1258,1259
0,1310,1311
0,1370,1371
1,1258,1259
1,1310,1311
1,1370,1371
1,1497,1498
2,1258,1259
2,1288,1289
2,1497,1498
2,1499,1500
3,1258,1259
3,1370,1371
3,1497,1498
3,1499,1500
4,1183,1184
4,1204,1205
4,1364,1365
4,1494,1495
5,1204,1205
5,1223,1224
5,1364,1365
5,1494,1495
6,1273,1274
6,1284,1285
6,1349,1350
6,1489,1490
7,1576,1577
7,1801,1802
7,1829,1830
7,1832,1833
8,29,30
8,102,103
8,158,159
8,381,382
9,224,225
9,331,332
9,399,400
9,444,445
10,331,332
10,377,378
10,399,400
10,444,445
11,625,626
11,659,660
11,765,766
11,953,954
12,1223,1224
12,1227,1228
12,1364,1365
12,1494,1495
13,1053,1054
13,1181,1182
13,1206,1207
13,1379,1380
14,1576,1577
14,1668,1669
14,1801,1802
14,1829,1830
15,224,225
15,331,332
15,399,400
15,473,474
16,41,42
16,110,111
16,124,125
16,144,145
17,41,42
17,110,111
17,144,145
17,158,159
18,41,42
18,91,92
18,102,103
18,158,159
19,29,30
19,41,42
19,102,103
19,158,159
20,29,30
20,41,42
20,110,111
20,158,159
21,27,28
21,45,46
21,113,114
21,229,230
22,52,53
22,110,111
22,124,125
22,144,145
23,52,53
23,110,111
23,124,125
23,134,135
24,19,20
24,52,53
24,124,125
24,134,135
25,29,30
25,110,111
25,158,159
25,390,391
26,52,53
26,110,111
26,134,135
26,390,391
27,49,50
27,53,54
27,130,131
27,235,236
28,190,191
28,239,240
28,302,303
28,379,380
29,190,191
29,273,274
29,302,303
29,379,380
30,661,662
30,709,710
30,842,843
30,893,894
31,661,662
31,842,843
31,884,885
31,893,894
32,659,660
32,695,696
32,772,773
32,953,954
33,659,660
33,695,696
33,765,766
33,953,954
34,694,695
34,695,696
34,772,773
34,953,954
35,661,662
35,694,695
35,709,710
35,893,894
36,661,662
36,689,690
36,694,695
36,772,773
37,689,690
37,694,695
37,695,696
37,772,773
38,624,625
38,709,710
38,842,843
38,893,894
39,624,625
39,694,695
39,709,710
39,893,894
40,624,625
40,694,695
40,777,778
40,893,894
41,624,625
41,694,695
41,709,710
41,777,778
42,596,597
42,695,696
42,753,754
42,765,766
43,695,696
43,753,754
43,765,766
43,953,954
44,694,695
44,695,696
44,753,754
44,953,954
45,1288,1289
45,1327,1328
45,1497,1498
45,1499,1500
46,1288,1289
46,1520,1521
46,1530,1531
46,1558,1559
47,1237,1238
47,1308,1309
47,1393,1394
47,1541,1542
48,1250,1251
48,1284,1285
48,1393,1394
48,1489,1490
49,1325,1326
49,1358,1359
49,1439,1440
49,1521,1522
50,1167,1168
50,1259,1260
50,1357,1358
50,1358,1359
51,1194,1195
51,1227,1228
51,1316,1317
51,1373,1374
52,1204,1205
52,1297,1298
52,1519,1520
52,1533,1534
53,1297,1298
53,1415,1416
53,1519,1520
53,1533,1534
54,1183,1184
54,1204,1205
54,1297,1298
54,1494,1495
55,1183,1184
55,1204,1205
55,1297,1298
55,1519,1520
56,1183,1184
56,1273,1274
56,1297,1298
56,1519,1520
57,1273,1274
57,1297,1298
57,1415,1416
57,1519,1520
58,1223,1224
58,1227,1228
58,1389,1390
58,1494,1495
59,1227,1228
59,1316,1317
59,1389,1390
59,1494,1495
60,1204,1205
60,1223,1224
60,1389,1390
60,1494,1495
61,1204,1205
61,1297,1298
61,1389,1390
61,1494,1495
62,1204,1205
62,1297,1298
62,1389,1390
62,1533,1534
63,1297,1298
63,1389,1390
63,1462,1463
63,1533,1534
64,986,987
64,1170,1171
64,1194,1195
64,1227,1228
65,1111,1112
65,1170,1171
65,1223,1224
65,1364,1365
66,1170,1171
66,1223,1224
66,1227,1228
66,1364,1365
67,823,824
67,1035,1036
67,1037,1038
67,1098,1099
68,823,824
68,888,889
68,1002,1003
68,1098,1099
69,1422,1423
69,1582,1583
69,1640,1641
69,1641,1642
70,1766,1767
70,1824,1825
70,1825,1826
70,1827,1828
71,1766,1767
71,1781,1782
71,1824,1825
71,1827,1828
72,876,877
72,898,899
72,949,950
72,957,958
73,834,835
73,866,867
73,888,889
73,1002,1003
74,823,824
74,834,835
74,888,889
74,1002,1003
75,826,827
75,834,835
75,866,867
75,888,889
76,1035,1036
76,1038,1039
76,1163,1164
